reaction,bnumber,gene_name,Chemostat_vilu_011,Chemostat_heinmann_012,galactose_heinmann,Chemostat_heinmann_02,Chemostat_vilu_021,acetate_heinmann,Chemostat_vilu_031,Chemostat_heinmann_035,glucosamine_heinmann,pyruvate_heinmann,succinate_heinmann,Chemostat_vilu_04,fumarate_heinmann,glycerol_heinmann,Chemostat_vilu_049,pH6_heinmann,Chemostat_heinmann_05,anaerobic_heinmann,glucose_heinmann,NaCl_50mM_heinmann,42Cdeg_henimann
CYNTAH,b0340,cynS,,,,,,,,,,,,,,,,,,,,,
CYNTt2pp,b0341,cynX,,,,,,,,,,,,,,,,,,,,,
CYSDDS,b1919,dcyD,,,,,,,,,,,,,,,,,,,,,
CYSSADS,b2810,csdA,,,,,,,,,,,,,,,,,,,,,
CYSTRS,b0526,cysS,,,,,,,,,,,,,,,,,,,,,
CYTD,b2143,cdd,,,,,,,,,,,,,,,,,,,,,
CYTDK2,b2066,udk,,,,,,,,,,,,,,,,,,,,,
CYTDt2rpp,b2406,xapB,,,,,,,,,,,,,,,,,,,,,
CYTK1,b0910,cmk,3328830602983880,3631451566891500,5144556386429620,6052419278152480,6355040242060120,8776007953321130,9381249881136330,10591733736766900,11802217592397400,12104838556305000,12104838556305000,12104838556305000,14223185303658400,14223185303658400,14828427231473700,15131048195381300,15131048195381300,16644153014919300,18157257834457400,19670362653995600,19670362653995600
CYTK2,b0910,cmk,,,,,,,,,,,,,,,,,,,,,
DAAD,b1189,dadA,,,,,,,,,,,,,,,,,,,,,
DADA,b1623,add,,,,,,,,,,,,,,,,,,,,,
DADK,b0474,adk,,,,,,,,,,,,,,,,,,,,,
DADNtex,b0411,tsx,,,,,,,,,,,,,,,,,,,,,
DAGK120,b4042,dgkA,,,,,,,,,,,,,,,,,,,,,
DAGK140,b4042,dgkA,,,,,,,,,,,,,,,,,,,,,
DAGK141,b4042,dgkA,,,,,,,,,,,,,,,,,,,,,
DAGK160,b4042,dgkA,,,,,,,,,,,,,,,,,,,,,
DAGK161,b4042,dgkA,,,,,,,,,,,,,,,,,,,,,
DAGK180,b4042,dgkA,,,,,,,,,,,,,,,,,,,,,
DAGK181,b4042,dgkA,,,,,,,,,,,,,,,,,,,,,
DALAt2pp,b4208,cycA,255663317198850,278905436944200,395116035670950,464842394907000,488084514652350,674021472615150,720505712105850,813474191087250,906442670068650,929684789814000,929684789814000,929684789814000,1092379628031450,1092379628031450,1138863867522150,1162105987267500,1162105987267500,1278316585994250,1394527184721000,1510737783447750,1510737783447750
DAPAL,b2871,ygeX,,,,,,,,,,,,,,,,,,,,,
DAPDC,b2838,lysA,6314501194276270,6888546757392300,9758774572972430,11480911262320500,12054956825436500,16647321330364700,17795412456596800,20091594709060900,22387776961525000,22961822524641000,22961822524641000,22961822524641000,26980141466453200,26980141466453200,28128232592685200,28702278155801200,28702278155801200,31572505971381400,34442733786961500,37312961602541600,37312961602541600
DAPE,b3809,dapF,6825827828673970,7446357631280700,10549006644314300,12410596052134500,13031125854741200,17995364275595000,19236423880808500,21718543091235400,24200662301662300,24821192104269000,24821192104269000,24821192104269000,29164900722516100,29164900722516100,30405960327729500,31026490130336200,31026490130336200,34129139143369900,37231788156403500,40334437169437100,40334437169437100
DASYN120,b0175,cdsA,,,,,,,,,,,,,,,,,,,,,
DASYN140,b0175,cdsA,,,,,,,,,,,,,,,,,,,,,
DASYN141,b0175,cdsA,,,,,,,,,,,,,,,,,,,,,
DASYN160,b0175,cdsA,1174240601966850,1280989747600200,1814735475766950,2134982912667000,2241732058300350,3095725223367150,3309223514633850,3736220097167250,4163216679700650,4269965825334000,4269965825334000,4269965825334000,5017209844767450,5017209844767450,5230708136034150,5337457281667500,5337457281667500,5871203009834250,6404948738001000,6938694466167750,6938694466167750
DASYN161,b0175,cdsA,1384011856901850,1509831116620200,2138927415211950,2516385194367000,2642204454085350,3648758531832150,3900397051268850,4403674090142250,4906951129015650,5032770388734000,5032770388734000,5032770388734000,5913505206762450,5913505206762450,6165143726199150,6290962985917500,6290962985917500,6920059284509250,7549155583101000,8178251881692750,8178251881692750
DASYN180,b0175,cdsA,,,,,,,,,,,,,,,,,,,,,
DASYN181,b0175,cdsA,,,,,,,,,,,,,,,,,,,,,
DATPHs,s0001,,,,,,,,,,,,,,,,,,,,,,
DB4PS,b3041,ribB,16413680649298.3,17905833435600.2,25366597367110,29843055725983.3,31335208512303.9,43272430802696.3,46256736375309.5,52225347520517.3,58193958665706.5,59686111452003.8,59686111452003.8,59686111451994.6,70131180956047.9,70131180956122.1,73115486528716.8,74607639315004.8,74607639315004.8,82068403246500.7,89529167177987.2,96989931109510.9,96989931109510.9
DBTS,b0778,bioD1,36801974550,40147608600,56875778850,66912681000,70258315050,97023387450,103714655550,117097191750,130479727950,133825362000,133825362000,133825362000,157244800350,157244800350,163936068450,167281702500,167281702500,184009872750,200738043000,217466213250,217466213250
DC6PH,b1734,chbF,,,,,,,,,,,,,,,,,,,,,
DCTPD,b2065,dcd,,,,,,,,,,,,,,,,,,,,,
DCYTD,b2143,cdd,,,,,,,,,,,,,,,,,,,,,
DCYTtex,b0411,tsx,,,,,,,,,,,,,,,,,,,,,
DDCAtexi,b2344,fadL,,,,,,,,,,,,,,,,,,,,,
DDGALK,b3693,dgoK,,,,,,,,,,,,,,,,,,,,,
DDGLCNt2rpp,b3909,kdgT,,,,,,,,,,,,,,,,,,,,,
DDGLK,b3526,kdgK,,,,,,,,,,,,,,,,,,,,,
DDPGALA,b4477,dgoA,,,,,,,,,,,,,,,,,,,,,
DGK1,b3648,gmk,,,,,,,,,,,,,,,,,,,,,
DGSNt2pp,b2964,nupG,,,,,,,,,,,,,,,,,,,,,
DHACOAH,b1393,paaF,,,,,,,,,,,,,,,,,,,,,
DHAD1,b3771,ilvD,16087412743927000,17549904811556700,24862365149705300,29249841352594500,30712333420224200,42412269961262000,45337254096521400,51187222367040400,57037190637559300,58499682705189000,58499682705189000,58499682705189000,68737127178597100,68737127178597100,71662111313856600,73124603381486300,73124603381486300,80437063719634800,87749524057783400,95061984395932100,95061984395932100
DHAD2,b3771,ilvD,5346020432018470,5832022289474700,8262031576755820,9720037149124500,10206039006580700,14094053866230500,15066057581143000,17010065010967900,18954072440792800,19440074298249000,19440074298249000,19440074298249000,22842087300442600,22842087300442600,23814091015355000,24300092872811300,24300092872811300,26730102160092400,29160111447373500,31590120734654600,31590120734654600
DHBD,b0596,entA,,,,,,,,,,,,,,,,,,,,,
DHBS,b0594,entE,,,,,,,,,,,,,,,,,,,,,
DHCIND,b2541,hcaB,,,,,,,,,,,,,,,,,,,,,
DHCINDO,b0348,mhpB,,,,,,,,,,,,,,,,,,,,,
DHDPRy,b0031,dapB,6825827828673970,7446357631280700,10549006644314300,12410596052134500,13031125854741200,17995364275595000,19236423880808500,21718543091235400,24200662301662300,24821192104269000,24821192104269000,24821192104269000,29164900722516100,29164900722516100,30405960327729500,31026490130336200,31026490130336200,34129139143369900,37231788156403500,40334437169437100,40334437169437100
DHDPS,b2478,dapA,6825827828673970,7446357631280700,10549006644314300,12410596052134500,13031125854741200,17995364275595000,19236423880808500,21718543091235400,24200662301662300,24821192104269000,24821192104269000,24821192104269000,29164900722516100,29164900722516100,30405960327729500,31026490130336200,31026490130336200,34129139143369900,37231788156403500,40334437169437100,40334437169437100
DHFS,b2315,folC,12310260486972.7,13429375076702.1,19024948025325.5,22382291794503,23501406384224.2,32454323102021.8,34692552281466.5,39169010640374.5,43645468999282.6,44764583588996.8,44764583588996.8,44764583589006.1,52598385717089.4,52598385717075.4,54836614896527.1,55955729486246,55955729486246,61551302434877.6,67146875383485.9,72742448332140.7,72742448332140.7
DHMPTR,b1606,folM,,,,,,,,,,,,,,,,,,,,,
DHNAOT4,b3930,menA,,,,,,,,,,,,,,,,,,,,,
DHNCOAS,b2262,menB,,,,,,,,,,,,,,,,,,,,,
DHNCOAT,b0736,ybgC,,,,,,,,,,,,,,,,,,,,,
DHNPA2r,b3058,folB,12310260486972.7,13429375076702.1,19024948025325.5,22382291794503,23501406384224.2,32454323102021.8,34692552281466.5,39169010640374.5,43645468999282.6,44764583588996.8,44764583588996.8,44764583589006.1,52598385717089.4,52598385717075.4,54836614896527.1,55955729486246,55955729486246,61551302434877.6,67146875383485.9,72742448332140.7,72742448332140.7
DHNPTE,b3058,folB,,,,,,,,,,,,,,,,,,,,,
DHORD2,b0945,pyrD,6086954585633630,6640314093418500,9407111632342880,11067190155697500,11620549663482400,16047425725761400,17154144741331100,19367582772470600,21581020803610100,22134380311395000,22134380311395000,22134380311395000,26007896865889100,26007896865889100,27114615881458900,27667975389243700,27667975389243700,30434772928168100,33201570467092500,35968368006016900,35968368006016900
DHORD5,b0945,pyrD,,,,,,,,,,,,,,,,,,,,,
DHORTS,b1062,pyrC,,,,,,,,,,,,,,,,,,,,,
DHPPD,b2541,hcaB,,,,,,,,,,,,,,,,,,,,,
DHPPDA2,b0414,ribD,8206840324649.14,8952916717800.11,12683298683555,14921527862991.7,15667604256151.9,21636215401348.1,23128368187654.7,26112673760258.6,29096979332853.3,29843055726001.9,29843055726001.9,29843055725997.3,35065590478023.9,35065590478061.1,36557743264358.4,37303819657502.4,37303819657502.4,41034201623250.3,44764583588993.6,48494965554755.5,48494965554755.5
DHPS2,b3177,folP,12310260486972.7,13429375076702.1,19024948025325.5,22382291794503,23501406384224.2,32454323102021.8,34692552281466.5,39169010640374.5,43645468999282.6,44764583588996.8,44764583588996.8,44764583589006.1,52598385717089.4,52598385717075.4,54836614896527.1,55955729486246,55955729486246,61551302434877.6,67146875383485.9,72742448332140.7,72742448332140.7
DHPTDCs2,s0001,,8243642299200,8993064326400,12740174462400,14988440544000,15737862571200,21733238788800,23232082843200,26229770952000,29227459060800,29976881088000,29976881088000,29976881088000,35222835278400,35222835278400,36721679332800,37471101360000,37471101360000,41218211496000,44965321632000,48712431768000,48712431768000
DHPTDNR,b0578,nfnB,,,,,,,,,,,,,,,,,,,,,
DHPTDNRN,b0578,nfnB,,,,,,,,,,,,,,,,,,,,,
DHPTPE,b2303,folX,,,,,,,,,,,,,,,,,,,,,
DHQS,b3389,aroB,7012965869260720,7650508221011700,10838219979766600,12750847035019500,13388389386770500,18488728200778300,19763812904280200,22313982311284100,24864151718288000,25501694070039000,25501694070039000,25501694070039000,29964490532295800,29964490532295800,31239575235797800,31877117587548700,31877117587548700,35064829346303600,38252541105058500,41440252863813400,41440252863813400
DHQTi,b1693,aroD,7012965869260720,7650508221011700,10838219979766600,12750847035019500,13388389386770500,18488728200778300,19763812904280200,22313982311284100,24864151718288000,25501694070039000,25501694070039000,25501694070039000,29964490532295800,29964490532295800,31239575235797800,31877117587548700,31877117587548700,35064829346303600,38252541105058500,41440252863813400,41440252863813400
DINSt2pp,b2964,nupG,,,,,,,,,,,,,,,,,,,,,
DKGLCNR2x,b3553,ghrB,,,,,,,,,,,,,,,,,,,,,
DKGLCNR2y,b3553,ghrB,,,,,,,,,,,,,,,,,,,,,
DMATT,b0421,ispA,5115474462450.01,5580517595399.97,7905733260150.06,9300862658999.95,9765905791949.99,13486250855550.1,14416337121449.9,16276509653250,18136682185049.9,18601725317999.8,18601725317999.8,18601725317999.9,21857027248649.9,21857027248649.9,22787113514549.9,23252156647500,23252156647500,25577372312250.2,27902587976999.7,30227803641750.2,30227803641750.2
DMPPS,b0029,ispH,5115474462450.01,5580517595399.97,7905733260150.06,9300862658999.95,9765905791949.99,13486250855550.1,14416337121449.9,16276509653250,18136682185049.9,18601725317999.8,18601725317999.8,18601725317999.9,21857027248649.9,21857027248649.9,22787113514549.9,23252156647500,23252156647500,25577372312250.2,27902587976999.7,30227803641750.2,30227803641750.2
DMQMT,b2232,ubiG,,,,,,,,,,,,,,,,,,,,,
DMSOtpp,s0001,,,,,,,,,,,,,,,,,,,,,,
DOGULNR,b3575,dlgD,,,,,,,,,,,,,,,,,,,,,
DPCOAK,b0103,coaE,10598968670402.1,11562511276805.6,16380224308795.6,19270852127978.4,20234394734391.3,27942735585601.2,29869820798352.6,33723991224041.2,37578161649581.1,38541704255994,38541704256031.1,38541704255994,45286502500809.6,45286502500809.6,47213587713635.3,48177130320085.3,48177130320085.3,52994843351889.6,57812556383879.5,62630269416018.1,62630269416018.1
DRPA,b4381,deoC,,,,,,,,,,,,,,,,,,,,,
DSBCGT,b2893,dsbC,,,,,,,,,,,,,,,,,,,,,
DSBGGT,b0604,dsbG,,,,,,,,,,,,,,,,,,,,,
DSERDHr,b1539,ydfG,,,,,,,,,,,,,,,,,,,,,
DSERt2pp,b4208,cycA,,,,,,,,,,,,,,,,,,,,,
DTARTD,b4122,fumB,,,,,,,,,,,,,,,,,,,,,
DTMPK,b1098,tmk,481480233037650,525251163313800,744105814694550,875418605523000,919189535799150,1269356978008350,1356898838560650,1531982559665250,1707066280769850,1750837211046000,1750837211046000,1750837211046000,2057233722979050,2057233722979050,2144775583531350,2188546513807500,2188546513807500,2407401165188250,2626255816569000,2845110467949750,2845110467949750
DURIK1,b1238,tdk,,,,,,,,,,,,,,,,,,,,,
DURItex,b0411,tsx,,,,,,,,,,,,,,,,,,,,,
DXPRIi,b0173,dxr,43959958599975.1,47956318472699.6,67938117836324.6,79927197454499.5,83923557327224.9,115894436309027,123887156054474,139872595545374,155858035036273,159854394908999,159854394908999,159854394908999,187828914018074,187828914018074,195821633763524,199817993636250,199817993636250,219799792999875,239781592363498,259763391727127,259763391727127
DXPS,b0420,dxs,52166798924625.1,56909235190499.5,80621416519874.7,94848725317499.5,99591161583374.9,137530651710376,147015524242124,165985269305624,184955014369123,189697450634999,189697450634999,189697450634999,222894504496124,222894504496124,232379377027874,237121813293750,237121813293750,260833994623125,284546175952499,308258357281877,308258357281877
DXYLK,b3564,xylB,,,,,,,,,,,,,,,,,,,,,
EAR100x,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR100y,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR120x,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR120y,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR121x,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR121y,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR140x,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR140y,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR141x,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR141y,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR160x,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR160y,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR161x,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR161y,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR180x,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR180y,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR181x,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR181y,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR40x,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR40y,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR60x,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR60y,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR80x,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
EAR80y,b1288,fabI,,,,,,,,,,,,,,,,,,,,,
ECA4OALpp,b3622,rfaL,,,,,,,,,,,,,,,,,,,,,
ECAtpp,b3792,wzxE,,,,,,,,,,,,,,,,,,,,,
EDA,b1850,eda,,,,,,,,,,,,,,,,,,,,,
EDD,b1851,edd,,,,,,,,,,,,,,,,,,,,,
EDTXS1,b1054,htrB,,,,,,,,,,,,,,,,,,,,,
EDTXS2,b1855,msbB,,,,,,,,,,,,,,,,,,,,,
EDTXS3,b2378,lpxP,,,,,,,,,,,,,,,,,,,,,
EDTXS4,b1855,msbB,,,,,,,,,,,,,,,,,,,,,
EGMEACPR,b1288,fabI,36801974550,40147608600,56875778850,66912681000,70258315050,97023387450,103714655550,117097191750,130479727950,133825362000,133825362000,133825362000,157244800350,157244800350,163936068450,167281702500,167281702500,184009872750,200738043000,217466213250,217466213250
ENO,b2779,eno,324825126303973000,349564343578199000,473294437043917000,547478081771996000,572217299046221000,770189049342565000,819609471788469000,918566340885369000,1016906771555540000,538725627184005000,718192409407543000,1042262427256490000,873067525953291000,1095788927003690000,1264915382724520000,1289654599998740000,1289654599998740000,1413460709322970000,1537046772740990000,1660742859112110000,1660742859112110000
ENTCS,b0583,entD,,,,,,,,,,,,,,,,,,,,,
ENTERES,b0585,fes,,,,,,,,,,,,,,,,,,,,,
ENTERES2,b0585,fes,,,,,,,,,,,,,,,,,,,,,
EPMEACPR,b1288,fabI,36801974550,40147608600,56875778850,66912681000,70258315050,97023387450,103714655550,117097191750,130479727950,133825362000,133825362000,133825362000,157244800350,157244800350,163936068450,167281702500,167281702500,184009872750,200738043000,217466213250,217466213250
ETOHtrpp,s0001,,,,,,,,,,,,,,,,,,,,,,
F6PP,b0822,ybiV,,,,,,,,,,,,,,,,,,,,,
F6Pt6_2pp,b3666,uhpT,,,,,,,,,,,,,,,,,,,,,
FA100ACPHi,b0404,acpH,,,,,,,,,,,,,,,,,,,,,
FA120ACPHi,b0404,acpH,,,,,,,,,,,,,,,,,,,,,
FA140ACPHi,b0404,acpH,,,,,,,,,,,,,,,,,,,,,
FA141ACPHi,b0404,acpH,,,,,,,,,,,,,,,,,,,,,
FA160ACPHi,b0404,acpH,,,,,,,,,,,,,,,,,,,,,
FA161ACPHi,b0404,acpH,,,,,,,,,,,,,,,,,,,,,
FA80ACPHi,b0404,acpH,,,,,,,,,,,,,,,,,,,,,
FACOAE100,b0452,tesB,,,,,,,,,,,,,,,,,,,,,
FACOAE120,b0452,tesB,1432038433689600,1562223745843200,2213150306611200,2603706243072000,2733891555225600,3775374052454400,4035744676761600,4556485925376000,5077227173990400,5207412486144000,5207412486144000,5207412486144000,6118709671219200,6118709671219200,6379080295526400,6509265607680000,6509265607680000,7160192168448000,7811118729216000,8462045289984000,8462045289984000
FACOAE140,b0452,tesB,,,,,,,,,,,,,,,,,,,,,
FACOAE141,b0452,tesB,,,,,,,,,,,,,,,,,,,,,
FACOAE160,b0452,tesB,2348481203933700,2561979495200400,3629470951533900,4269965825334000,4483464116600700,6191450446734300,6618447029267700,7472440194334500,8326433359401300,8539931650668000,8539931650668000,8539931650668000,10034419689534900,10034419689534900,10461416272068300,10674914563335000,10674914563335000,11742406019668500,12809897476002000,13877388932335500,13877388932335500
FACOAE161,b0452,tesB,2768023713803700,3019662233240400,4277854830423900,5032770388734000,5284408908170700,7297517063664300,7800794102537700,8807348180284500,9813902258031300,10065540777468000,10065540777468000,10065540777468000,11827010413524900,11827010413524900,12330287452398300,12581925971835000,12581925971835000,13840118569018500,15098311166202000,16356503763385500,16356503763385500
FACOAE180,b0452,tesB,,,,,,,,,,,,,,,,,,,,,
FACOAE181,b0452,tesB,,,,,,,,,,,,,,,,,,,,,
FACOAE60,b0452,tesB,,,,,,,,,,,,,,,,,,,,,
FACOAE80,b0452,tesB,,,,,,,,,,,,,,,,,,,,,
FADRx,b3844,fre,40222534074549700,43879128081327000,62162098115213300,73131880135545000,76788474142322300,106041226196540000,113354414210095000,127980790237204000,142607166264313000,146263760271090000,146263760271090000,146263760271090000,171859918318531000,171859918318531000,179173106332085000,182829700338862000,182829700338862000,201112670372749000,219395640406635000,237678610440521000,237678610440521000
FALDH2,b0356,frmA,,,,,,,,,,,,,,,,,,,,,
FALDtpp,s0001,,,,,,,,,,,,,,,,,,,,,,
FALGTHLs,s0001,,,,,,,,,,,,,,,,,,,,,,
FBA3,b2925,fbaA,15038865295670000,17204424811753500,28032367721636000,34528900940422900,36694460456506500,54019184500143900,58350055617342900,67012293681677500,75777271483799500,81019382513802500,55903375471219700,77840091262095700,60821225362111900,0,97330126906848200,99495686422932200,99495686422932200,110323954186910000,121151281583768000,131979079164187000,131979079164187000
FCI,b2802,fucI,,,,,,,,,,,,,,,,,,,,,
FCLK,b2803,fucK,,,,,,,,,,,,,,,,,,,,,
FCLT,b0475,hemH,4103420162325,4476458358900,6341649341775,7460763931500,7833802128075,10818107700675,11564184093825,13056336880125,14548489666425,14921527863000,14921527863000,14921527863000,17532795239025,17532795239025,18278871632175,18651909828750,18651909828750,20517100811625,22382291794500,24247482777375,24247482777375
FDMO,b0935,ssuD,,,,,,,,,,,,,,,,,,,,,
FDMO2,b0935,ssuD,,,,,,,,,,,,,,,,,,,,,
FDMO3,b0935,ssuD,,,,,,,,,,,,,,,,,,,,,
FDMO4,b0935,ssuD,,,,,,,,,,,,,,,,,,,,,
FDMO6,b0935,ssuD,,,,,,,,,,,,,,,,,,,,,
FE2abcpp,b3409,feoB,,,,,,,,,,,,,,,,,,,,,
FE2t2pp,b2392,mntH,,,,,,,,,,,,,,,,,,,,,
FE2t3pp,b3915,fieF,,,,,,,,,,,,,,,,,,,,,
FE2tpp,b3040,,295538256623775,322405370862300,456740942054925,537342284770500,564209399009025,779146312917225,832880541394275,940348998348375,1047817455302480,1074684569541000,1074684569541000,1074684569541000,1262754369210670,1262754369210670,1316488597687720,1343355711926250,1343355711926250,1477691283118870,1612026854311500,1746362425504120,1746362425504120
FE3HOXexs,s0001,,,,,,,,,,,,,,,,,,,,,,
FE3Ri,b3844,fre,,,,,,,,,,,,,,,,,,,,,
FECRMexs,s0001,,,,,,,,,,,,,,,,,,,,,,
FEENTERexs,s0001,,,,,,,,,,,,,,,,,,,,,,
FEENTERtex,b3035,tolC,,,,,,,,,,,,,,,,,,,,,
FEENTERtpp,b0591,entS,,,,,,,,,,,,,,,,,,,,,
FEOXAMR1,b4367,fhuF,,,,,,,,,,,,,,,,,,,,,
FEOXAMR2,b4367,fhuF,,,,,,,,,,,,,,,,,,,,,
FEOXAMR3,b4367,fhuF,,,,,,,,,,,,,,,,,,,,,
FEOXAMexs,s0001,,,,,,,,,,,,,,,,,,,,,,
FEROpp,b0123,cueO,,,,,,,,,,,,,,,,,,,,,
FESD1s,s0001,,71837454321600,78368131987200,111021520315200,130613553312000,137144230977600,189389652302400,202451007633600,228573718296000,254696428958400,261227106624000,261227106624000,261227106624000,306941850283200,306941850283200,320003205614400,326533883280000,326533883280000,359187271608000,391840659936000,424494048264000,424494048264000
FESD2s,s0001,,,,,,,,,,,,,,,,,,,,,,
FESR,b4209,ytfE,143674908643200,156736263974400,222043040630400,261227106624000,274288461955200,378779304604800,404902015267200,457147436592000,509392857916800,522454213248000,522454213248000,522454213248000,613883700566400,613883700566400,640006411228800,653067766560000,653067766560000,718374543216000,783681319872000,848988096528000,848988096528000
FLVRx,b3844,fre,,,,,,,,,,,,,,,,,,,,,
FMETTRS,b3288,fmt,,,,,,,,,,,,,,,,,,,,,
FMNAT,b0025,ribF,4103420162324.14,4476458358900.11,6341649341780,7460763931491.68,7833802128076.94,10818107700673.1,11564184093829.7,13056336880133.6,14548489666428.3,14921527863001.9,14921527863001.9,14921527862997.3,17532795238998.9,17532795239036.1,18278871632183.4,18651909828752.4,18651909828752.4,20517100811625.3,22382291794493.6,24247482777380.4,24247482777380.4
FOMETRi,b2912,ygfA,,,,,,,,,,,,,,,,,,,,,
FORCT,b2374,frc,,,,,,,,,,,,,,,,,,,,,
FRUK,b2168,fruK,,,,,,,,,,,,,,,,,,,,,
FRULYSDG,b3371,frlB,,,,,,,,,,,,,,,,,,,,,
FRULYSE,b4474,frlC,,,,,,,,,,,,,,,,,,,,,
FRULYSK,b3374,frlD,,,,,,,,,,,,,,,,,,,,,
FRULYSt2pp,b3370,frlA,,,,,,,,,,,,,,,,,,,,,
FRUURt2rpp,b4321,gntP,,,,,,,,,,,,,,,,,,,,,
FTHFD,b1232,purU,,,,,,,,,,,,,,,,,,,,,
FUCtpp,b2801,fucP,,,,,,,,,,,,,,,,,,,,,
FUMt2_2pp,b3528,dctA,0,0,0,0,0,0,0,0,0,0,0,0,384128487497406000,0,0,0,0,0,0,0,0
G1PACT,b3730,glmU,1738672485640200,1896733620698400,2687039295989400,3161222701164000,3319283836222200,4583772916687800,4899895186804200,5532139727037000,6164384267269800,6322445402328000,6322445402328000,6322445402328000,7428873347735400,7428873347735400,7744995617851800,7903056752910010,7903056752910010,8693362428201000,9483668103492000,10273973778783000,10273973778783000
G1PPpp,b1002,agp,,,,,,,,,,,,,,,,,,,,,
G1SAT,b0154,hemL,65654722597200,71623333742400,101466389468400,119372222904000,125340834049200,173089723210800,185026945501200,208901390082000,232775834662800,238744445808000,238744445808000,238744445808000,280524723824400,280524723824400,292461946114800,298430557260000,298430557260000,328273612986000,358116668712000,387959724438000,387959724438000
G2PP,b2533,suhB,,,,,,,,,,,,,,,,,,,,,
G2PPpp,b4055,aphA,,,,,,,,,,,,,,,,,,,,,
G3PD2,b3608,gpsA,0,0,0,0,0,0,0,0,0,0,0,0,0,554478663343127000,0,0,0,0,0,0,0
G3PT,b0822,ybiV,,,,,,,,,,,,,,,,,,,,,
G5SADs,s0001,,4067630242075130,4437414809536500,6286337646843380,7395691349227500,7765475916688870,10723752456379900,11463321591302600,12942459861148100,14421598130993600,14791382698455000,14791382698455000,14791382698455000,17379874670684600,17379874670684600,18119443805607400,18489228373068700,18489228373068700,20338151210375600,22187074047682500,24035996884989400,24035996884989400
G5SD,b0243,proA,4067630242075130,4437414809536500,6286337646843380,7395691349227500,7765475916688870,10723752456379900,11463321591302600,12942459861148100,14421598130993600,14791382698455000,14791382698455000,14791382698455000,17379874670684600,17379874670684600,18119443805607400,18489228373068700,18489228373068700,20338151210375600,22187074047682500,24035996884989400,24035996884989400
G6PDA,b0678,nagB,0,0,0,0,0,0,0,0,681218166043153000,0,0,0,0,0,0,0,0,0,0,0,0
G6PDH2r,b1852,zwf,56010477180466400,63497508573577800,100933101527522000,123393759718462000,130880791111572000,190777786001361000,205751105042678000,235699230615121000,265955575400927000,282672261335793000,207324240208047000,273134387580673000,229010259794740000,102662928721311000,340517670118671000,348004701511780000,348004701511780000,385441269028012000,422875015442885000,460310172408439000,460310172408439000
G6PP,b0822,ybiV,,,,,,,,,,,,,,,,,,,,,
G6Pt6_2pp,b3666,uhpT,,,,,,,,,,,,,,,,,,,,,
GAL1PPpp,b1002,agp,,,,,,,,,,,,,,,,,,,,,
GALCTD,b3128,garD,,,,,,,,,,,,,,,,,,,,,
GALCTLO,b4358,yjjN,,,,,,,,,,,,,,,,,,,,,
GALCTND,b4478,dgoD,,,,,,,,,,,,,,,,,,,,,
GALCTNLt2pp,b4356,yjjL,,,,,,,,,,,,,,,,,,,,,
GALCTNt2pp,b3691,dgoT,,,,,,,,,,,,,,,,,,,,,
GALM2pp,b0756,galM,,,,,,,,,,,,,,,,,,,,,
GALS3,b4119,melA,,,,,,,,,,,,,,,,,,,,,
GALT1,b3628,rfaB,,,,,,,,,,,,,,,,,,,,,
GALURt2rpp,b3093,exuT,,,,,,,,,,,,,,,,,,,,,
GALUi,b1236,galU,,,,,,,,,,,,,,,,,,,,,
GALt2pp,b2943,galP,,,,,,,,,,,,,,,,,,,,,
GAM6Pt6_2pp,b3666,uhpT,,,,,,,,,,,,,,,,,,,,,
GAPD,b1779,gapA,356463765423621000,384079222617816000,522155636611993000,605002880171355000,632618337365548000,853540507429281000,908772909307475000,1019234738084250000,1129080128434300000,653693155579475000,833159937803017000,1157312024055210000,1008154371817970000,1230972203242180000,1405851138802950000,1433466595997140000,1433466595997140000,1571541060866740000,1709621167939070000,1847698453910030000,1847698453910030000
