reactions,bnumber,gene_name,Chemostat_vilu_011,Chemostat_heinmann_012,galactose_heinmann,Chemostat_heinmann_02,Chemostat_vilu_021,acetate_heinmann,Chemostat_vilu_031,Chemostat_heinmann_035,glucosamine_heinmann,pyruvate_heinmann,succinate_heinmann,Chemostat_vilu_04,fumarate_heinmann,glycerol_heinmann,Chemostat_vilu_049,pH6_heinmann,Chemostat_heinmann_05,anaerobic_heinmann,glucose_heinmann,NaCl_50mM_heinmann,42Cdeg_henimann
ATPPRT,b2019,hisG,1743272732458099.8,1901752071772940.8,2694148768345801.0,3169586786289860.5,3328066125603367.5,4596414496083094.0,4913402384332326.0,5547389788767673.0,6181369806832262.0,6339909136803879.0,6339891875746433.0,6339874044311359.0,7449387197522617.0,7449361150674861.0,7766345704279158.0,7923966965730568.0,7923966965730568.0,8716363662284373.0,9508760358864314.0,1.0301157055439548e+16,1.0301157055439548e+16
ATPS4rpp,nan,nan,1.410183876146175e+18,1.5000596930412948e+18,1.9494405214705178e+18,2.2190662282021473e+18,2.3089420450972636e+18,3.0279887463631606e+18,3.2077427668110694e+18,3.56725152507062e+18,3.9218098973936753e+18,4.370241367299308e+18,4.1400193939855324e+18,4.0166374728953293e+18,4.714108375602594e+18,4.885069236984089e+18,4.825532178979839e+18,4.91534073505537e+18,4.91534073505537e+18,5.364725461733122e+18,5.814098904006462e+18,6.263477988482014e+18,6.263477988482014e+18
BALAt2pp,b4208,cycA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BALAtex,nan,nan,-61510.46324287534,38629.75952451108,62699.07122824492,67750.6551660656,-54973.1193233427,22863308650881.99,23561214651433.312,26601371495542.895,27659459725301.48,30988700193717.09,30678279414606.055,30401567587080.99,35695143097508.56,36287513595252.54,37241920425262.82,377977.33934752387,377977.33934752387,-184234.23773228363,-66562.04718069603,124803.83846380505,124803.83846380505
BETALDHx,b0312,betB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BETALDHy,b0312,betB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMOCOS,b0827,moeA,2244920447549.9995,2449004124599.9995,3469422509850.0,4081673540999.9995,4285757218049.9995,5918434993044.154,6326602867528.446,7142938721885.52,7959274772052.481,8163358735745.808,8163358813317.24,8163358546307.868,9591946622740.209,9591946454832.373,10000114241030.775,10204183852499.998,10204183852499.998,11224602237750.002,12245020622999.998,13265439008250.0,13265439008250.0
BMOGDS1,nan,nan,2244920447549.9995,2449004124599.9995,3469422509850.0,4081673540999.9995,4285757218049.9995,5918434993044.154,6326602867528.446,7142938721885.52,7959274772052.481,8163358735745.808,8163358813317.24,8163358546307.868,9591946622740.209,9591946454832.373,10000114241030.775,10204183852499.998,10204183852499.998,11224602237750.002,12245020622999.998,13265439008250.0,13265439008250.0
BMOGDS2,nan,nan,2244920447549.9995,2449004124599.9995,3469422509850.0,4081673540999.9995,4285757218049.9995,5918434993044.154,6326602867528.446,7142938721885.52,7959274772052.481,8163358735745.808,8163358813317.24,8163358546307.868,9591946622740.209,9591946454832.373,10000114241030.775,10204183852499.998,10204183852499.998,11224602237750.002,12245020622999.998,13265439008250.0,13265439008250.0
BPNT,b4214,cysQ,4561089517824921.0,4975734019449113.0,7048956527556162.0,8292890032413757.0,8707534534035250.0,1.2025519705499612e+16,1.285484812902333e+16,1.451353821019753e+16,1.6172108540336998e+16,1.6586837572060248e+16,1.6586826493531832e+16,1.658690081165429e+16,1.948950605934418e+16,1.9489557667936588e+16,2.0318953494280196e+16,2.0733626014589496e+16,2.0733626014589496e+16,2.2805447589134124e+16,2.4878670097248412e+16,2.695189260534689e+16,2.695189260534689e+16
BSORx,b3551,bisC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSORy,b3551,bisC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTNt2ipp,nan,nan,0.0,0.0,0.0,0.0,0.0,97023531563.69234,103714808635.8353,117097364597.16415,130479923146.33194,133825562926.72876,133825564264.09032,133825559660.48045,157245038429.77032,157245035412.29395,163936310960.01334,0.0,0.0,0.0,0.0,0.0,0.0
BTNtex,nan,nan,8397233032152.098,9160617887110.305,13459504998165.496,15267696512992.078,16031081220749.467,22960331925751.574,23664929374696.82,26718468804769.438,27789939545201.45,31122525603801.914,30812104753374.4,30535393047602.547,35852387704237.98,36444758366342.36,37405856426259.31,383920.37927437166,383920.37927437166,-232967.1651324361,-209195.00542504466,143821.56622971818,143821.56622971818
BTS5,b0775,bioB,36801974284.550064,40147608488.79376,56875778850.0,66912681078.06886,70258315109.59319,97023387449.99998,104173217896.94342,117097191749.99998,130479727949.99998,133825361999.99998,133825361999.99998,133825361999.99998,157244800349.99997,157244800349.99997,164660893813.42487,167281704750.16437,167281704750.16437,184009871731.9723,200738042259.1766,217466214465.2901,217466214465.2901
BUTCT,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUTSO3abcpp,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUTSO3tex,nan,nan,8360431004091.597,9120470291338.479,13402629233565.66,15200783839896.207,15960822898038.9,22863308668116.805,23561214807735.258,26601371494948.586,27659459771657.188,30988700127749.344,30678279311197.156,30401567644134.17,35695143260347.86,36287513533444.92,37241920430017.25,354205.1796401324,354205.1796401324,-202063.3575128272,-123615.23047843548,109351.93465400062,109351.93465400062
BUTt2rpp,b2223,atoE,8360431011817.548,9120470281532.463,13402629226136.86,15200783813746.832,15960822898038.9,22863308653259.203,23561214650244.703,26601371489005.55,27659459827521.77,30988700138446.816,30678279337940.836,30401567582326.555,35695143279365.586,36287513558405.695,37241920419319.78,444539.38652821985,444539.38652821985,-266248.1887227841,23772.159707391434,168782.3339224792,168782.3339224792
BUTtex,nan,nan,8360431012114.7,9120470242605.553,13402629226136.86,15200783813746.832,15960822898038.9,22863308653259.203,23561214650244.703,26601371489005.55,27659459827521.77,30988700140229.73,30678279415794.664,30401567582326.555,35695143279365.586,36287513596441.15,37241920419319.78,444539.38652821985,444539.38652821985,-266248.1887227841,23772.159707391434,168782.3339224792,168782.3339224792
BWCOGDS1,nan,nan,110280011788.54326,120305467254.15294,28937467553.681984,40345630687.307846,42475650265.93082,49363914964.90274,0.0,58777819231.88723,64485539031.55501,0.0,0.0,67174650747.72298,0.0,80282110247.47748,165485169342.35297,0.0,0.0,0.0,0.0,0.0,0.0
BWCOGDS2,nan,nan,110280011788.54326,120305467254.15294,28937467553.681984,33587325257.496304,35344788626.35196,49363914964.90274,0.0,58777819231.88723,64485539031.55501,0.0,0.0,67174650673.434975,0.0,80282110247.47748,123785783996.12495,0.0,0.0,0.0,0.0,0.0,0.0
BWCOS,b0827,moeA,27779844418.425392,30305285073.020935,28937467553.681984,33587325257.496304,35344788626.35196,49363914964.90274,0.0,58777819231.88723,64485539031.55501,0.0,0.0,67174650673.434975,0.0,80282110247.47748,123785783996.12495,0.0,0.0,0.0,0.0,0.0,0.0
CA2t3pp,b1216,chaA,4180215494357.825,4560235119534.283,6701314600930.359,7600391857785.334,7980411456399.172,11431654299054.064,11780607363467.438,13300685763076.586,13829729899451.52,15494350062983.215,15339139648169.777,15200783732211.182,17847571635522.664,18143756800159.027,18620960318408.234,190177.27765913148,190177.27765913148,-79892.6078447368,0.0,72905.03802449594,72905.03802449594
CA2tex,nan,nan,104137569823095.75,113604621657238.92,161421843677377.12,189341036132237.94,198808087824761.2,275366674374608.97,293478605788331.44,331346813143204.1,367232951809182.4,379269204842293.56,378958783991866.1,378682072204716.56,444924735817072.9,445517106479177.2,463885538501494.2,435350631049057.44,435350631049057.44,478885693457213.75,522420756745159.94,565955819936965.0,565955819936965.0
CADVtpp,b4132,cadB,269040416624.7629,293498641317.48444,414621165653.07855,489164401468.0171,513622620388.3289,707294930603.632,758204816723.095,856037698495.9583,939998634190.0154,955378021815.9425,1039171102123.158,978328803437.4781,1209108272363.0405,1136945601458.9836,1198452781720.1736,0.0,0.0,0.0,0.0,0.0,0.0
CAT,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAt6pp,b3196,yrbG,8360430989123.398,9120470300564.61,13402629201770.396,15200783714323.988,15960822913441.727,22863308600366.15,23561214727813.85,26601371522501.965,27659459707472.36,30988700164596.195,30678279254143.973,30401567467872.035,35695143224095.31,36287513597629.76,37241920537174.64,380662.2266113509,380662.2266113509,-153586.30293765024,26518.566720461255,0.0,0.0
CBIAT,b1270,btuR,8360430988342.54,9120470304116.014,13402629199690.334,15200783722521.166,15960822901010.42,22863308602743.363,23561214725127.004,26601371519909.355,27659459796023.652,30988700172322.14,30678279264841.445,30401567468220.19,35695143220529.49,36287513691529.79,37241920652286.94,370845.6914353064,370845.6914353064,-155707.64608341389,24960.767692761012,-19017.72776591315,-19017.72776591315
CBItonex,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBIuabcpp,nan,nan,102360221244.17676,111665697140.3088,83188015682.7733,96520572819.37827,101346601519.31326,141908967307.47964,149606888047.39886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBL1abcpp,nan,nan,6044591.266103284,6594702.999573658,9425207.25843976,11024589.19903652,11571260.544882212,16067840.732803596,17068164.731152765,19271435.9880227,21851178.83418637,22403100.76448984,22551258.609553747,22038779.446205225,26525413.024528872,26208082.95326701,27038428.265145365,0.0,0.0,0.0,0.0,0.0,0.0
CBL1tonex,nan,nan,114118536576.2071,124492950328.56573,9425207.25843976,11024589.19903652,11571260.544882212,16067840.732803596,17068164.731152765,19271435.9880227,21851178.83418637,22403100.76448984,22551258.609553747,22038779.446205225,26525413.024528872,26208082.95326701,27038428.265145365,0.0,0.0,0.0,0.0,0.0,0.0
CBLAT,b1270,btuR,8360430988342.54,9120470304116.014,13402629199690.334,15200783722521.166,15960822909924.98,22863308602743.363,23561214725127.004,26601371519315.055,27659459703312.234,30988700169350.62,30678279264841.445,30401567468220.19,35695143220529.49,36287513691529.79,37241920604742.625,370845.6914353064,370845.6914353064,-155707.64608341389,24960.767692761012,-20206.33575128272,-20206.33575128272
CBMD,s0001,nan,316720482319.19794,345513257696.86145,493140317082.43054,575855427487.0585,604648197338.3914,841239361851.1781,892575911923.4645,1007746998931.7084,1110125064097.5493,1173888318178.9905,1290387023047.0952,1151710856678.0981,1525331617177.6465,1369340139479.3572,1410845804504.0762,0.0,0.0,0.0,0.0,0.0,0.0
CBMKr,nan,nan,1.153817984465392e+16,1.2587105285183656e+16,1.7832214450346642e+16,2.0978508808594332e+16,2.2027434248992744e+16,3.041965994470322e+16,3.251668865327985e+16,3.671239041504144e+16,4.090611010830563e+16,4.1957604749833784e+16,4.195729432894532e+16,4.195701761728361e+16,4.9299469001669736e+16,4.9300061372129544e+16,5.139734658128337e+16,5.2408270062425096e+16,5.2408270062425096e+16,5.764909706816639e+16,6.288992407460155e+16,6.813075108087103e+16,6.813075108087103e+16
CBPS,nan,nan,1411043203401.7002,1539319874588.3635,2230673383678.9185,2565533120731.0913,2693809781053.1343,3805266328301.033,3976576330595.847,4489682958540.04,4961338086896.495,5182455845885.313,5105954936020.201,5131066257805.542,5940939247781.926,6162030638092.249,6285556151771.357,27932.28765618494,27932.28765618494,-86062.64694066555,-21729.239732537484,0.0,0.0
CCGS,b0444,queC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD2abcpp,b3469,zntA,2414564910783.084,2634070838371.878,3824769343701.098,4390118035980.0767,4609623957428.444,6524606481359.115,6804682922201.457,7682706554777.9,8413523878949.104,8879869375121.217,8754800257899.943,8780236100615.476,10186485605476.96,10535084657737.64,10755789299497.582,0.0,0.0,-46103.58246281977,0.0,0.0,0.0
CD2t3pp,nan,nan,5608674959799.784,6118554495910.771,8928885516681.566,10197590774122.664,10707470300692.867,15231628276036.215,15806265727862.174,17845783909338.688,19116689256402.477,20694418032215.137,20437993139428.832,20395181520266.61,23780248127381.543,24417766234374.82,24984097484984.383,125746.36745220356,125746.36745220356,-264316.70074655855,-32756.364596805975,138830.34129115456,138830.34129115456
CD2tex,nan,nan,8360431056534.208,9120470276653.105,13402629210684.957,15200783831992.078,15960822905699.467,22863308543312.965,23561214719146.82,26601371613019.438,27659459854265.445,30988700222243.68,30678279376813.95,30401567605413.48,35695142938235.09,36287513725999.414,37241920360186.53,288933.88644354866,288933.88644354866,-377971.24541009887,-165086.50596797068,-48342.915404953055,-48342.915404953055
CD2tpp,b3040,nan,5608674959799.784,6118554495910.771,8928885516681.566,10197590774122.664,10707470300692.867,15231628276036.215,15806265727862.174,17845783909338.688,19116689256402.477,20694418032215.137,20437993139428.832,20395181520266.61,23780248127381.543,24417766234374.82,24984097484984.383,125746.36745220356,125746.36745220356,-264316.70074655855,-32756.364596805975,138830.34129115456,138830.34129115456
CDAPPA120,b3918,cdh,1684721608231.6008,1837878143621.688,2678293932962.836,3063130227046.9585,3216286733093.2856,4568854338011.257,4747851831278.615,5360477901055.862,5777432850266.018,6210446826290.422,6130547087596.369,6126260469137.236,7133084379623.103,7339047727253.394,7504669087850.448,58239.469783137596,58239.469783137596,-91212.12357752107,-36424.33455165739,0.0,0.0
CDAPPA140,b3918,cdh,1684721608445.179,1837878144925.2102,2678293923461.887,3063130232952.8545,3216286727558.83,4568854344753.616,4747851832838.663,5360477895521.408,5777432840446.072,6210446815393.3,6130547083659.1045,6126260458885.492,7133084401612.349,7339047728049.669,7504669112959.792,71685.59761763088,71685.59761763088,-91212.12357752107,0.0,-27040.83166715776,-27040.83166715776
CDAPPA141,b3918,cdh,1684721608521.7883,1837878139983.8975,2678293925362.0767,3063130231708.531,3216286741165.141,4568854318107.439,4747851832873.485,5360477907518.919,5777432851008.897,6210446824147.678,6130547066312.857,6126260470325.845,7133084418252.861,7339047738598.563,7504669113219.799,49810.10338689362,49810.10338689362,-105806.06334992443,-22954.99171744986,-18014.839778257574,-18014.839778257574
CDAPPA160,b3918,cdh,1684721608427.7676,1837878139743.6223,2678293932962.834,3063130230278.487,3216286742873.765,4568854326610.122,4747851836423.059,5360477902456.308,5777432852048.929,6210446826338.594,6130547080037.564,6126260469211.524,7133084388166.221,7339047730686.894,7504669092307.728,40449.815502108235,40449.815502108235,-131345.45795163035,0.0,0.0,0.0
CDAPPA161,b3918,cdh,1684721604388.3577,1837878140225.3335,2678293939022.741,3063130233862.8823,3216286737599.3174,4568854311408.604,4747851828139.946,5360477908670.384,5777432840780.369,6210446825802.906,6130547109975.628,6126260477717.501,7133084388166.221,7339047726972.492,7504669091787.711,27811.56965767084,27811.56965767084,-99839.5885210869,-21123.328239995575,-17455.35828514416,-17455.35828514416
CDAPPA180,b3918,cdh,1684721608427.7676,1837878140048.8997,2678293927262.2656,3063130230352.7744,3216286736510.5337,4568854325713.834,4747851831390.047,5360477888352.615,5777432857769.105,6210446809803.129,6130547096993.801,6126260468394.355,7133084410248.33,7339047735982.233,7504669094090.639,61770.47123967494,61770.47123967494,-29187.879544806736,-32895.65459509147,0.0,0.0
CDAPPA181,b3918,cdh,1684721609634.9478,1837878140541.0579,2678293932962.834,3063130230278.487,3216286722414.386,4568854315208.986,4747851826449.895,5360477905624.574,5777432852903.241,6210446853781.624,6130547091923.645,6126260474300.252,7133084397415.078,7339047731132.621,7504669080800.052,63999.11121224288,63999.11121224288,-127696.9730085295,-33578.1755866904,0.0,0.0
CDGR,b2794,queF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDGS,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDPMEK,b1208,ispE,43960138171845.07,47956514419196.79,67938397559724.08,79927524465713.45,83923900550918.28,115894913170673.8,123887662782174.34,139873167540593.69,155858683821169.88,159855059574875.6,159855064130426.2,159855049043328.22,187829701410267.53,187829692843012.97,195822435848252.84,199817993636247.84,199817993636247.84,219799792999894.9,239781592363467.7,259763391727114.8,259763391727114.8
CFAS160E,b1661,cfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFAS160G,b1661,cfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFAS180E,b1661,cfa,0.0,0.0,0.0,0.0,0.0,121006567659.4916,0.0,149853691033.80005,0.0,0.0,161853733870.6608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFAS180G,b1661,cfa,0.0,0.0,0.0,0.0,0.0,122288887049.18968,0.0,159832494034.63666,0.0,165923180676.46152,163563422562.62616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGLYabcpp,nan,nan,626689603781.5635,683661394138.8407,991486790753.5001,1139435656489.484,1196407431840.5854,1691359797097.7183,1766125257039.5195,1994012382401.805,2195739795393.7593,2302875929734.374,2269488184747.42,2278871306738.776,2640620909020.701,2735812550426.7827,2791617360709.5923,41304.12749159262,41304.12749159262,-27040.83166715776,-22212.11172659387,0.0,0.0
CGLYtex,nan,nan,8360430946741.261,9120470292824.238,13402629239805.852,15200783844353.486,15960822934885.746,22863308567679.426,23561214724532.703,26601371483656.81,27659459830493.285,30988700155087.33,30678279317734.504,30401567627493.664,35695143123063.63,36287513638042.43,37241920299270.375,380354.55531826295,380354.55531826295,-266248.1887227841,-326867.1959766323,29715.199634239292,29715.199634239292
CHLabcpp,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHLt2pp,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHLtex,nan,nan,8360431005577.355,9120470252708.72,13402629205336.22,15200783804832.271,15960822949446.195,22863308505871.812,23561214738201.688,26601371626131.27,27659459766902.76,30988700224864.258,30678279326892.418,30401567680386.715,35695143093322.37,36287513853180.47,37241920548878.05,235579.72316277842,235579.72316277842,-239350.12930386898,-259064.33880046703,-61255.810112220766,-61255.810112220766
CHOLD,b0311,betA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHORM,nan,nan,5950857890463383.0,6491844971418476.0,9196773121797402.0,1.081974161902666e+16,1.1360728699978874e+16,1.5688612972472398e+16,1.6770599509491038e+16,1.8934547833293588e+16,2.1098564470386532e+16,2.1639461429155424e+16,2.1639457613604496e+16,2.163948323805508e+16,2.5426364991682784e+16,2.542639866160211e+16,2.650836696662314e+16,2.7048113040642772e+16,2.7048113040642772e+16,2.975292434467644e+16,3.2457735648751016e+16,3.5162546952811996e+16,3.5162546952811996e+16
CHORS,b2329,aroC,7013238890785511.0,7650806062678976.0,1.0838634667749774e+16,1.2751343437794154e+16,1.3388910609684742e+16,1.8489435609685268e+16,1.9764582328580676e+16,2.2314851016136704e+16,2.486518801698315e+16,2.5502665066690404e+16,2.5502661251139508e+16,2.5502686875590096e+16,2.9965629265786396e+16,2.9965662935705732e+16,3.124079142260353e+16,3.187711758756153e+16,3.187711758756153e+16,3.506482934628706e+16,3.825254110505354e+16,4.1440252863806376e+16,4.1440252863806376e+16
CHRPL,b4039,ubiC,4103426205928.144,4476464950305.579,6341658751419.04,7460774931701.342,7833813673593.033,10818123736528.34,11564201147968.488,13056356167584.646,14548511489343.936,14921550241499.836,14921550381934.746,14921549847081.223,17532821725467.88,17532821443726.479,18278898618771.36,18651909828749.79,18651909828749.79,20517100811627.316,22382291794505.25,24247482777373.723,24247482777373.723
CHTBSptspp,b2416,ptsI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHTBStex,nan,nan,8360430956844.429,9120470288664.111,13402629200878.94,15200783822661.39,15960822931617.076,22863308571839.555,23561214729287.133,26601371514560.62,27659459822767.336,30988700222837.98,30678279307631.332,30401567603721.504,35695143222312.4,36287513638042.43,37241920280252.64,395806.4591280674,395806.4591280674,-158084.86205415308,-237721.59707391434,76070.9110636526,76070.9110636526
CINNDO,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITL,nan,nan,2445464281266.8,2667779238580.193,3591994460148.098,4446298755512.98,4668613666359.23,6127519838633.231,6891763016220.577,7781022785560.877,10220585670171.61,11195732714448.123,9799084386731.295,8892597463927.37,12943281505215.3,10087648646066.6,10893431964378.643,120346.55851866915,120346.55851866915,-121089.43850952512,-64853.423201727266,58687.51927762262,58687.51927762262
CITt3pp,nan,nan,2813183919827.3,3068927946090.0347,4462894211339.558,5114879909852.905,5370623886639.833,7613172453905.893,7928063818834.159,8951039832956.586,9737103563673.473,10356052726121.64,10215452000112.004,10229759875570.387,11885999806482.36,12266201873907.852,12531455859207.225,186611.45370302277,186611.45370302277,-138472.83029555512,-69533.56714411995,0.0,0.0
CITt7pp,b0612,citT,2813183919827.3,3068927946090.0347,4462894211339.558,5114879909852.905,5370623886639.833,7613172453905.893,7928063818834.159,8951039832956.586,9737103563673.473,10356052726121.64,10215452000112.004,10229759875570.387,11885999806482.36,12266201873907.852,12531455859207.225,186611.45370302277,186611.45370302277,-138472.83029555512,-69533.56714411995,0.0,0.0
CITtex,nan,nan,8360430958033.037,9120470288664.111,13402629209199.197,15200783823849.998,15960822942017.396,22863308567679.426,23561214729287.133,26601371486034.03,27659459774034.41,30988700171727.84,30678279430652.258,30401567592429.73,35695143218152.27,36287513638042.43,37241920292138.72,393429.2431573283,393429.2431573283,-266248.1887227841,-237721.59707391434,-23772.159707391434,-23772.159707391434
CLIPAabctex,nan,nan,22509069043.109413,24555348388.02514,33748879454.940342,40526980230.83118,42553329235.58235,57349885531.32037,62879685235.34776,70922215559.78525,92495920548.07495,80028808681.19292,77991081906.27295,81520796074.82564,91123812177.8113,95336653154.27397,99621236057.22957,0.0,0.0,0.0,0.0,0.0,0.0
CLPNH120pp,nan,nan,455609318700.49744,497028351526.1157,723814362856.851,828380587554.5302,869799614901.4086,1234742128012.9924,1283989900776.2876,1449666022718.4727,1567108204401.6274,1678778213143.1152,1656792756084.2925,1656761175146.2043,1927730508490.9683,1985335101054.9805,2029532430089.8093,23846.447706477033,23846.447706477033,-22434.975723850668,-17011.951790601997,0.0,0.0
CLPNH140pp,nan,nan,455609320186.25745,497028352176.1357,723814357173.8188,828380586867.3661,869799615737.1484,1234742133436.0164,1283989897990.4875,1449666021232.713,1567108201727.2598,1678778214090.287,1656792763917.0337,1656761168868.8687,1927730505259.4402,1985335100256.3845,2029532429458.361,0.0,0.0,0.0,0.0,0.0,0.0
CLPNH141pp,nan,nan,455609324550.6774,497028352473.2877,723814360925.3629,828380582800.0984,869799614102.8125,1234742138339.0242,1283989903116.3596,1449666022718.4727,1567108200352.9316,1678778206921.4954,1656792762579.8496,1656761171283.2283,1927730507228.0725,1985335101314.9885,2029532441641.593,0.0,0.0,-21914.95973025148,0.0,0.0,0.0
CLPNH160pp,nan,nan,455609320046.9675,497028352250.4237,723814359996.763,828380586031.6262,869799610555.5605,1234742138339.0242,1283989900627.7117,1449666020229.8247,1567108202841.5793,1678778212270.2314,1656792757370.4036,1656761169203.1646,1927730504497.9885,1985335102828.6067,2029532430164.0972,17668.936282515257,17668.936282515257,-28972.319643383315,0.0,0.0,0.0
CLPNH161pp,nan,nan,455609317641.8935,497028352603.29175,723814362745.4187,828380585493.0382,869799612821.3446,1234742135720.3723,1283989903302.0798,1449666021307.0007,1567108202841.5793,1678778211248.7715,1656792762853.7864,1656761169351.7402,1927730508379.5364,1985335105744.411,2029532443721.6572,0.0,0.0,-31572.399611379253,0.0,0.0,0.0
CLPNH180pp,nan,nan,455609320353.4054,497028350448.9397,723814357396.6829,828380585715.9021,869799609478.3846,1234742137819.0083,1283989907982.2236,1449666027064.3208,1567108202358.7078,1678778205602.8833,1656792760875.8684,1656761171580.3806,1927730504739.4246,1985335102401.4504,2029532430089.8093,25963.655680416585,25963.655680416585,-23475.007711049046,0.0,0.0,0.0
CLPNH181pp,nan,nan,455609321309.8634,497028352510.43176,723814362745.4187,828380585530.1823,869799605522.5486,1234742134253.1843,1283989905456.4314,1449666022458.465,1567108201392.9636,1678778208425.8271,1656792757765.0586,1656761173066.1406,1927730513003.964,1985335102252.8745,2029532430312.6733,23920.735705562634,23920.735705562634,-24515.039698247416,0.0,0.0,0.0
CLPNS120pp,nan,nan,8360430929381.084,9120470304988.9,13402629181266.908,15200783769471.182,15960822921699.629,22863308556981.96,23561214714429.527,26601371522286.574,27659459842007.93,30988700108731.613,30678279268240.12,30401567658991.773,35695143347116.24,36287513628533.56,37241920362043.73,239207.35705562631,239207.35705562631,-189972.9856616461,-217032.38932857526,-36289.68755331474,-36289.68755331474
CLPNS140pp,nan,nan,8360431018652.045,9120470297281.52,13402629171460.893,15200783736125.158,15960822875232.484,22863308524889.543,23561214819621.336,26601371533578.35,27659459741533.41,30988700149144.29,30678279396182.625,30401567573412.0,35695143130195.28,36287513727188.02,37241920280252.64,362525.4355377194,362525.4355377194,-234155.77311780566,-43161.327468732576,-186091.4377094236,-186091.4377094236
CLPNS141pp,nan,nan,8360431018652.045,9120470299955.887,13402629188275.516,15200783741538.896,15960822948257.586,22863308524295.234,23561214659753.562,26601371610243.562,27659459693209.062,30988700140229.73,30678279202885.254,30401567601938.59,35695143113554.766,36287513657060.16,37241920335225.76,387486.20323048043,387486.20323048043,-562805.8810724922,-103111.74273081037,-187057.18169753638,-187057.18169753638
CLPNS160pp,nan,nan,8360430996662.797,9120470242902.705,13402629214473.645,15200783744807.566,15960822900713.268,22863308526672.453,23561214728098.523,26601371552001.77,27659459745507.812,30988700093874.02,30678279427680.74,30401567599784.234,35695143081462.36,36287513904290.62,37241920453789.41,311712.44416317024,311712.44416317024,-205629.18146893592,-139215.7102864111,0.0,0.0
