reactions,bnumber,gene_name,Chemostat_vilu_011,Chemostat_heinmann_012,galactose_heinmann,Chemostat_heinmann_02,Chemostat_vilu_021,acetate_heinmann,Chemostat_vilu_031,Chemostat_heinmann_035,glucosamine_heinmann,pyruvate_heinmann,succinate_heinmann,Chemostat_vilu_04,fumarate_heinmann,glycerol_heinmann,Chemostat_vilu_049,pH6_heinmann,Chemostat_heinmann_05,anaerobic_heinmann,glucose_heinmann,NaCl_50mM_heinmann,42Cdeg_henimann
GUI2_reverse,b3092,uxaC,8360431000228.62,9120470268754.928,13402629170272.287,15200783754019.28,15960822882586.998,22863308533209.8,23561214754842.203,26601371489005.55,27659459791863.523,30988700200254.43,30678279367061.734,30401567651265.82,35695143173579.48,36287513821088.055,37241920586913.5,38001959657833.734,38001959657833.734,-205629.18146893592,-174725.37384932706,-219892.4772933708,-219892.4772933708
H2O2tex_reverse,nan,nan,8360431015229.29,9120470279287.688,13402629194597.316,15200783808074.047,15960822866345.781,22863308505946.1,23561214727796.83,26601371507939.062,27659459773737.258,30988700192474.684,30678279349030.246,30401567556077.707,35695143213100.69,36287513670998.44,37241920484775.89,38001959547599.625,38001959547599.625,-408583.99497079034,-119770.82652575578,174688.2298497843,174688.2298497843
H2Otex_reverse,nan,nan,9.67478164449774e+17,1.0434548756981307e+18,1.4233388775701245e+18,1.6512685656843907e+18,1.7272452769325466e+18,2.335059727112172e+18,2.487012389415322e+18,2.7909192344084623e+18,2.405901556635668e+18,2.977066737923428e+18,3.1132377292176486e+18,3.1708027906499855e+18,3.3469045681276805e+18,4.3699462687074417e+18,3.8545931918846833e+18,3.9305699031328133e+18,3.9305699031328133e+18,4.3104100960095744e+18,4.690297404040076e+18,5.070177659317139e+18,5.070177659317139e+18
H2Otpp_reverse,nan,nan,9.674781644498145e+17,1.0434548756981066e+18,1.4233388775701256e+18,1.6512685656843223e+18,1.7272452769325427e+18,2.3350597271122877e+18,2.487012389415282e+18,2.790919234408368e+18,2.405901556635636e+18,2.977066737923412e+18,3.113237729217587e+18,3.1708027906499497e+18,3.346904568127646e+18,4.369946268707739e+18,3.854593191884636e+18,3.9305699031329116e+18,3.9305699031329116e+18,4.310410096009557e+18,4.690297404040079e+18,5.070177659316945e+18,5.070177659316945e+18
H2Stex_reverse,nan,nan,8360431003956.086,9120470250686.807,13402629173108.36,15200783861375.688,15960822855295.441,22863308505946.1,23561214797330.395,26601371508533.363,27659459773737.258,30988700226572.88,30678279323326.594,30401567625731.246,35695143283228.56,36287513644960.49,37241920484775.89,38001959673777.8,38001959673777.8,-147833.1181803405,-119770.82652575578,-72616.51910617229,-72616.51910617229
H2tex_reverse,nan,nan,8360430979218.183,9120470250909.672,13402629175634.15,15200783862415.719,15960822855518.307,22863308501488.82,23561214799856.19,26601371494344.36,27659459733157.438,30988700235561.723,30678279360524.387,30401567684160.895,35695143274611.15,36287513643326.16,37241920487301.69,38001959675114.98,38001959675114.98,-88402.71891186191,-119325.09853124217,-77073.79905130817,-77073.79905130817
H2tpp_reverse,s0001,nan,8360430979218.183,9120470250909.672,13402629175634.15,15200783862415.719,15960822855518.307,22863308501488.82,23561214799856.19,26601371494344.36,27659459733052.97,30988700235561.723,30678279361020.793,30401567620159.645,35695143275070.81,36287513643326.16,37241920487301.69,38001959675114.98,38001959675114.98,-87780.55691952004,-119325.09853124217,-77073.79905130817,-77073.79905130817
HACD1_reverse,nan,nan,8360430991908.364,9120470246711.125,13402629183045.178,15200783783643.941,15960822847502.166,22863308532615.492,23561214757005.84,26601371464704.086,27659459801409.54,30988700159247.457,30678279267812.965,30401567554807.496,35695143334942.3,36287513931784.14,37241920582010.49,38001959901498.37,38001959901498.37,-169710.93391104921,0.0,77259.51904902216,77259.51904902216
HACD2_reverse,nan,nan,8360430999040.013,9120470255922.836,13402629147089.787,15200783774432.229,15960822859091.094,22863308542718.664,23561214779589.395,26601371446280.664,27659459776105.188,30988700274542.43,30678279271378.793,30401567608889.16,35695143047299.164,36287513918609.625,37241920591519.36,38001959891989.5,38001959891989.5,-175653.97383789704,-68939.26315143517,142632.9582443486,142632.9582443486
HACD3_reverse,nan,nan,8360430995771.341,9120470256814.293,13402629147089.787,15200783768786.34,15960822859091.094,22863308534398.41,23561214781966.61,26601371379124.312,27659459781621.066,30988700269788.0,30678279278510.438,30401567564910.668,35695142983114.33,36287513924162.66,37241920601028.22,38001959882480.64,38001959882480.64,-287383.12446263677,21394.943736652294,58241.79128310902,58241.79128310902
HACD4_reverse,nan,nan,8360430997257.102,9120470259488.66,13402629177993.594,15200783766409.125,15960822864142.68,22863308543907.27,23561214783749.52,26601371473618.65,27659459777349.51,30988700265033.57,30678279225617.383,30401567589871.438,35695143009263.7,36287513938091.66,37241920610537.086,38001959872971.78,38001959872971.78,-283817.30050652806,-73693.69509291345,48732.927400152446,48732.927400152446
HACD5_reverse,nan,nan,8360430997851.404,9120470260677.268,13402629177993.594,15200783764031.908,15960822863251.225,22863308530832.58,23561214785532.43,26601371467081.31,27659459777646.664,30988700261467.742,30678279283859.17,30401567574419.527,35695143126935.9,36287513919816.81,37241920621234.56,38001959863462.914,38001959863462.914,-277874.2605796802,-93900.03084419618,111729.15062473976,111729.15062473976
HACD6_reverse,nan,nan,8360430999337.164,9120470313042.184,13402629181331.91,15200783758694.78,15960822858092.852,22863308540935.75,23561214788104.656,26601371444219.17,27659459785365.65,30988700229969.633,30678279264247.137,30401567651702.266,35695143159710.836,36287513783646.9,37241920610388.51,38001959852765.445,38001959852765.445,-280511.484547219,-93900.03084419618,112917.75861010932,112917.75861010932
HACD7_reverse,nan,nan,8360430999040.013,9120470255097.543,13402629145970.824,15200783803564.732,15960822859580.934,22863308535587.01,23561214787510.355,26601371472151.457,27659459782394.13,30988700252553.184,30678279264841.445,30401567575631.35,35695143158522.23,36287513917811.03,37241920413079.586,38001959713698.305,38001959713698.305,-112917.75861010932,-58241.79128310902,104597.50271252233,104597.50271252233
HACD8_reverse,nan,nan,8360430988342.54,9120470255085.936,13402629181266.908,15200783823552.846,15960822860597.748,22863308607497.8,23561214756030.81,26601371466421.996,27659459785920.484,30988700257307.617,30678279276727.523,30401567656020.254,35695142973893.336,36287513780675.38,37241920409810.914,38001959718452.734,38001959718452.734,-188988.66967376193,-42789.88747330459,97465.85480030489,97465.85480030489
HADPCOADH3_reverse,b1395,paaH,8360430977645.069,9120470220913.455,13402629227325.469,15200783825632.91,15960822857923.383,22863308527861.06,23561214775642.844,26601371535955.562,27659459796023.652,30988700077233.508,30678279215514.215,30401567719610.78,35695142975081.945,36287513556028.48,37241920585724.9,38001960001341.44,38001960001341.44,-108163.32666863104,0.0,0.0,0.0
HCINNMt2rpp_reverse,b0353,mhpT,8360430959815.949,9120470264297.646,13402629179781.148,15200783749264.85,15960822883181.3,22863308542718.664,23561214761379.547,26601371495542.895,27659459786514.793,30988700162813.28,30678279336752.227,30401567664340.51,35695142916245.84,36287513670134.84,37241920405056.48,38001959782637.57,38001959782637.57,-203251.96549819678,57053.183297739444,-95088.63882956574,-95088.63882956574
HCINNMtex_reverse,nan,nan,8360430959815.949,9120470264297.646,13402629179781.148,15200783749264.85,15960822884667.06,22863308542718.664,23561214736418.777,26601371483656.81,27659459776560.2,30988700162813.28,30678279336752.227,30401567631059.484,35695142973447.6,36287513679643.7,37241920403867.875,38001959782637.57,38001959782637.57,-109129.07065674382,57053.183297739444,-95088.63882956574,-95088.63882956574
HCO3E_reverse,nan,nan,8360430955980.831,9120470270240.688,13402629225008.611,15200783802826.496,15960822861173.48,22863308453526.633,23561214775429.266,26601371442125.18,27659459695604.848,30988700070227.22,30678279232229.01,30401567564534.582,35695143068921.61,36287513715896.25,37241920480310.22,38001959810179.84,38001959810179.84,-228955.61318181377,-54313.81333145801,-127840.36042642886,-127840.36042642886
HEXt2rpp_reverse,b2223,atoE,8360430928614.989,9120470248845.744,13402629183346.973,15200783752533.52,15960822862974.965,22863308471996.484,23561214743550.43,26601371487816.94,27659459777600.23,30988700143795.55,30678279331997.797,30401567637002.527,35695143129006.67,36287513685586.75,37241920445469.15,38001959832559.11,38001959832559.11,-127181.05443454417,54675.96732700031,-93900.03084419618,-93900.03084419618
HG2tex_reverse,nan,nan,8360430935425.406,9120470248345.969,13402629183285.818,15200783761254.033,15960822855295.441,22863308471513.617,23561214797330.395,26601371483089.73,27659459773737.258,30988700209338.062,30678279320949.38,30401567652103.48,35695142981024.984,36287513644960.49,37241920484664.46,38001959673777.8,38001959673777.8,-109129.07065674382,-119770.82652575578,-72616.51910617229,-72616.51910617229
HISt2rpp_reverse,b0112,aroP,8360430924157.71,9120470244388.463,13402629186615.645,15200783740350.29,15960822877832.564,22863308471996.484,23561214742361.82,26601371489005.55,27659459771062.883,30988700068913.25,30678279317140.2,30401567615013.28,35695142986373.72,36287513508484.16,37241920301647.586,38001959833747.72,38001959833747.72,-135501.3103321312,72505.08710754389,-114106.36659547889,-114106.36659547889
HIStex_reverse,nan,nan,8360430955061.518,9120470259840.367,13402629185129.885,15200783741241.744,15960822887044.275,22863308542718.664,23561214739984.605,26601371483656.81,27659459804938.215,30988700186585.44,30678279320706.023,30401567645917.086,35695143005391.445,36287513842483.0,37241920391981.79,38001959799278.086,38001959799278.086,-66562.04718069603,74882.30307828303,-114106.36659547889,-114106.36659547889
HOMtex_reverse,nan,nan,8360430935425.406,9120470248345.969,13402629183285.818,15200783761254.033,15960822855295.441,22863308471513.617,23561214797330.395,26601371483089.73,27659459773737.258,30988700209338.062,30678279320949.38,30401567660786.64,35695142981024.984,36287513644960.49,37241920484664.46,38001959673777.8,38001959673777.8,-109129.07065674382,-119770.82652575578,-72616.51910617229,-72616.51910617229
HPPPNt2rpp_reverse,b0353,mhpT,8360430961004.557,9120470262217.584,13402629180375.453,15200783751642.064,15960822885558.516,22863308540341.445,23561214762568.16,26601371495542.895,27659459786514.793,30988700202631.645,30678279204222.44,30401567669094.94,35695142935263.57,36287513671323.45,37241920407433.695,38001959768374.27,38001959768374.27,-203251.96549819678,49921.535385522024,-47544.31941478287,-47544.31941478287
HPPPNtex_reverse,nan,nan,8360430961004.557,9120470262217.584,13402629180375.453,15200783751642.064,15960822886449.97,22863308540341.445,23561214762568.16,26601371483656.81,27659459733157.438,30988700202631.645,30678279332538.3,30401567631059.484,35695143205671.89,36287513684398.14,37241920403867.875,38001959768374.27,38001959768374.27,-109129.07065674382,49921.535385522024,-47544.31941478287,-47544.31941478287
HPYRI_reverse,b0508,hyi,8360430955358.669,9120470244388.463,13402629168192.22,15200783772145.55,15960822871592.373,22863308539152.84,23561214818432.734,26601371458101.74,27659459794835.043,30988700087336.67,30678279314762.977,30401567635813.914,35695142890690.77,36287513775920.95,37241920393170.41,38001959769562.88,38001959769562.88,-230589.94916169692,96277.24681493532,-21394.943736652294,-21394.943736652294
HSDy_reverse,nan,nan,1.2854549672310608e+16,1.402314509719781e+16,1.986660418400553e+16,2.337190849531087e+16,2.454050392000122e+16,3.3890089490306556e+16,3.622645816768622e+16,4.090083986671901e+16,4.557323949730962e+16,4.6744404123304456e+16,4.674409370245581e+16,4.674381699074852e+16,5.492395826521913e+16,5.492455063587291e+16,5.726117581375808e+16,5.842977123877247e+16,5.842977123877247e+16,6.423113021660425e+16,7.007032387267699e+16,7.590951752879138e+16,7.590951752879138e+16
HXAtex_reverse,nan,nan,8360430958924.493,9120470265486.256,13402629178592.54,15200783749264.85,15960822886747.125,22863308542124.355,23561214736418.777,26601371484845.42,27659459808504.04,30988700246610.14,30678279336752.227,30401567664340.51,35695142999448.41,36287513680832.31,37241920222010.85,38001959771940.1,38001959771940.1,-70127.87113680475,55864.57531236988,-93900.03084419618,-93900.03084419618
HYXNtex_reverse,nan,nan,8360430959815.949,9120470264594.8,13402629180375.453,15200783745699.021,15960822885261.365,22863308542124.355,23561214737607.387,26601371483656.81,27659459795429.348,30988700201443.04,30678279336752.227,30401567628682.27,35695142992911.055,36287513684398.14,37241920403867.875,38001959773128.7,38001959773128.7,-87956.99091734832,48732.927400152446,-99843.07077104405,-99843.07077104405
HYXNtpp_reverse,nan,nan,8360430928614.989,9120470248845.744,13402629180078.3,15200783752533.52,15960822862974.965,22863308471996.484,23561214743550.43,26601371489005.55,27659459778194.54,30988700134880.992,30678279331997.797,30401567660180.38,35695143083245.266,36287513685586.75,37241920346814.69,38001959833747.72,38001959833747.72,-127181.05443454417,48732.927400152446,-98654.46278567445,-98654.46278567445
Htex_reverse,nan,nan,1.7980103579696435e+17,1.9614658450595222e+17,2.778742188714507e+17,3.269109741764784e+17,3.432565228852723e+17,4.7402072630993235e+17,5.067120099734377e+17,5.720942048088503e+17,6.37511454408665e+17,34251821173012.59,51086120144720.8,6.538219483529769e+17,36669168017445.19,7.682397206539301e+17,8.009318867323597e+17,8.172774354415328e+17,8.172774354415328e+17,8.989625683716741e+17,9.806864382243057e+17,1.0624103080763235e+18,1.0624103080763235e+18
ICDHyr_reverse,b1136,icd,8360431007508.845,9120470263851.918,13402629193152.988,15200783770451.785,15960822952596.006,22863308523403.78,23561214665102.297,26601371403396.055,27659459732373.812,30988700115510.395,30678279280887.652,30401567540903.57,35695143072250.64,36287514030505.92,37241920298676.07,38001959706863.81,38001959706863.81,-319958.4120616716,23177.85571470665,-164027.9019810009,-164027.9019810009
ICHORS_reverse,b2265,menF,8360430955358.669,9120470237851.12,13402629186912.797,15200783755207.887,15960822860003.445,22863308480316.742,23561214725127.004,26601371502080.234,27659459705095.15,30988700088525.285,30678279304065.508,30401567648888.605,35695142891879.38,36287513774732.34,37241920402679.266,38001959875348.99,38001959875348.99,-131935.48637602248,-164027.9019810009,23772.159707391434,23772.159707391434
IDOND_reverse,b4267,idnD,8360430955358.669,9120470264297.646,13402629227919.771,15200783843462.031,15960822872483.828,22863308458327.492,23561214770294.105,26601371456913.13,27659459737781.863,30988700076044.9,30678279203033.832,30401567725553.816,35695142935263.57,36287513715301.945,37241920409810.914,38001960105938.945,38001960105938.945,-184086.19047431863,0.0,-29715.199634239292,-29715.199634239292
IDONt2rpp_reverse,b4265,idnT,8360430958033.037,9120470241119.793,13402629169975.13,15200783771551.248,15960822873078.133,22863308448818.633,23561214820809.945,26601371456913.13,27659459706283.75,30988700069507.555,30678279306442.723,30401567631653.785,35695142870484.44,36287513767600.695,37241920409810.914,38001959773128.7,38001959773128.7,-230589.94916169692,-45167.10344404373,-22583.551722021864,-22583.551722021864
IDONtex_reverse,nan,nan,8360430936874.022,9120470244038.03,13402629180500.016,15200783760882.596,15960822860086.635,22863308467724.926,23561214799856.19,26601371439604.03,27659459725301.48,30988700235858.875,30678279332538.3,30401567667101.12,35695142974041.91,36287513638042.43,37241920560809.664,38001959675114.98,38001959675114.98,-109129.07065674382,-115294.97458084846,-53487.35934163073,-53487.35934163073
ILETA_reverse,b3770,ilvE,5354380862970434.0,5841142759717055.0,8275434205967145.0,9735237932911184.0,1.0221999829492432e+16,1.4116917174777194e+16,1.5089618795964526e+16,1.7036666382430396e+16,1.898173190040613e+16,1.947106299841296e+16,1.9470752577455556e+16,1.9470475865937664e+16,2.287778244332079e+16,2.2878374814105572e+16,2.3851332935813932e+16,2.433809483279357e+16,2.433809483279357e+16,2.6730102159923596e+16,2.916011144731876e+16,3.159012073449855e+16,3.159012073449855e+16
ILEt2rpp_reverse,b0401,brnQ,8360430922374.797,9120470251520.111,13402629174432.414,15200783745996.176,15960822857031.924,22863308479128.133,23561214748304.863,26601371504457.45,27659459817418.594,30988700041575.266,30678279321300.324,30401567708913.312,35695142982807.89,36287513627344.95,37241920302836.195,38001959739847.69,38001959739847.69,-23772.159707391434,-33281.02359034801,-135501.3103321312,-135501.3103321312
ILEtex_reverse,nan,nan,8360430959221.6455,9120470247062.832,13402629181266.908,15200783787894.607,15960822916462.324,22863308603931.973,23561214748899.164,26601371493165.676,27659459667653.992,30988700096251.234,30678279211948.387,30401567612636.06,35695142988750.93,36287513712924.734,37241920458543.84,38001959938345.21,38001959938345.21,-84391.1669612396,-30903.80761960887,-133124.09436139205,-133124.09436139205
IMPC_reverse,b4006,purH,9995514675451658.0,1.090419782791446e+16,1.5448095552533108e+16,1.817366304651799e+16,1.908234619871217e+16,2.6352633589392756e+16,2.816917772197693e+16,3.180391033116977e+16,3.5436660871991692e+16,3.6347913225590776e+16,3.634760280475224e+16,3.634732609315402e+16,4.2708081460447384e+16,4.270867383125076e+16,4.452547446410353e+16,4.543415761679136e+16,4.543415761679136e+16,4.993595523206001e+16,5.447558752613825e+16,5.901521981991227e+16,5.901521981991227e+16
IMPtex_reverse,nan,nan,8360430959815.949,9120470250034.352,13402629179781.148,15200783749264.85,15960822884667.06,22863308542124.355,23561214762568.16,26601371484845.42,27659459712226.793,30988700202631.645,30678279336752.227,30401567664340.51,35695142990533.84,36287513679643.7,37241920493013.47,38001959782637.57,38001959782637.57,-77259.51904902216,58241.79128310902,-96277.24681493532,-96277.24681493532
INDOLEt2rpp_reverse,b3161,mtr,8360430927426.381,9120470255680.24,13402629173838.11,15200783756693.646,15960822868918.004,22863308468430.664,23561214742956.125,26601371490788.46,27659459749073.64,30988700090308.195,30678279326649.062,30401567620956.32,35695143092754.13,36287513500163.9,37241920340871.65,38001959831370.5,38001959831370.5,0.0,55864.57531236988,-86768.38293197873,-86768.38293197873
INDOLEtex_reverse,nan,nan,8360430965758.989,9120470247657.137,13402629179186.844,15200783743618.96,15960822890610.1,22863308538558.535,23561214735230.168,26601371484251.12,27659459716386.92,30988700211546.207,30678279326054.754,30401567660180.38,35695143001231.31,36287513842483.0,37241920485881.82,38001959764808.445,38001959764808.445,-77259.51904902216,55864.57531236988,-85579.77494660918,-85579.77494660918
INSTtex_reverse,nan,nan,8360430935425.406,9120470243295.15,13402629183285.818,15200783761254.033,15960822855295.441,22863308471513.617,23561214797330.395,26601371483089.73,27659459734698.91,30988700209338.062,30678279320949.38,30401567660786.64,35695142981024.984,36287513644960.49,37241920561403.96,38001959673777.8,38001959673777.8,-109129.07065674382,-119770.82652575578,-70257.87513520454,-70257.87513520454
INSt2rpp_reverse,b2406,xapB,8360430928317.837,9120470255383.088,13402629181564.06,15200783752533.52,15960822862974.965,22863308471996.484,23561214743550.43,26601371490194.156,27659459745507.812,30988700134880.992,30678279331997.797,30401567660180.38,35695142969138.9,36287513685586.75,37241920348003.3,38001959744602.12,38001959744602.12,-122426.6224930659,55864.57531236988,-95088.63882956574,-95088.63882956574
INStex_reverse,b0411,tsx,8360430959815.949,9120470250034.352,13402629179781.148,15200783749264.85,15960822884667.06,22863308542124.355,23561214736418.777,26601371483656.81,27659459712226.793,30988700240667.1,30678279327243.363,30401567625116.445,35695142989345.234,36287513679643.7,37241920493013.47,38001959782637.57,38001959782637.57,-78448.12703439173,57053.183297739444,-95088.63882956574,-95088.63882956574
IPDDI_reverse,b2889,idi,16720861885992.275,18240940569190.64,26805258474911.54,30401567560993.863,31921645726706.59,45726616980020.33,47122429566452.914,53202742921602.99,55318919419138.516,61977399955835.695,61356558763705.47,60803135341285.89,71390286203926.17,72575027569698.02,74483840970774.4,76003920013433.75,76003920013433.75,-671831.7855400762,-39942.05993023315,-86320.45586034378,-86320.45586034378
IPPMIa_reverse,nan,nan,8298575628944733.0,9052991595369036.0,1.2825553389763868e+16,1.5088319325607236e+16,1.5842735291749242e+16,2.187888519417598e+16,2.3386894954608132e+16,2.6404558819645068e+16,2.9420240616257236e+16,3.0177225783692736e+16,3.0176915362881532e+16,3.0176638651350564e+16,3.545752371634553e+16,3.545811608684565e+16,3.696638234787964e+16,3.772079831451849e+16,3.772079831451849e+16,4.14510759898534e+16,4.5219355625416504e+16,4.898763526074545e+16,4.898763526074545e+16
IPPMIb_reverse,nan,nan,8298575628944139.0,9052991595367846.0,1.2825553389764166e+16,1.5088319325609312e+16,1.584273529174954e+16,2.1878885194172412e+16,2.338689495460754e+16,2.6404558819644476e+16,2.9420240616257828e+16,3.0177225783690948e+16,3.0176915362876184e+16,3.0176638651259636e+16,3.545752371637584e+16,3.545811608684327e+16,3.696638234787964e+16,3.772079831452086e+16,3.772079831452086e+16,4.145107598985713e+16,4.521935562542771e+16,4.8987635260741544e+16,4.8987635260741544e+16
ISETACtex_reverse,nan,nan,8360430958627.34,9120470277372.336,13402629177998.238,15200783751939.215,15960822883181.3,22863308548661.703,23561214767322.59,26601371483656.81,27659459627241.32,30988700214517.73,30678279436000.992,30401567606098.715,35695143050558.55,36287513698661.44,37241920473995.74,38001959787392.0,38001959787392.0,-85579.77494660918,-155707.64608341389,0.0,0.0
KARA1_reverse,b3774,ilvC,1.6095773174894508e+16,1.755902528182218e+16,2.4875767778914384e+16,2.9265042136408516e+16,3.072829424313439e+16,4.243513326979668e+16,4.536081531125197e+16,5.121382373852468e+16,5.7064850097292184e+16,5.853067140527016e+16,5.853036098437899e+16,5.853008427278843e+16,6.877282232166368e+16,6.877341469280539e+16,7.169935323431102e+16,7.316260534127675e+16,7.316260534127675e+16,8.043706371937152e+16,8.774952405786614e+16,9.506198439593942e+16,9.506198439593942e+16
KARA2_reverse,b3774,ilvC,8360430950604.236,9120470283612.527,13402629220193.822,15200783766499.662,15960822846631.604,22863308457733.188,23561214675799.773,26601371380842.223,27659459735998.95,30988700164596.195,30678279292773.73,30401567623886.055,35695142887719.25,36287513667757.625,37241920435960.28,38001960092864.25,38001960092864.25,-181620.22876445917,-115355.33358010552,-175092.17084481224,-175092.17084481224
Ktex_reverse,nan,nan,8360430938144.747,9120470242772.12,13402629172440.566,15200783761138.16,15960822855132.938,22863308468078.957,23561214801381.312,26601371454642.703,27659459734032.64,30988700228439.766,30678279351916.266,30401567659894.84,35695142978842.766,36287513645387.66,37241920560311.43,38001959673963.516,38001959673963.516,-111100.02413248358,-117365.75255535952,-68837.11715269247,-68837.11715269247
L_LACt2rpp_reverse,nan,nan,8360430958033.037,9120470241119.793,13402629181564.06,15200783771551.248,15960822873078.133,22863308471996.484,23561214763162.46,26601371456913.13,27659459744319.203,30988700090902.496,30678279315357.28,30401567623927.84,35695142869890.13,36287513767600.695,37241920408622.305,38001959773128.7,38001959773128.7,-230589.94916169692,-45167.10344404373,-20206.33575128272,-20206.33575128272
L_LACtex_reverse,nan,nan,8360430936378.086,9120470243926.6,13402629179781.148,15200783760882.596,15960822853243.238,22863308542718.664,23561214799856.19,26601371469569.312,27659459692670.477,30988700235858.875,30678279360524.387,30401567632248.094,35695142973447.6,36287513638042.43,37241920560809.664,38001959675114.98,38001959675114.98,-109129.07065674382,-117523.61455341641,-74715.15508034044,-74715.15508034044
LALADGLUtex_reverse,nan,nan,8360430959815.949,9120470247954.287,13402629179781.148,15200783749264.85,15960822888530.035,22863308543312.965,23561214740578.91,26601371477713.773,27659459744319.203,30988700150927.2,30678279336752.227,30401567625116.445,35695142990533.84,36287513679643.7,37241920493013.47,38001959782637.57,38001959782637.57,-87956.99091734832,-53487.35934163073,32092.41560497844,32092.41560497844
LALALGLUtex_reverse,nan,nan,8360430961004.557,9120470247954.287,13402629177998.238,15200783746887.63,15960822889124.34,22863308543312.965,23561214741767.52,26601371477713.773,27659459741347.684,30988700267410.78,30678279326054.754,30401567664934.812,35695142994099.664,36287513680832.31,37241920489447.65,38001959779071.75,38001959779071.75,-96277.24681493532,-53487.35934163073,33281.02359034801,33281.02359034801
LCARR_reverse,nan,nan,8360430958033.037,9120470241119.793,13402629169975.13,15200783771551.248,15960822872483.828,22863308450007.24,23561214763162.46,26601371454535.914,27659459706283.75,30988700190151.266,30678279308225.637,30401567623927.84,35695142893067.984,36287513767600.695,37241920408622.305,38001959773128.7,38001959773128.7,-231778.55714706652,-45167.10344404373,-22583.551722021864,-22583.551722021864
LCARS_reverse,b2799,fucO,8360430955655.821,9120470299955.887,13402629176215.324,15200783809586.705,15960822857923.383,22863308550444.613,23561214801792.22,26601371535955.562,27659459706283.75,30988700059404.383,30678279203033.832,30401567612636.06,35695142932292.055,36287513718867.766,37241920444280.55,38001960013227.516,38001960013227.516,-213949.4373665229,49921.535385522024,74882.30307828303,74882.30307828303
LCTStex_reverse,nan,nan,8360430936874.022,9120470258354.607,13402629170569.438,15200783760882.596,15960822855518.307,22863308472219.35,23561214801564.812,26601371469569.312,27659459734364.613,30988700111108.832,30678279327243.363,30401567625116.445,35695142973893.336,36287513641608.25,37241920560809.664,38001959675114.98,38001959675114.98,-109129.07065674382,-108163.32666863104,-34321.05557754639,-34321.05557754639
LCTStpp_reverse,b0343,lacY,8360430958033.037,9120470241119.793,13402629170569.438,15200783771551.248,15960822873078.133,22863308470213.574,23561214764351.07,26601371456913.13,27659459731244.52,30988700070101.86,30678279315357.28,30401567660180.38,35695142869890.13,36287513645174.08,37241920408622.305,38001959773128.7,38001959773128.7,-159273.47003952265,-45167.10344404373,-20206.33575128272,-20206.33575128272
LDH_D_reverse,nan,nan,8360430928614.989,9120470257463.15,13402629182455.518,15200783758773.71,15960822862974.965,22863308471996.484,23561214755436.508,26601371477713.773,27659459706283.75,30988700134880.992,30678279333186.406,30401567588269.594,35695143082650.96,36287513685586.75,37241920343248.86,38001959666153.984,38001959666153.984,-129558.27040528334,-145010.17421508778,-95088.63882956574,-95088.63882956574
LEUt2rpp_reverse,b0401,brnQ,8360430927723.533,9120470256868.848,13402629181564.06,15200783763825.295,15960822873375.285,22863308475562.312,23561214748899.164,26601371484251.12,27659459715198.312,30988700065941.734,30678279339129.44,30401567632842.395,35695143073736.41,36287513668946.234,37241920338494.43,38001959733904.64,38001959733904.64,-137878.52630287033,52298.751356261164,-23772.159707391434,-23772.159707391434
LEUtex_reverse,nan,nan,8360430971999.181,9120470251222.959,13402629173540.957,15200783745996.176,15960822881398.389,22863308547473.094,23561214745927.645,26601371485439.723,27659459716386.92,30988700206791.777,30678279345072.484,30401567687518.363,35695142989345.234,36287513682020.92,37241920508465.375,38001959760054.016,38001959760054.016,-93900.03084419618,52298.751356261164,-23772.159707391434,-23772.159707391434
LIPOtex_reverse,nan,nan,8360430936874.022,9120470243926.6,13402629180500.016,15200783760882.596,15960822855518.307,22863308467724.926,23561214799856.19,26601371469569.312,27659459735256.07,30988700205103.645,30678279332538.3,30401567660572.316,35695142973447.6,36287513643326.16,37241920560809.664,38001959675114.98,38001959675114.98,-109129.07065674382,-119325.09853124217,-74715.15508034044,-74715.15508034044
LSERDHr_reverse,b1539,ydfG,8360430955061.518,9120470301144.496,13402629177998.238,15200783807803.791,15960822856140.467,22863308457733.188,23561214803575.13,26601371537144.17,27659459737187.56,30988700184208.227,30678279204222.44,30401567670877.85,35695142933480.664,36287513783052.6,37241920447846.37,38001960013227.516,38001960013227.516,-266248.1887227841,-54675.96732700031,0.0,0.0
LYStex_reverse,nan,nan,8360430967541.901,9120470254194.48,13402629184832.732,15200783744807.566,15960822810379.062,22863308553416.133,23561214740578.91,26601371480685.29,27659459742536.293,30988700183019.617,30678279324866.15,30401567656020.254,35695143035106.64,36287513654682.94,37241920426451.43,38001959842067.97,38001959842067.97,-55864.57531236988,-47544.31941478287,-45167.10344404373,-45167.10344404373
LYXtex_reverse,nan,nan,8360430936874.022,9120470243926.6,13402629180500.016,15200783760882.596,15960822855518.307,22863308467724.926,23561214799856.19,26601371469569.312,27659459735256.07,30988700205103.645,30678279332538.3,30401567667101.12,35695143193785.81,36287513638042.43,37241920560809.664,38001959675114.98,38001959675114.98,-109129.07065674382,-119325.09853124217,-74715.15508034044,-74715.15508034044
M1PD_reverse,b3600,mtlD,8360430957438.733,9120470240822.64,13402629180672.604,15200783770362.639,15960822873969.59,22863308543907.27,23561214760190.938,26601371456913.13,27659459706283.75,30988700087336.67,30678279464527.586,30401567633436.703,35695143011928.79,36287513779486.78,37241920406245.086,38001959777883.14,38001959777883.14,-203251.96549819678,65373.43919532645,-24960.767692761012,-24960.767692761012
