,Chemostat u=0.11,Chemostat u=0.12,Chemostat u=0.20,Chemostat u=0.21 (1),Chemostat u=0.21,Chemostat u=0.22,Galactose ,Chemostat u=0.26,Acetate,Chemostat u=0.31 (1),Chemostat u=0.31,Chemostat u=0.35,Chemostat u=0.36,Pyruvate,Chemostat u=0.4,Chemostat u=0.41,Fumarate,Succinate,Glucosamine,Chemostat u=0.46,Glycerol,Mannose,Chemostat u=0.49,Chemostat u=0.5,Chemostat u=0.51,Xylose,Glucose + salts,Glucose,pH6 glucose,Fructose,42C glucose
GLUDy_reverse,26.44030249119993,21.030508957937716,24.35331180394379,24.45128628998589,21.565523680405157,26.30473663376793,56.370932709279316,26.012829361890095,44.621220826867614,30.346178963159982,32.22741039967617,33.82351155196973,34.58554011444418,62.510537958297064,33.516477292230086,37.09662836408512,81.2281449649727,76.12283270409755,56.264864816368174,41.088302615115396,70.53905902767858,69.1402674888866,52.28729554790298,39.423012459899574,46.812936762516635,66.85180136520887,72.92189647608231,61.296664713803246,73.38821809281308,73.43799458601906,185.03111263008813
METS,0.14911201690709028,0.22894236017330896,0.21366888351341728,0.12779042168250304,0.1648480457588656,0.13955605662003515,0.20995750906538332,0.12785475822715192,0.16882619448682498,0.11774029953809045,0.14085170817676249,0.26973553462654304,0.11378316682200855,0.22853280009508062,0.11845107189359062,0.10654130197747655,0.23049550500784596,0.2521012037276165,0.21414626670140965,0.1069470457554014,0.1835071612013241,0.19841888300445695,0.17716082197594774,0.21061534307821705,0.1149804771835772,0.19938377598319107,0.2171375341090317,0.13604909533007684,0.3054896377350598,0.21100888521777342,0.2589340632904346
KDOCT2,0.6563509487743984,1.2688008920254996,2.2795713842405885,1.784067153175972,1.1536882522051763,1.7166801766486257,1.9406822735802927,2.1348661252298196,2.555447894601268,2.1321968261712305,1.6241411504040584,3.623229771985736,2.8037978731606703,2.3605029126751655,2.1163129561915275,3.312564563546387,3.2184661539186763,2.5941223881772886,3.024344720121565,3.082923459012982,3.274336526760545,3.989984929315998,2.3183882131318416,4.248731676424659,3.0031457340336227,3.7627790693436496,2.851379294762143,3.2401836647987747,2.994788230454266,3.7571481087528955,3.8061259342982496
GLYCDx,,,,,,,,,,,,,,,,,,,,,8960.413701686575,,,,,,,,,,
U23GAAT,0.21422152453198892,3.94965438969228,7.44659985518592,1.9526799421251753,0.4492949269046055,2.0373066739515573,14.352022395314716,2.4454790659944647,15.439164363216,3.1102656893110754,0.7137169042504437,13.075133524992003,3.556146461841965,14.917067017600004,0.996778492127332,3.940758559339232,13.3229529162215,17.417678892047512,14.224390551780548,4.694055840010567,14.027947014647806,21.153253434786375,1.41661944651663,16.797311278888184,5.33830688930972,33.63463739535752,16.647446791641602,20.81341507035449,20.65156050584088,35.628128617484364,28.93698484295246
PAPPT3,,9.2038794191586,14.503082721098396,,,,29.38082841249184,,29.401281477867737,,,25.77086237364407,,23.242119745349996,,,34.09270334846666,,40.19027346365922,,38.06724527763998,,,30.341220144039998,,49.03942003020442,65.38589337360588,63.16929241349184,47.19289172173572,70.27088889865536,37.71289592000237
MOCOS,0.0027955613120433957,0.0035709897351725575,0.005387809074119999,0.00691073141352453,0.005992796109985169,0.0070380888714765815,0.0046963517809304476,0.008332964446337233,0.0053413624441706895,0.010239539055384491,0.00828482546119643,0.009959858323637322,0.012062350175236753,0.0076705710052961265,0.011712628421999998,0.014195064771602088,0.008393275000396048,0.011654422372219937,0.009079121219420335,0.015840569175349345,0.009739501018601538,0.010043860425432838,0.014473829201309208,0.014153521884162888,0.01811556436349313,0.009898938007946766,0.009622431359680097,0.010290815290921225,0.00666936478669401,0.01528028398969174,0.010252266725018592
UAGDP,3.0847415067809982,2.8451004310475994,3.847275287374059,9.663309041838655,5.191296995039459,10.32457767368214,5.830979826355207,9.187215729439147,6.7651354234496495,12.647213114273626,6.493836994559785,6.539484572855678,12.591062523781053,7.409115705853123,7.933106398358325,15.79972005034462,9.09223435137728,8.246828714618754,11.26584989082564,14.294813313032984,7.5962845781069035,10.112553844604816,8.1138049329876,6.987593107129689,15.595032843575247,7.466398122802855,8.81495461194346,10.503452267774588,11.22173266168967,9.414275410051811,10.258863134271438
METAT,0.0020694301969918405,0.001546589383675122,0.002389024564763856,0.002493819589463498,0.003934306326892857,0.002486402665104548,0.0028917990288782947,0.003023611755253665,0.00482302019261231,0.0036947505207839174,0.004837079166774787,0.00397638446942647,0.003919342802509738,0.003654154483182221,0.004201038959224577,0.004209394383120149,0.005081061363188815,0.004660022294869039,0.00400862100195639,0.004098051878931961,0.004508154489823298,0.0047703784596827255,0.006027396342986725,0.004336283124470167,0.004009512517810071,0.0033076194685875,0.0029243669282859957,0.003266478366624918,0.0019615312800648488,0.0055874064264254284,0.0030918602275332723
ADSL1r,1.3177431716100878,2.8087776162093134,4.151883245241223,2.080211405528929,2.481476664283996,2.175917302911889,5.188917157296976,2.3592284133215347,7.97642323930714,2.6957091097742714,3.114665678351242,6.349126190485256,2.9378423291317524,5.469757486832556,3.6461022849830944,3.1813480564215197,6.258153636115,4.778065510898331,6.514444630127636,3.1523154147012367,6.845851945387529,6.7823804703975625,3.6419571214222146,6.069681325350094,3.2291300096750866,5.979959575585357,9.177937957311226,7.0335048418304185,9.977608150309491,6.40340097888769,7.25366390030421
G6PDH2r,7.2137686650414885,12.659589409149444,38.549385677275446,27.928558910004686,26.094078902244327,28.82295490652605,43.21307858800665,38.22262914236352,104.38859435751749,50.877744426880724,49.667500452242294,101.59790563411075,60.50831374137955,96.78303540970153,74.30677002403996,73.97211346491646,69.71250445973362,99.87307275580633,113.03829479383455,84.87074764778639,34.04436029512491,132.1811609066751,96.17511999408488,143.19799247502505,99.22659012253123,93.23694723467031,128.0473334214333,144.89217264220102,129.68062094328798,139.53159445209099,117.39424679516661
BMOCOS,0.0027955613120433957,0.0035709897351725575,0.005387809074119999,0.00691073141352453,0.005992796109985169,0.0070380888714765815,0.0046963517809304476,0.008332964446337233,0.0053413624441706895,0.010239539055384491,0.00828482546119643,0.009959858323637322,0.012062350175236753,0.0076705710052961265,0.011712628421999998,0.014195064771602088,0.008393275000396048,0.011654422372219937,0.009079121219420335,0.015840569175349345,0.009739501018601538,0.010043860425432838,0.014473829201309208,0.014153521884162888,0.01811556436349313,0.009898938007946766,0.009622431359680097,0.010290815290921225,0.00666936478669401,0.01528028398969174,0.010252266725018592
MAN6PI,,,,,,,,,,,,,,,,,,,,,,492.7548059672303,,,,,,,,,
GLU5K,3.598707720870754,3.360216286931625,5.435120494764192,5.252251925293815,6.189872107505624,5.353752510140348,9.082617890270855,6.938354366466148,9.678154713902885,7.95068966585064,9.954989802973333,9.071175407105587,9.95879722141171,10.18605235911968,14.65812699846892,10.89790937864927,13.645748246055794,13.770100946730656,15.161777219842085,12.538867118692353,13.739879140744506,12.350201315742614,18.341768269479854,13.088427453567087,13.955213976646242,13.224107217085336,24.96711442585712,14.779854120763556,19.621355393327022,16.651320395218168,15.00040342521254
AMPMS2,0.0032088356719603083,,,0.004728555289650008,0.0038816136670641885,0.0051405213278753244,,0.005278622263266287,,0.005620941744807301,0.004212120034174669,,0.00612158498473505,,0.004689623042657143,0.006867757429486077,,,,0.006504100102749971,,,0.005164407224843964,,0.006875160636222689,,,,,,
ACOAD2f_reverse,7.745588910289996,6.454183937141307,9.203358223627134,12.374667541619315,13.937778079050707,16.97367717551508,50.848554185539925,36.84900572459242,21.793383822273135,20.87024181643989,28.458622975827623,15.597664693379999,35.68315607580636,24.374230836576917,60.9166823388558,39.651228907039325,56.037321235045376,79.08411077170136,54.30484711334739,73.16331270299679,103.28939733623666,42.17352555597208,171.89926297495876,31.75886108534609,85.27915796005051,125.60924715955917,106.14865957145844,188.14117340355617,355.52812271762053,95.93449803156511,131.42525575088388
TYRL,0.0033518035979387376,,,0.0036384295413909237,0.004007991786456977,0.0036062364753980084,,0.004235754453733957,,0.004267416604605683,0.003726739014611572,,0.004927322406678848,,0.004999090553086294,0.00540103612000977,,,,0.005887138679124837,,,0.00623787759939788,,0.006260294408713349,,,,,,
NNATr,,1.1027513509431406,1.868320584554916,,,,1.2042883101272381,,1.7353823891148679,,,3.1068226915110024,,2.8580078872097165,,,2.1637516745056726,2.3792344059477184,3.2947114923778744,,2.889509485259121,2.2290501743441378,,4.228422669131722,,1.8918331032248377,2.0528401758397177,2.5892408254994734,2.072555869609166,2.520286621873747,2.5763512099261883
PE161abcpp,1.8533794400549999,1.0435706997475036,1.7650764249282915,4.395856197973076,3.538269840105,4.387167827139869,4.911876738745761,5.344198921730729,4.891319021120761,5.873421118756316,5.8128718801725,3.2123765653584857,7.364832631322872,4.9682665642499995,7.623438531373769,8.46696491603416,6.8144744195253,6.598772158371823,4.433970373407529,7.8635713616468195,6.1646251529214,5.591171650324061,11.3932288851381,5.1436267623894825,9.202686659125495,6.3713227858033585,10.022305505758093,6.299317474355354,13.085341711720023,6.540330700264261,17.063815543169063
PPBNGS,0.008577220291795725,0.05057188091946486,0.07970534416469417,0.05241639644620946,0.013359972621523254,0.05231956825191742,0.08297332171044967,0.05734102834584514,0.10358633824405791,0.0761202904533664,0.024210504367722444,0.15376384846184382,0.08998190250843054,0.13061284336312998,0.04607348954189473,0.10961127106443073,0.14755714480342616,0.16062767476797724,0.13518292427245807,0.11581867191442269,0.16292875959721154,0.1745665281398695,0.03069734167235496,0.19594438289918784,0.1299868705028953,0.15112075773810513,0.15874029174170703,0.18434055521950196,0.13792722205102975,0.23744301931769315,0.20872258901536575
TMPPP,0.001837352311488806,,,0.005887415496284923,0.002964626952138474,0.006777435939514449,,0.007114478192001824,,0.007809697226206435,0.003835357538655528,,0.010683502928797325,,0.005040024764370522,0.011402263855281593,,,,0.012840361679997312,,,0.0059137525868801465,,0.01524788536990418,,,,,,
DHFS,,0.036930781460927486,0.0519027198910314,0.11779974974059382,,0.11439982091214988,0.07633247132175666,0.1331839270646176,0.07364809019662694,0.13717814198646955,,0.08617182340882394,0.15272777067303125,0.07791304105679824,,0.20713895147424385,0.07975254587552556,0.0869788861295318,0.07976519321991479,0.2028137699853892,0.08212135060344114,0.10807479631300972,,0.1061365407370613,0.2265109955420638,0.13365633054666864,0.10773818279808324,0.08356096596487579,0.10266646008845634,0.13356169836620563,0.12065691192251948
MPTSS,,0.09306215673479998,,,,,0.2496641204830123,,0.14298416389010765,,,0.1740676777792615,,0.31324471361162787,,,0.598720283361585,0.27801094822459194,0.27988739207454405,,0.4775138213691496,,,0.35522564728879413,,,,0.2360318911407038,1.6575594616530178,,0.7159961410121092
OGMEACPD,6.105908296380091e-06,4.403875191077676e-06,6.986441167995131e-06,1.2283334200265404e-05,8.631885318875651e-06,1.3249286470190271e-05,8.600765147680315e-06,1.3883360174842066e-05,1.3637681224221266e-05,1.6387113534183693e-05,1.0987427393739967e-05,1.2041155007270835e-05,1.772458498028611e-05,1.663742068264014e-05,1.2808111792343386e-05,1.8541466676201285e-05,1.9157618632046194e-05,1.567835933543657e-05,1.4301506790947979e-05,2.0703251928783236e-05,1.6265930902982663e-05,1.4146186499888478e-05,1.3347866417098442e-05,1.4849596730925e-05,2.1895713398576737e-05,1.4921427676671213e-05,1.3959944779245634e-05,1.8444283715647054e-05,1.9813172707129598e-05,1.8861747212093768e-05,1.882336777347607e-05
ADK1,4.751007615771619,7.293268644608783,11.773590747834213,6.928918698612346,6.936449459543436,7.677437708676836,14.695170096838348,8.403970973696852,12.398927985356472,9.774156737473497,12.381691567563676,19.581855713653493,11.742073223412401,14.07398332177871,16.982798978146423,14.065991502773171,16.529665867986918,13.992598442109252,23.08226124043154,16.10995325611563,24.46245341691249,22.402072341678195,17.867088278235688,30.867629065251887,15.183948126941909,23.94549280478686,16.285179887597014,22.590263317558662,25.552301415510826,31.2764896689154,30.20994215076771
OGMEACPR,3.3401132017326733e-06,7.204507897023466e-06,1.1960641728749996e-05,5.618235351310999e-06,6.683552599164024e-06,5.916090568974636e-06,1.2532446410369419e-05,6.569629368482158e-06,1.5109101015172546e-05,8.021199046458156e-06,9.823718809270953e-06,1.8690241004836756e-05,8.964665276663778e-06,1.6493266156259334e-05,1.2496425993208826e-05,1.0469575901340458e-05,1.7558294476717347e-05,1.4927680386788943e-05,1.8927627195302987e-05,1.1764887681918978e-05,1.961507303335052e-05,1.9575831675467276e-05,1.4274116777968335e-05,2.481550255836397e-05,1.3381295745365537e-05,2.2099907362500002e-05,2.338088460404706e-05,1.9450335554682346e-05,2.6262666812568947e-05,2.7156864881436975e-05,3.35516641895581e-05
OGMEACPS,6.939800915142857e-06,1.1473359431267092e-05,1.8460154436655944e-05,2.4352608445735625e-05,1.3792530616597264e-05,2.710315744825763e-05,2.722714323145494e-05,3.1227860733114467e-05,2.571913818990547e-05,3.9244136601336246e-05,2.1911546947183102e-05,3.367500939215686e-05,4.811411749587833e-05,2.828020585297131e-05,3.125433082802547e-05,5.532904170244351e-05,3.511658895343471e-05,5.1408041233584885e-05,3.737674696151123e-05,6.045971628175743e-05,3.6164643628542764e-05,4.9851408320567686e-05,3.467878371057692e-05,5.1064638001805376e-05,6.760630549540593e-05,5.1557483213915104e-05,5.621031514297446e-05,4.289165977270754e-05,4.8662438984129655e-05,6.726440693559214e-05,6.608227956020086e-05
PROt4pp,,,0.3712107738522856,1.1549431136834518,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAAGDS,1.8542614214422088,0.861446842187258,1.437242431820562,3.8212585601155635,2.13334953424206,4.265624076964971,1.4593126694946275,4.392247068439265,1.0397309756416881,6.797170121797951,4.36269513752166,2.325890105924556,6.550148426154906,1.5248309176869779,5.199931875230847,7.341668130484489,2.066224445361615,2.4805897237960215,2.6871403769307034,7.711051150725127,2.531066840268615,2.4032351816691895,5.219792726143187,3.061132002662789,7.981849492979871,2.5475023392313982,2.8497483794791907,2.467550484902025,2.420148293422345,3.3923877399350864,2.5183903786312096
IPMD,0.6880711809199442,0.41054931910130527,0.8219088470841511,1.119358386990386,0.9373358892203169,1.1189139083443504,0.9302612262921739,1.3413660682957174,1.184316456856146,1.6864784439797813,1.5998962718683363,1.6888716490656768,2.0478702438794856,4.165937285423631,2.8439846305293397,2.6539375107859717,2.975774418983499,3.2061272857466556,3.506563180845062,3.0361801099151076,3.066325223868167,3.603397600771746,3.75434884197466,3.0660878390377504,3.725250345289917,2.759508724798329,1.5611554309073423,4.464573607498075,4.901636205629508,4.761305683862263,3.892073977899272
DHDPRy,3.798521388638131,2.7399449734818075,4.3595870676484765,7.497449192528183,6.399213589381851,9.229964155052985,5.508596447129306,10.796404386841592,4.363639161629132,12.378075499089748,9.632807102681028,7.904910904530522,13.24276451462652,6.190291259377849,12.73871445475703,13.718192072725753,8.931062707640304,10.424232849027842,7.465052358546166,12.867401310118103,7.247136768241873,8.2015692412705,9.155079295757977,9.3872581079412,11.953119724833934,7.720564719729887,5.893229259058635,5.472178909502809,4.79444276596244,8.632488656245876,4.939307642912427
ASAD_reverse,1.192683773243176,2.6117400715165764,3.4307886014904785,2.8037876742130985,1.6800046007001461,2.835568960430229,3.6408295538508924,3.2197767439460625,2.4463025060108348,3.507457708798644,2.2505855702998336,5.0257071935786595,3.8633929164853202,3.5784720844059965,2.4985673842516385,4.115523339258304,5.348151648995421,5.413311786240314,5.748971708667294,4.0048111887548155,4.095483967179094,6.250192329563178,2.533104344065489,4.981595165906356,3.9432836880119515,4.376585153672355,3.7617471130592492,3.5300828460278253,3.4115599626399287,5.260706771183728,4.769992055001044
PGCD,2.752850449047194,3.228634232784308,4.7710829196282765,3.238579830923616,4.295476449108263,3.2468203083470852,6.639836988088845,3.5688356160702055,7.019011748082565,3.856992115965259,5.20590392831828,6.538035218944804,4.020063677859753,7.775718226452045,4.7507243138623805,4.073250592145248,10.386375632944123,12.44759410907488,7.578299112193939,3.827012730284111,9.702197866224726,19.555942192972346,5.047857429550335,6.583282263176276,3.483521708889897,6.112236673372762,6.634359543547789,6.8807351817908575,6.204561363271399,11.877633287043107,9.060980243334779
UHGADA,,2.424540318424964,3.632487734237036,3.196355521473962,,6.092721123787795,4.640127541342355,7.727987771254832,8.234220993715198,12.33826590607954,,9.112971850752002,,9.853475461166974,,17.9567099780348,8.81364577534653,11.18566534351675,10.877475127832179,17.638528692546984,11.588304055578627,10.493346192059384,,14.591603737216,20.542436367380983,15.260159559004798,10.914551207765024,13.504887641069708,20.65156050584088,20.66431459814093,10.94507716857787
CYTK1,2.7056997511937904,2.391722828194286,4.6159784361376515,10.335643744271682,5.652731212614119,10.171756755276643,4.367000147202115,13.130676770036143,6.439887241286518,15.099600312143126,10.051339158360387,9.03949689603383,20.179322868932626,7.554078524169175,13.44982061811662,20.63960139691842,8.689714079763142,8.66717545987912,9.272511500884772,23.8759118365954,8.581190468522934,9.502483923732427,14.434752172230997,11.950028009821928,24.174437551777796,9.79812767316899,6.582590928194289,8.657762793528972,10.252539060146717,13.287697261703304,9.694685138127314
AGPAT160,,10.56816541770165,14.367179129947335,,,72.62008254920832,33.735932494507594,,48.61356092142759,,,21.136330835403292,,38.29045441196249,,135.9820854256799,72.26999274105205,68.94816886307422,36.5998648316495,,54.63741520951754,59.067475902181116,,27.87094605256611,,41.58166623964918,77.22309444506276,67.47241114743473,77.41181168466457,50.57997578024371,75.30966573744783
AGPAT161,,12.456106712116647,16.93379213150499,,,85.59323798627503,39.762660648790146,,57.29809087573659,,,24.91221342423329,,45.13082142071251,,160.2744942051445,85.18060666978232,81.26535827353345,43.13821784322696,,64.39807170164308,69.61953697474927,,32.84992848587627,,49.00998910190515,91.0185511892524,79.52596502402538,91.24098166625447,59.61579431371253,88.76329957025735
KDOPS,0.09691810564347146,0.1466338755454619,0.21826868163710567,0.13501714646674692,0.18571103606925643,0.13773477113193977,0.2662368261425941,0.16111342680690716,0.2762131529759104,0.19987880066556693,0.2698127518904635,0.3390395389794995,0.23193072264591857,0.43412644513629756,0.3625413756176203,0.2712240027418275,0.39171759001540124,0.510568476735061,0.4613041839672237,0.30718103932418345,0.4154161366557174,0.6472340778977871,0.42527201970176,0.4345874759279134,0.35685893889383813,0.5558506685910687,0.4700790736943863,0.6688621100113917,0.6903028581339571,0.7170129978536061,0.49832505155355705
ENO,6.667477585898043,8.643371503521944,14.599057322648227,10.58359593546739,13.138466238913091,10.820317153661117,10.49066413120424,13.30759294031985,16.71290638855688,15.318642688379649,18.685047246988187,24.442188240747136,16.01664060439628,12.608456790777588,23.065164963187733,17.443610069380483,17.791856127223106,15.16554688973923,17.39778477826822,17.022745032411972,18.67881104443862,20.68671339061571,22.715528183784038,24.82793880254286,18.997679219170404,14.230622594547203,15.659231567833956,19.96739078959479,16.729428773196265,15.91408732703992,22.411987440935967
G1SAT,0.018345519438675698,0.01949124577104375,0.02833232842368797,0.04039870314351731,0.032775336954228206,0.04215237162561202,0.03250304733287001,0.04772296915568262,0.04418246936807672,0.05610906400737133,0.04450356560888921,0.047515767072068914,0.06527602536944291,0.045699342875081206,0.05635598506197425,0.07669102749659946,0.04812674626662365,0.05406037796833277,0.05414717495949735,0.08897881903254135,0.048089952655611425,0.059695441962827854,0.0628745551908039,0.062333366042282824,0.0931732225535165,0.05746036415897533,0.0590084957977763,0.05576476060266818,0.06909467071959606,0.07054338399684258,0.06394670274224477
FADRx,61.16790896129683,26.710886705817497,41.078332671880595,102.33119591722634,99.3733194782994,111.56152338360324,48.41871804309279,124.22235314690771,66.18493285716849,149.49829049582237,146.12092456770026,77.61162777018785,174.53881667906336,79.70119037229144,214.52018173093197,197.28341750588032,86.16345251150537,78.54464566759555,89.21999644168226,250.38574485051953,99.59000301450385,100.35144828358176,263.9603798642327,101.56315706558708,303.49693577060657,120.70693325436096,91.21400769073387,154.55962238164463,121.45055994800116,139.858112456808,161.88884041846754
G5SD,1.799353860435377,1.8376876390881016,3.1530450572110285,3.4321322230740354,3.0912027171379113,3.626211765266263,3.806612926867047,4.311423842380201,6.137022304005473,5.621838931350761,5.892361565622845,5.987399655390953,7.169946255552285,7.6459215076600096,9.423081641872876,8.491040299879698,8.7722667296073,8.446781434396978,9.355549556772788,10.111629216022193,7.969129901631813,9.522859630880783,13.873356046056688,8.814655223830897,11.588275577646945,9.037324237158703,10.379897904319755,10.646505086990697,10.110105920798663,11.002043934984828,9.118786276724947
PUNP1_reverse,0.0023036500923927566,0.0019598711879396805,0.0030628344859733644,0.0017291086248129855,0.003868038966151338,0.0016958755981991633,0.0038940725127519305,0.0021237794158986984,0.005716904411836584,0.002570999721637405,0.006026684419439952,0.00579415862957835,0.0030280122031376222,0.008493734181121397,0.0073313454974296985,0.0037998715092121453,0.006394533678801939,0.006470464670680734,0.00830706869296341,0.0045675900586201,0.006797065316550512,0.007408823043530311,0.012136187147353502,0.008207768232516855,0.005290574169217175,0.009887117573963107,0.00991462955329935,0.0110702070364161,0.011807528596358906,0.011071819319244032,0.011576323466194067
OHPBAT,0.0003204279823869498,0.00043034949264494015,0.0005403110743386367,0.0004104396924846013,0.00045714495177095484,0.0004260694473502708,0.00044231338643170554,0.0004714066920814987,0.0005307472966766276,0.0005469481868252428,0.0006349718387624376,0.0008585701435618562,0.0006226168604621495,0.0007057017018444738,0.0008250844830412199,0.0006888042137550567,0.0008532085425873785,0.0006954617151793581,0.0006980486467912991,0.00073406473436318,0.000788487054111015,0.0007750442060198183,0.0007538150010769495,0.0010793546515633229,0.0007431960839391585,0.0006025164173661373,0.000547285163902629,0.0005586077430893999,0.0005331403930577438,0.0007573364832429461,0.000647686595842449
NI2tpp,0.004625851966137382,0.0030938865453883566,0.005886913948017142,0.02731655781182306,0.011774895913804243,0.022835731362878475,0.014553178781648203,0.027816435006659392,0.03154636949214807,0.04104304404179204,0.02955867683175,0.016568216374290918,0.052605712073363425,0.025545210128187678,0.0548632512906923,0.06456713827743588,0.04153196038208718,0.047072669607414006,0.025953365818902504,0.07891716853950577,0.0333195101136816,0.03414221406710583,0.06377352385432665,0.02388655251040226,0.08190969233348856,0.07475680111833166,0.09306458914731085,0.0532074147571725,0.09737699572835472,0.05794930917579376,0.04925440850775761
ASPTA_reverse,3.7114448283953254,5.918498855221973,7.749249154253904,2.8736095528299135,4.803209161519755,2.934682824683595,6.932283578759629,3.366641101053849,7.1001796084469735,4.098295847303017,6.493989778688813,10.156958232919052,5.041919966831859,9.833082992994054,10.651939500599838,6.371470390723689,10.042668787938249,9.24733416900739,10.699860940353917,7.632428483618984,11.523607505573667,11.599596125173266,14.202315372255878,13.71965807485445,8.738147210974883,12.419901800670743,16.012435379377074,19.05617641906981,14.970292727382672,16.952908417193715,21.364930408447904
SDPTA_reverse,1.548125899286881,0.8772766318701611,1.6097190344265155,4.517628057715696,3.0369149237744377,4.584514018898365,2.0399379353446943,5.09585810809959,4.560833959120441,5.56926259127413,3.997493627623928,3.7328745938060797,6.920475204401351,4.125198123694989,3.4663535312775156,6.8209400013963295,6.150163114551856,5.745437284560577,4.729678631152477,6.913846788828543,5.557406279408576,6.377625880887552,4.428052474912066,4.989531755199181,7.1710713438868545,7.535419282805909,7.148020566264932,4.303458892341838,5.663677969260993,6.727916363918405,5.91237735177744
I4FE4SR,0.00048311037582466406,0.0005239243639106627,0.0006180903054857136,0.00044296196363196526,0.0007063702169310981,0.0004548480034697611,0.0005327585067705242,0.0006096608273280793,0.0007265892407487154,0.0006755302840323522,0.000984153665802921,0.0008858432669052159,0.0008323494025749687,0.0010403573553566241,0.0014831072151382059,0.0009567254665343652,0.0011528034268541317,0.0012753024881474971,0.0013783233859591562,0.001180836628219358,0.0009886153607438423,0.0009483926460986033,0.0018936072526938566,0.0009507720523149406,0.0014286285864163475,0.0008616041655316576,0.0007912741855040683,0.0012534133637321844,0.0018496075314520812,0.0011180957819798354,0.001181427478970729
FACOAE120,1.9772915611613675,3.0609821520115177,5.65564545963488,,4.579615295555569,9.462199703586654,6.53054987300035,9.831266957896283,7.759998842244689,,8.27202325050514,12.029122842992638,14.791826898586297,8.767582247079185,11.533195439110875,,12.801943584302226,13.472237817053324,16.385057471038348,,13.668256065554266,12.339397836958717,13.4082579460109,16.994926705698628,22.072551066029565,11.688632853705805,11.525155471136491,14.80452117975005,14.314439050979967,16.7322385410048,15.942640705928516
BTS5,,0.00039332110300312493,0.0004686618799836735,,,0.0005439806247374729,0.0002964450641555608,,0.00040957036192741924,0.0005316956416674229,,0.0007601719333278687,0.0006947534420337489,0.0007562049565068492,,0.0005905243175816059,0.0003346052254256249,0.000282281091278108,0.00047521863993921427,0.0005581115508815593,0.00036825717759387096,0.0005479666802596802,,0.0004983086151317113,0.0005006406446221644,0.00042782295414374997,0.0010457894434625,0.00024844349376540985,0.0022151988528862497,0.00043888635765000004,0.0005714378174600527
ATPPRT,0.6011285284341207,0.5459700315942863,0.7199220284939675,0.7838800955235945,0.7579446662864999,0.7645826252531048,0.8880181844600288,0.9521397483007865,1.7953107244726498,1.0718911367519226,0.9133766992601822,1.3320337434192098,1.129554946827466,1.5427192322645573,1.1885950448583749,1.168355862905585,1.7061682119148693,1.4901831369634033,1.8871188297840056,1.3134813467501412,1.1513765825594742,1.2983510242707477,1.0650918190833982,1.7816883169888207,1.3766420543618456,1.4428543732245194,2.1492115757565013,1.0701312465489623,2.181139044405316,1.6747953082145572,1.5898000665534449
UDCPDPS,,,0.02177661666475807,,,,,,,,,0.06072325800750053,,,,0.0193581967311017,,0.07833300282967587,0.07036891399100091,,0.07244751782279182,,,,,,0.13702917560663055,0.08066399241125322,0.12737393404095937,,
HSK,21.45881076611014,22.680968200471376,35.5045778130186,13.060396465276863,31.544451826181913,12.79737949531764,28.29889464375351,14.080094253031126,27.275277894818934,15.376649446109417,38.96704549159749,60.662407358042124,13.926381430232622,17.86107911566837,31.623510602688633,15.232231095409485,35.296435083040556,42.63007346795441,26.23697263003067,16.300070587616915,42.168019635775174,80.68512848057414,37.84253003997829,61.78431295502354,16.174567286306047,19.66721978192594,15.154491508492576,41.65465852820813,33.20667443738191,40.59090778061397,50.67518406578009
OCTDPS,0.005482302241162956,0.028067393910302996,0.04924104194790001,,0.01055165184597857,0.037162797118562726,0.1105230574346224,,0.06533907489240576,0.04290244870732135,0.012936205935465253,0.09232695365231247,0.04990021163891214,0.0820684032465,0.018511669905225566,,0.085276531737045,0.1425980378042247,0.08625770894710622,0.08020678132897656,0.12944551874778454,0.141431214928135,0.01902847835526104,0.1533083366201979,0.08082595096970713,0.18519700703199152,0.2862135563221687,0.12364305533015374,0.2524834425878573,0.21531764706313325,0.2952661015339321
PRATPP,3.913469399397643,1.486781233169478,1.9151446919971558,13.044542835307539,5.229818197376849,15.1506164610182,2.0695960993200675,17.638787306980934,4.138273573612414,17.39921460136949,6.590421305637493,3.7740956063544275,18.654707741793143,2.9447174534779554,6.170876929058229,19.588576377670652,3.8852159143186786,2.950740366631312,3.1049147248662954,21.571591855002705,2.490083814008134,3.035153610526285,6.690890121970383,4.905233943843699,20.770652306116855,2.82178481852137,2.983329376905121,2.263414749006607,3.1343251332915356,3.32084825470398,2.492972959428209
PGI_reverse,,,,,,,,,,,,,,,,,,,29.639383869650977,,,33.435255170339055,,,,,,,,45.75744645352467,
GLYCLTt4pp,,,,,,,,,,,,,,,,,0.1505526301119384,,,,,,,,,,,,,,
FBA3,0.18859162256792253,0.3736198695370536,1.066026754254606,1.0223278654046306,0.9649146970420366,1.1228720615728276,1.2503638361244283,1.4885311681598015,1.5846753680620547,1.888819305339461,1.758298431909371,2.4580748522787057,2.2691694964574958,1.9184930884959837,2.3691846828915235,2.6423160524147042,0.9954065504446792,1.8231531288475733,2.488669765130141,2.9695270001667877,,3.4259411278359164,2.462575814715502,2.957060149531196,3.3479486397903773,2.6857055669799372,1.9701060139624007,2.5251523623888787,2.452138634436086,2.4545989279132443,3.7606579572592356
