,glc,glyc,ac,std
ACOAD3f,37.2502914351086,36.78191433733785,40.36062325366928,
PSD181,0.0,0.0,0.0,
GLCDpp,-110.0181616165861,-110.0181616165861,-110.0181616165861,
EX_hdcea_e,0.0,0.0,0.0,
L_LACD2,-57.24256324690856,-57.24256324690856,-57.24256324690856,
L_LACD3,-21.200061606075757,-21.200061606075757,-21.200061606075757,
3HAD120,0.0,0.0,0.0,
LPADSS,-6.210451644184168,-6.210451644184168,-6.210451644184168,
ARGDCpp,-45.249573642391745,-45.249573642391745,-45.249573642391745,
NADN,-76.7587332353171,-77.92322668223251,-76.63930643049743,
PLIPA2A140pp,0.0,0.0,0.0,
EX_cobalt2_e,0.0,0.0,0.0,
LACZpp,-28.002366511936685,-28.002366511936685,-28.002366511936685,
ALLK,-18.180933038501962,-21.26592109383345,-18.758303411678927,
EX_cyan_e,0.0,0.0,0.0,
UAGCVT,-47.9551756078947,-50.86730415645191,-48.57293755535847,
NTD2pp,-6.740267140317678,-6.740267140317678,-6.740267140317678,
URIC,-110.35836802550628,-110.35836802550628,-110.35836802550628,
ASPTA,-4.495262475241018,-6.174824385355958,-7.769167296268341,
GLUNpp,-10.75397325401251,-4.106590926132284,-5.278418591170363,
GUAD,12.45584116317444,22.464197982836804,22.464197982836804,
ALLPI,0.6131445246979013,0.6131445246979013,0.6131445246979013,
EX_ser_D_e,0.0,0.0,0.0,
NO3R2bpp,-93.82948994992665,-93.82948994992665,-93.82948994992665,
NNDPR,-54.25978393886891,-50.599435012866905,-48.799578990065754,
NTD5pp,-27.413892314578476,-27.413892314578476,-27.413892314578476,
EX_glyc_e,0.0,0.0,0.0,
A5PISO,-2.6176948877010773,-2.6176948877010773,-2.6176948877010773,
ARGSL,22.44413630259051,24.59265951240811,24.677228353513748,
CTPS2,-32.76875141499825,-29.049202865187887,-26.910188681224533,
ASPTRS,0.0,0.0,0.0,
EX_mg2_e,0.0,0.0,0.0,
EX_ddca_e,0.0,0.0,0.0,
NTRIR2x,205.5922769650706,205.82595608768514,201.63627898418343,
PGCD,4.423307032676316,1.931426388904903,5.790714791681012,
OBTFL,-15.782862016556187,-18.751346642672885,-18.244438649828922,
UMPK,6.926408097649293,3.8414200423178,6.349037724472325,
PGPP181,0.0,0.0,0.0,
NTD7pp,-49.91247096559851,-48.45439108520412,-47.37727891367808,
TALA,-0.6860378517845902,-0.6860378517845902,-0.6860378517845902,
GARFT,1.7202460875269594,1.7202460875269594,1.7202460875269594,
EX_csn_e,0.0,0.0,0.0,
UAMAS,-54.64663987894616,-56.82701227670202,-52.58518010455224,
ARGSS,-51.10430135698875,-54.34114131049131,-52.916796720870785,
ADOCBIK,-41.595212791360666,-44.68020084669216,-42.17258316453763,
PPCDC,-38.06465551826878,-38.06465551826878,-38.06465551826878,
GGGABADr,-33.18281507263055,-31.209803251596277,-31.09586931642283,
2AGPEAT180,0.0,0.0,0.0,
HXPRT,-27.41008860195222,-26.11547508156824,-24.919037053599908,
HSST,-18.660272958022098,-20.204437982820956,-17.474942263417418,
GDPDPK,-41.464838972310005,-34.3951163903035,-32.883377113107144,
EX_crn_e,0.0,0.0,0.0,
RZ5PP,-30.988410442384207,-30.988410442384207,-30.988410442384207,
EX_dgsn_e,0.0,0.0,0.0,
GLCP,0.0,0.0,0.0,
EX_alaala_e,0.0,0.0,0.0,
EX_isetac_e,0.0,0.0,0.0,
EX_uacgam_e,0.0,0.0,0.0,
EX_orot_e,0.0,0.0,0.0,
ACGAptspp,-51.34300656774506,-56.26230706491555,-55.300790271374574,
GCALDD,-73.83028015493669,-73.90817319580819,-72.51161416130763,
DXPRIi,-29.107015963088454,-31.080027784122727,-31.193961719296173,
CS,-17.632297476714815,-14.720813943744936,-9.279217428039924,
UGMDDS,-37.21941554257626,-40.30440359790775,-37.79678591575322,
EX_glu_L_e,0.0,0.0,0.0,
PLIPA1A120pp,0.0,0.0,0.0,
PAPSR2,0.0,0.0,0.0,
EX_duri_e,0.0,0.0,0.0,
PPM,6.134705956137108,5.495901722458829,4.513076152289944,
GTPHs,4.417267285006886,5.887869291402495,7.786716399501351,
THIORDXi,-298.61977674255456,-298.61977674255456,-298.61977674255456,
EX_fald_e,0.0,0.0,0.0,
FACOAE180,-27.485983706586588,-24.51749908046989,-25.024407073313856,
LPLIPAL1A161pp,0.0,0.0,0.0,
PUNP4,30.010714840473746,20.002358020811386,20.002358020811386,
LPLIPAL1A180pp,0.0,0.0,0.0,
PUNP2,9.375923948317954,9.375923948317954,9.375923948317954,
EX_pnto_R_e,0.0,0.0,0.0,
ASNN,-13.52844910444411,-13.164520642186913,-12.296328491463015,
EX_skm_e,0.0,0.0,0.0,
PLIPA1A140pp,0.0,0.0,0.0,
EX_no_e,0.0,0.0,0.0,
QMO2,-88.65913703392009,-88.65913703392009,-88.65913703392009,
EX_gln_L_e,0.0,0.0,0.0,
EX_cynt_e,0.0,0.0,0.0,
PMPK,-10.093641198348847,-13.178629253680338,-10.671011571525813,
ASPO3,-41.06215366714722,-43.0140585640095,-42.43103814639737,
ASPO4,-5.019652026314283,-6.971556923176564,-6.388536505564431,
ASPO5,-15.642976126422905,-18.021693879617594,-18.046403809440214,
ASPO6,-89.76979126942186,-91.72169616628415,-91.13867574867201,
PPCSCT,-23.39138121844792,-20.600441921017563,-23.313684126935954,
EX_dtmp_e,0.0,0.0,0.0,
FHL,6.502801607819812,6.502801607819812,6.502801607819812,
RMPA,3.977497163985318,4.905847583697767,1.6638320309989902,
PDX5PO2,8.77328086548704,8.69538782461553,10.091946859116096,
LCADi,-60.90291876912109,-60.980811809992595,-59.58425277549203,
INSH,-21.104871583091295,-21.104871583091295,-21.104871583091295,
PLIPA2A120pp,0.0,0.0,0.0,
INSK,-16.19320120358509,-19.278189258916584,-16.77057157676206,
PGSA161,0.0,0.0,0.0,
ECOAH3,0.70805261933711,0.70805261933711,0.70805261933711,
DURIK1,-23.041716294213813,-26.126704349545303,-23.61908666739078,
AMANAPEr,-2.175203306778485,-2.175203306778485,-2.175203306778485,
MDH3,-36.751763116650785,-38.534614677799766,-38.44690192518735,
MDH2,-72.79426475748382,-74.57711631863279,-74.48940356602037,
GLU5K,-8.07910210481208,-12.253250097923363,-6.768174088326276,
ACKr,24.572044114373725,21.44030700231486,24.92880625571547,
TRPS3,2.070865620149192,2.070865620149192,2.070865620149192,
GNK,-8.722477334207406,-11.15892587221536,-9.842978799779308,
DHORTS,2.5340356413702327,-3.7743343444692656,-6.450905296774965,
NTD3pp,-32.63940998043617,-32.63940998043617,-32.63940998043617,
ACACT2r,36.959850733809056,39.453550165946126,39.333074759130724,
PPC,-52.04831757436272,-56.96761807153321,-56.00610127799224,
PSSA180,0.0,0.0,0.0,
PPA,-32.383435906464264,-32.383435906464264,-32.383435906464264,
EX_mobd_e,17.114837534721033,17.114837534721033,17.114837534721033,
PYDAMK,-21.883825644908427,-24.968813700239917,-22.461196018085392,
URDGLYCD,-22.74856704439763,-22.82646008526914,-21.42990105076857,
HPYRRy,-20.88321571137568,-23.77691501190514,-25.353026449344686,
PUNP5,8.688362424685181,8.688362424685181,8.688362424685181,
NADK,-39.39379740966734,-43.64327891191425,-39.85174097802464,
PPS,-15.036312210832975,-11.401946770302757,-11.52213939183534,
EX_ocdcea_e,0.0,0.0,0.0,
NTPP4,-60.799467758702896,-59.14483600773107,-58.65746136988426,
PGPP181pp,0.0,0.0,0.0,
PYDXK,-24.16618247517647,-27.25117053050796,-24.743552848353435,
PLIPA2A161pp,0.0,0.0,0.0,
GPDDA4,-265.44836797149196,-258.48893610893873,-261.45068977061703,
G3PAT120,0.0,0.0,0.0,
DMSOR1,-203.9575075938848,-203.9575075938848,-203.9575075938848,
HEMEOS,-46.046202821605675,-46.046202821605675,-46.046202821605675,
EX_ile_L_e,0.0,0.0,0.0,
ATHRDHr,24.05917221147629,26.032184032510564,26.146117967684006,
NADTRHD,-18.79556543093782,-20.84647029284361,-19.56384519351648,
PACCOAL,-39.869676165896934,-44.123095848653904,-42.77486368380154,
IPPMIb,-3.1812215887043465,-3.1812215887043465,-3.1812215887043465,
ACOAD7f,39.394665564540254,38.926288466769506,42.504997383100935,
DASYN160,0.0,0.0,0.0,
GLUCYS,-68.32441449858862,-72.49856249169991,-67.01348648210282,
ANS,-86.50592897826604,-80.52430018035105,-81.0590177153666,
PFK_2,-27.51910789579165,-30.60409595112314,-28.096478268968614,
NTPP3,-69.46405771158152,-71.5893521587535,-72.98863140112059,
3OAS80,0.0,0.0,0.0,
EX_gua_e,0.0,0.0,0.0,
ACACT7r,34.393691279992204,36.887390712129275,36.76691530531387,
ALAALAD,-19.25000765257684,-19.25000765257684,-19.25000765257684,
3KGK,-24.46681878304321,-27.5518068383747,-25.044189156220174,
EX_pydxn_e,0.0,0.0,0.0,
EX_no3_e,0.0,0.0,0.0,
NTD12pp,-32.03257922271197,-32.03257922271197,-32.03257922271197,
TMDPP,5.541811560534825,5.541811560534825,5.541811560534825,
POX,-167.1296095060118,-167.1296095060118,-167.1296095060118,
DADK,-11.640168096462137,-14.725156151793628,-12.217538469639104,
SDPTA,13.826177175968333,14.098520162715678,11.92115683419116,
EX_12ppd_S_e,0.0,0.0,0.0,
DADA,23.00527335989497,23.00527335989497,23.00527335989497,
ALAALAr,-33.124221187880835,-36.20920924321233,-33.701591561057796,
EX_4abut_e,0.0,0.0,0.0,
LPLIPAL1A120pp,0.0,0.0,0.0,
BPNT,-12.181298156942521,-13.639378037336904,-14.716490208862947,
PSSA141,0.0,0.0,0.0,
MMCD,-28.200456702333284,-28.200456702333284,-28.200456702333284,
GAL1PPpp,-32.13858627458595,-32.13858627458595,-32.13858627458595,
EX_h2_e,0.0,0.0,0.0,
EAR100x,0.0,0.0,0.0,
EAR100y,0.0,0.0,0.0,
NTPTP2,-96.98457821038889,-95.51397620399327,-93.61512909589442,
NMNt7pp,-26.066184242839284,-26.704988476517563,-27.68781404668645,
EX_ttdcea_e,0.0,0.0,0.0,
2AGPEAT120,0.0,0.0,0.0,
CBLAT,0.0,0.0,0.0,
DAGK161,0.0,0.0,0.0,
DAGK160,0.0,0.0,0.0,
EX_ins_e,0.0,0.0,0.0,
NTPP10,-62.17387812914174,-62.17387812914174,-62.17387812914174,
PROTRS,0.0,0.0,0.0,
CYTD,39.53562644592481,39.53562644592481,39.53562644592481,
X5PL3E,-0.8121953906672843,-0.8121953906672843,-0.8121953906672843,
NODOx,-448.69337351132674,-448.6154804704552,-450.0120395049558,
NTPP1,-52.55960143424645,-52.55960143424645,-52.55960143424645,
EX_uri_e,0.0,0.0,0.0,
AHCYSNS,-30.95834372850462,-30.95834372850462,-30.95834372850462,
PAPA141pp,0.0,0.0,0.0,
PSERT,-24.492920734340125,-24.76526372108747,-22.58790039256295,
AGPAT140,0.0,0.0,0.0,
GLNS,-55.03163343100929,-64.76400381422101,-61.0845584670284,
3OAR40,0.0,0.0,0.0,
DM_AACALD,0.0,0.0,0.0,
FLVRx,19.311907947349937,19.015335914952207,18.019460468224114,
AICART,8.96884532350623,8.96884532350623,8.96884532350623,
LEUTAi,1.7403272142273554,2.380955165780458,3.938078313758461,
URIH,-47.02195750525405,-47.02195750525405,-47.02195750525405,
FA140ACPHi,0.0,0.0,0.0,
EX_so4_e,0.0,0.0,0.0,
LALDO3,-17.582277281242423,-19.555289102276696,-19.66922303745014,
ALLTN,-59.6604617389163,-59.6604617389163,-59.6604617389163,
EX_gal1p_e,0.0,0.0,0.0,
DASYN180,0.0,0.0,0.0,
DASYN181,0.0,0.0,0.0,
EX_14glucan_e,17.114837534721033,17.114837534721033,17.114837534721033,
3OAS60,0.0,0.0,0.0,
NTD4pp,-44.31975460749863,-44.31975460749863,-44.31975460749863,
HKNDDH,-56.95996922815187,-55.23825887466668,-55.761420380995794,
ACNML,-9.234883960715166,-9.234883960715166,-9.234883960715166,
EX_lac_D_e,0.0,0.0,0.0,
EX_so2_e,0.0,0.0,0.0,
RBFK,-1.846085207814852,-12.677604694945362,-2.4250758593706596,
OPHHX,-202.8158551191445,-202.8158551191445,-202.8158551191445,
SUCDi,-25.419177540724316,-24.99236468439191,-24.384634336957156,
GALCTD,-41.906311867494566,-41.906311867494566,-41.906311867494566,
TREH,-28.776035501690814,-28.776035501690814,-28.776035501690814,
MACPD,0.0,0.0,0.0,
ASCBPL,-95.31026552307364,-95.31026552307364,-95.31026552307364,
EX_thr_L_e,0.0,0.0,0.0,
ALDD4,-56.80298968779876,-56.880882728670265,-55.4843236941697,
EX_adn_e,0.0,0.0,0.0,
PTPATi,-35.49505430981365,-35.321909486059546,-33.403473142525115,
PGPP161,0.0,0.0,0.0,
PGPP160,0.0,0.0,0.0,
EX_thymd_e,0.0,0.0,0.0,
GLYK,-15.076602005013036,-11.202158197791263,-11.65629417731507,
HPYRI,1.4060476132803217,1.4060476132803217,1.4060476132803217,
CDAPPA120,0.0,0.0,0.0,
EX_ura_e,0.0,0.0,0.0,
DASYN161,0.0,0.0,0.0,
EX_h2o_e,0.0,0.0,0.0,
EX_gthrd_e,0.0,0.0,0.0,
TKT2,-10.13160544044581,-10.13160544044581,-10.13160544044581,
NADS1,-73.6714392911178,-73.79188090084267,-74.23447698056937,
GGPTRCO,-16.775054766265868,-16.775054766265868,-16.775054766265868,
TMPK,-8.89836722053593,-11.98335527586742,-9.475737593712896,
GLGC,-26.051025689687226,-25.87788086593311,-23.95944452239868,
LPLIPAL2E140,0.0,0.0,0.0,
LPLIPAL2E141,0.0,0.0,0.0,
TKT1,-21.653307708099472,-21.014503474421193,-20.03167790425231,
DAGK120,0.0,0.0,0.0,
SFGTHi,-10.314497809980967,-10.169566058157137,-12.13237747217692,
GLCATr,0.4227404164977355,2.916439848634811,2.795964441819411,
PAPA161pp,0.0,0.0,0.0,
2DGULRGy,-15.898275148789873,-17.871286969824148,-17.98522090499759,
2DGULRGx,2.8972902821479494,2.9751833230194613,1.578624288518892,
EX_chol_e,0.0,0.0,0.0,
VPAMTr,-2.2347624235432413,-2.7243817370713663,-2.8753763264882513,
PPM2,-14.784850040606672,-14.784850040606672,-14.784850040606672,
HACD4,-8.506733740957332,-8.42884070008582,-9.825399734586389,
LGTHL,-30.427639305739003,-30.572571057562833,-28.60975964354305,
RNDR2,-54.86355782777626,-46.50890018912949,-45.83848508394152,
RNDR1,-60.343989317348466,-57.085856438262866,-57.67503777688295,
EX_15dap_e,0.0,0.0,0.0,
PLIPA1A141pp,0.0,0.0,0.0,
RBK,-16.446288876544088,-20.17008116555386,-18.64528905356822,
GGPTRCS,-56.53734094354638,-60.711488936657666,-55.22641292706058,
GMAND,-51.30906689074084,-51.30906689074084,-51.30906689074084,
EX_h2s_e,0.0,0.0,0.0,
UDPGALPpp,-50.18429930034765,-50.18429930034765,-50.18429930034765,
METS,2.304385777032877,2.014698371442684,0.35054116171754934,
PAPSR,-57.27695186432376,-57.27695186432376,-57.27695186432376,
LEUTRS,0.0,0.0,0.0,
AOBUTDs,-32.68481520340802,-32.68481520340802,-32.68481520340802,
EX_imp_e,0.0,0.0,0.0,
EX_arg_L_e,0.0,0.0,0.0,
PROD2,7.259434490162125,6.399037404134827,10.529239669871142,
EX_melib_e,0.0,0.0,0.0,
GLUR,27.80645327840614,28.89561321618593,25.91815488874337,
EX_nac_e,0.0,0.0,0.0,
EX_n2o_e,0.0,0.0,0.0,
PLIPA1E161pp,0.0,0.0,0.0,
GPDDA1,-258.65465763603424,-251.69522577348098,-254.65697943515931,
PUNP6,9.412396987069371,9.412396987069371,9.412396987069371,
GP4GH,-36.40737230368966,-53.11668758098321,-54.457517791359145,
PDX5POi,-112.74442549077888,-112.74442549077888,-112.74442549077888,
PGSA120,0.0,0.0,0.0,
PGI,-19.98054751661072,-18.821145666075612,-18.254678378479117,
CHRPL,-95.15691406871439,-88.43475225140894,-90.87434342131434,
AGMHE,0.0,0.0,0.0,
TAGURr,2.5588977144156377,2.4810046735441276,3.8775637080446925,
AP4AS,-46.12320225538631,-45.77691260787809,-41.94003992080923,
EX_lac_L_e,0.0,0.0,0.0,
ACM6PH,-22.422201149730796,-22.422201149730796,-22.422201149730796,
PGMT,15.074276736873621,13.914874886338513,13.348407598742018,
EX_adocbl_e,0.0,0.0,0.0,
NTD9,-29.168169297309746,-29.168169297309746,-29.168169297309746,
ACALD,-13.725382696719027,-16.296975169727617,-14.779940728411646,
GLYCDx,12.662666780556195,12.584773739684683,13.981332774185253,
EX_o2s_e,0.0,0.0,0.0,
MALTATr,-0.7456587440248046,1.7480406881122708,1.6275652812968708,
GALCTLO,2.5588977144156377,2.4810046735441276,3.8775637080446925,
NTD7,-49.91247096559851,-48.45439108520412,-47.37727891367808,
CHOLD,7.258103185134148,7.180210144262636,8.576769178763206,
EX_glyb_e,0.0,0.0,0.0,
ACOAD4f,37.25029143510883,36.78191433733808,40.36062325366951,
PLIPA2A160pp,0.0,0.0,0.0,
3OAR180,0.0,0.0,0.0,
FRUpts2pp,-54.59335283695177,-59.51265333412226,-58.55113654058129,
GDPTPDP,-18.235793975816332,-19.70639598221194,-21.605243090310797,
SHKK,-21.649427561335457,-24.734415616666954,-22.226797934512426,
GLYCK2,-34.51959971425664,-36.68390029009295,-32.714105105672324,
G6PDA,-36.52398398872379,-33.76731969564587,-33.32344799743419,
SPODMpp,88.6664586091146,88.6664586091146,88.6664586091146,
PAPA140pp,0.0,0.0,0.0,
GLYCTO3,-4.091321320853147,-4.091321320853147,-4.091321320853147,
EX_trp_L_e,0.0,0.0,0.0,
FA100ACPHi,0.0,0.0,0.0,
3OAS160,0.0,0.0,0.0,
ETHAAL,-17.198711816498133,-17.198711816498133,-17.198711816498133,
PAPA120pp,0.0,0.0,0.0,
ACACCT,-2.509495053654467,-2.984280247634084,-2.597847661605524,
3HAD80,0.0,0.0,0.0,
ADNK1,-2.461757874859165,-7.004825810585038,-5.574320299956559,
METSOXR2,11.758188813957958,11.468501408367763,9.804344198642632,
U23GAAT,0.0,0.0,0.0,
DPCOAK,10.775179120818589,10.65867569160379,12.659385380914351,
EX_ade_e,0.0,0.0,0.0,
AMPN,-29.929959193138533,-29.11068354642243,-29.016396945065274,
NADH5,-72.81006875399127,-72.73217571311976,-74.12873474762033,
HXAND,5.28651398441251,5.208620943540998,6.605179978041567,
DXYLK,-21.47142709075797,-24.55641514608946,-22.048797463934935,
PAPPT3,-0.2379489612337693,-0.2379489612337693,-0.2379489612337693,
RNDR4,-58.310496839336274,-58.310496839336274,-58.310496839336274,
EX_indole_e,0.0,0.0,0.0,
GLYCTO2,-40.13382296168595,-40.13382296168595,-40.13382296168595,
RNDR1b,0.0,0.0,0.0,
PLIPA1E120pp,0.0,0.0,0.0,
FLVR,0.5163425164121165,-1.8311343778913987,-1.5443847252923675,
NADPHQR3,-55.563132544096305,-57.536144365130575,-57.65007830030402,
CHORS,-63.990668965623485,-63.990668965623485,-63.990668965623485,
EX_gtp_e,0.0,0.0,0.0,
FEENTERexs,0.0,0.0,0.0,
MCITL2,8.559703419875795,10.281413773360988,9.758252267031873,
HCO3E,-7.944716410771896,-7.944716410771896,-7.944716410771896,
ADOCBLS,-82.56089092538258,-82.56089092538258,-82.56089092538258,
G3PD6,-17.344596445168264,-23.375677888009083,-23.655939779029527,
AGPAT180,0.0,0.0,0.0,
OMCDC,-33.086530068242126,-33.086530068242126,-33.086530068242126,
AGPR,29.7895305794046,31.762542400438875,31.876476335612328,
EX_dcyt_e,0.0,0.0,0.0,
DDGALK,-23.382487416568665,-26.467475471900155,-23.95985778974563,
SARCOX,-94.12962738436332,-94.12962738436332,-94.12962738436332,
CYTK1,-23.59970685355606,-26.684694908887558,-24.177077226733033,
UACMAMO,-45.22143398584842,-45.37722006759144,-42.5841019985903,
PSD160,0.0,0.0,0.0,
PSD161,0.0,0.0,0.0,
3OAR80,0.0,0.0,0.0,
THRAi,-20.04353079078448,-20.04353079078448,-20.04353079078448,
ACS,-17.39100841152714,-21.16964290030449,-20.207843321480695,
EX_damp_e,0.0,0.0,0.0,
ALAR,-19.47329085392082,-18.56867519634519,-16.83446070634993,
ME1,-30.983666787238633,-32.844411389259115,-31.36013960214614,
METOX2s,4.72030489392398,5.009992299514172,6.674149509239307,
ME2,-12.188101356300805,-11.997941096415513,-11.796294408629649,
EX_kdo2lipid4_e,0.0,0.0,0.0,
EX_lipa_e,0.0,0.0,0.0,
GLUDC,-67.30603847884683,-68.39519841662661,-65.41774008918406,
PDE1,-39.69472424337218,-41.15280412376656,-42.229916295292604,
CYANST,-47.791963087247645,-47.791963087247645,-47.791963087247645,
F6PP,-28.45443552115708,-28.45443552115708,-28.45443552115708,
AP5AH,18.35624412304243,14.924966420202715,13.595711415288374,
EX_ala_B_e,0.0,0.0,0.0,
FDMO,-98.4870738365282,-105.85914019505798,-98.51491262941028,
EX_gam6p_e,0.0,0.0,0.0,
NTRIR4pp,42.86010791069339,42.86010791069339,42.86010791069339,
NTD9pp,-29.168169297309746,-29.168169297309746,-29.168169297309746,
AB6PGH,39.069119133006346,37.909717282471235,37.343249994874746,
EX_ala_L_e,0.0,0.0,0.0,
PGPP180,0.0,0.0,0.0,
RNDR2b,0.0,0.0,0.0,
EX_gmp_e,0.0,0.0,0.0,
DUTPDP,-59.44854088751546,-59.44854088751546,-59.44854088751546,
PHETRS,0.0,0.0,0.0,
ACACT8r,-36.5380654094239,-39.03176484156097,-38.91128943474557,
EX_alltn_e,0.0,0.0,0.0,
EAR60x,0.0,0.0,0.0,
ACGAMT,-18.353402195203333,-16.346230246590057,-15.01338043903759,
CDAPPA161,0.0,0.0,0.0,
CDAPPA160,0.0,0.0,0.0,
PDXPP,-34.08624790318609,-34.08624790318609,-34.08624790318609,
G3PT,-37.29762683544469,-44.25705869799796,-41.29530503631963,
GMHEPPA,-24.899770583339915,-24.899770583339915,-24.899770583339915,
HOPNTAL,-6.886938789509344,-6.886938789509344,-6.886938789509344,
EX_pydx_e,0.0,0.0,0.0,
AGMT,-74.79367720063982,-74.79367720063982,-74.79367720063982,
FACOAE100,-27.485983706586588,-24.517499080469893,-25.024407073313856,
EX_crn_D_e,0.0,0.0,0.0,
EX_xtsn_e,0.0,0.0,0.0,
PSP_L,-16.752731389056684,-14.396067592649025,-15.845314570639998,
ADA,30.609658250003235,30.609658250003235,30.609658250003235,
GALCTND,-41.90631251050175,-41.90631251050175,-41.90631251050175,
MTHFC,-5.888430765390979,-5.888430765390979,-5.888430765390979,
EX_tcynt_e,0.0,0.0,0.0,
EX_arbtn_e,0.0,0.0,0.0,
PLIPA2A181pp,0.0,0.0,0.0,
ACGAMK,-20.669447050094107,-23.754435105425596,-21.24681742327107,
TRPS2,-36.96350614831865,-41.5582882235385,-44.19422692587591,
GLUN,-10.75397325401251,-4.106590926132284,-5.278418591170363,
FBP,-50.63014892565681,-48.26437792988286,-48.26437792988286,
EDTXS1,0.0,0.0,0.0,
ALTRH,-37.42863385351603,-37.42863385351603,-37.42863385351603,
TDPGDH,-46.206228197970404,-46.206228197970404,-46.206228197970404,
EX_acser_e,0.0,0.0,0.0,
PAPA120,0.0,0.0,0.0,
DHCINDO,-243.3682063965604,-243.3682063965604,-243.3682063965604,
R15BPK,15.910174879277175,11.530573303561699,12.841752957747895,
MALDDH,-3.3320646215186542,-3.409957662390159,-2.013398627889597,
CINNDO,-362.01394429469036,-361.93605125381885,-363.3326102883194,
FBA,-5.045797094959042,-1.7516756794726476,-4.993691232171425,
RBK_L1,-21.468604667718353,-24.553592723049842,-22.045975040895318,
3HAD60,0.0,0.0,0.0,
G5SD,-32.74491183874552,-34.7179236597798,-34.83185759495325,
XYLK,-32.40401953335726,-35.48900758868875,-32.98138990653422,
3OAR140,0.0,0.0,0.0,
XPPT,-36.40126718670813,-35.10665366632415,-33.91021563835582,
2AGPEAT161,0.0,0.0,0.0,
2AGPEAT160,0.0,0.0,0.0,
CYSTL,-35.760847490121535,-35.760847490121535,-35.760847490121535,
GTHPi,-304.925318312864,-302.42449898594907,-302.1421007573273,
PGSA141,0.0,0.0,0.0,
PGSA140,0.0,0.0,0.0,
EX_val_L_e,0.0,0.0,0.0,
CPPPGO,-368.07161393380886,-368.07161393380886,-368.07161393380886,
DHBD,-26.287341938540212,-23.643284059781966,-23.2693353031974,
SERAT,-15.366654215056743,-15.229618579327324,-13.900847008151754,
ACOAD8f,37.25029143510883,36.78191433733808,40.36062325366951,
ARGTRS,0.0,0.0,0.0,
UAGDP,-9.31447130129337,-9.509857221673204,-9.552108224531938,
NNAM,-15.427687966368637,-15.427687966368637,-15.427687966368637,
TRSARr,-3.4936978937181777,-4.336492332341852,-7.195228869108522,
ASAD,7.646899988564389,9.619911809598662,9.733845744772115,
3HAD140,0.0,0.0,0.0,
MANAO,2.1381972860341865,2.0603042451626745,3.456863279663244,
OHPHM,-24.68898995878991,-29.119307491864305,-26.537471726032432,
EX_tyr_L_e,0.0,0.0,0.0,
UACGAMPpp,-63.779224652046835,-61.77205270343355,-60.43920289588108,
DAGK180,0.0,0.0,0.0,
HPYRRx,-2.087650280437856,-2.93044471906153,-5.7891812558282005,
SHCHD2,-54.30365818084597,-54.38155122171748,-52.98499218721691,
ADMDC,-49.782301998365945,-54.21261953144034,-51.63078376560847,
EX_dcmp_e,0.0,0.0,0.0,
MOHMT,5.60489249439388,5.60489249439388,5.60489249439388,
EX_so3_e,0.0,0.0,0.0,
PAPA180pp,0.0,0.0,0.0,
IDOND,-8.710499526973097,-8.632606486101585,-10.029165520602154,
SADT2,-17.227569999569127,-23.938480808066174,-20.791612461620865,
UDPGD,-44.742626494282206,-43.92893220637151,-41.0980504029458,
P5CR,-40.15667607428564,-41.737667907063354,-42.40309519164169,
NADDP,-64.62303838513145,-67.24561171244125,-67.03880363223222,
OXAMTC,7.321272276348864,7.321272276348864,7.321272276348864,
PSP_Lpp,-16.752731389056684,-14.396067592649025,-15.845314570639998,
EX_cl_e,0.0,0.0,0.0,
EX_ala_D_e,0.0,0.0,0.0,
PSD140,0.0,0.0,0.0,
PSD141,0.0,0.0,0.0,
R1PK,-33.37244283958859,-36.45743089492008,-33.94981321276555,
EX_ag_e,0.0,0.0,0.0,
MTAN,-27.83400498639097,-27.83400498639097,-27.83400498639097,
ABUTD,-62.39224281793061,-62.47013585880212,-61.073576824301554,
HCYSMT2,33.15372505301406,32.57435024183367,29.246035822383405,
NTD8,-42.41555800540698,-42.41555800540698,-42.41555800540698,
ICL,7.846900786356535,9.568611139841728,9.045449633512613,
NTD6,-36.338919582836695,-36.338919582836695,-36.338919582836695,
F6PA,1.5264211078190613,1.5264211078190613,1.5264211078190613,
ADCL,-81.5017681359829,-81.5017681359829,-81.5017681359829,
DGK1,-15.464773343328936,-18.549761398660426,-16.0421437165059,
H2SO,-801.2611610520307,-801.2611610520307,-801.2611610520307,
NTD3,-32.63940998043617,-32.63940998043617,-32.63940998043617,
NTD1,-29.332512546243862,-29.332512546243862,-29.332512546243862,
CYANSTpp,-47.791963087247645,-47.791963087247645,-47.791963087247645,
GLYCLTDy,-51.47181122324318,-53.44482304427745,-53.55875697945089,
HSDy,29.77848530041035,31.751497121444622,31.865431056618068,
EX_mn2_e,0.0,0.0,0.0,
EX_octa_e,0.0,0.0,0.0,
ADCS,-8.093046950077357,-1.44566462219713,-2.61749228723521,
G3PAT161,0.0,0.0,0.0,
PGK,-6.561694577290314,-12.060670235521709,-7.090323185091645,
3OAS120,0.0,0.0,0.0,
NMNDA,-20.12389309991741,-20.12389309991741,-20.12389309991741,
ILETRS,0.0,0.0,0.0,
LPLIPAL1A141pp,0.0,0.0,0.0,
AAMYL,0.0,0.0,0.0,
EX_maltttr_e,0.0,0.0,0.0,
MCPST,-82.2082378298674,-82.2082378298674,-82.2082378298674,
RHCCE,-29.258843474238375,-29.258843474238375,-29.258843474238375,
