bnumber,reaction,gene_name,glucose_heinmann,NaCl_50mM_heinmann,pH6_heinmann,42Cdeg_henimann,anaerobic_heinmann,Chemostat_heinmann_012,Chemostat_heinmann_05,galactose_heinmann,acetate_heinmann,glycerol_heinmann,glucosamine_heinmann,fumarate_heinmann,succinate_heinmann,pyruvate_heinmann,Chemostat_heinmann_02,Chemostat_heinmann_035,Chemostat_vilu_011,Chemostat_vilu_021,Chemostat_vilu_031,Chemostat_vilu_04,Chemostat_vilu_049
b3236,MDH_reverse,mdh,2.1391104144958928e+17,1.6989468276821693e+17,2.071649317776292e+17,1.7925034227886614e+17,2.47944815609272e+17,1.8458513680485894e+17,3.025629182440826e+17,1.3952229319616355e+17,3.833910157434136e+17,1.698071327944753e+17,2.1165768573144765e+17,2.473350233161848e+17,2.5499561036832e+17,2.4888558229301626e+17,2.4207444025424656e+17,2.834198404600048e+17,9.056666666666669e+16,1.0787333333333334e+17,1.0333333333333334e+17,9.458666666666669e+16,6.1913333333333336e+16
b2210,MDH3,mqo,1780487681656533.2,1606419476485599.8,2859723321764766.5,1459298830358133.5,1403960944617866.8,77299660445699.98,173090130620333.3,112794824648333.34,379999594934400.0,177738083262266.66,2524953213263500.0,284986076897599.94,296086919098400.0,1563874167170699.8,121957846435333.31,389001080205600.0,,,,,
b1479,ME1,maeA,1.1340153744653866e+16,8967229998980398.0,9630879306104368.0,7788507574177866.0,5525401827156834.0,2164383572873200.0,7365855151335198.0,2719458580756800.0,5797846868468800.0,6036004706260865.0,7415113072770533.0,7272092700944798.0,8691406822499200.0,4495878548205800.0,2342484038521000.0,3526663278248800.0,2920000000000000.0,3506666666666667.0,3926666666666667.0,3850000000000000.0,3416666666666667.0
b2463,ME2,maeB,5466428089689599.0,4298067822444667.0,2889376963429732.5,3827824355643867.0,1036869013667433.4,2220542760157400.0,5440483639643867.0,1874177690436400.0,4254987871889600.0,3654798398450501.0,5071462053880066.0,4595842644609599.0,6611741385968001.0,3750572857419500.0,2896741582944733.0,4118232758427200.0,8960000000000000.0,1.1146666666666668e+16,9946666666666668.0,6133333333333334.0,3303333333333333.0
b2746,MECDPS,ispF,170735368450133.3,349071817041733.4,272793947748066.7,,136098497455600.0,,73671152057533.33,41095561592333.336,53695327064799.99,77666284744699.98,165951317881700.03,167086655220799.97,38570162767199.99,65181338802299.99,229948931430533.3,74404145394399.98,,,,,
b2747,MEPCT,ispD,1013217296395733.2,769004829597200.0,866503787485166.5,721727683341466.8,878386455514800.2,386479242882600.0,529634215357000.0,225604769273100.0,378942649522400.0,416614517879200.0,782382927332833.2,571800387280000.0,480412657243200.0,381643134880000.0,449101314455200.0,446290686027200.0,,,,,
b2942,METAT,metK,9.532632351601494e+16,7.298404312520814e+16,1.1112074218922618e+17,7.402119736950214e+16,8.970899370330787e+16,2.18619694503308e+16,5.16955156059134e+16,2.2896703019655868e+16,2.74007910921568e+16,3.524358893256616e+16,7.21523922829391e+16,3.8324257320096e+16,4.45245722695424e+16,3.70807381051338e+16,2.5339784326915664e+16,3.01919910582184e+16,8783333333333334.0,8820000000000000.0,1.059e+16,1.5733333333333334e+16,1.3433333333333334e+16
b2114,METTRS,metG,5534660492349867.0,4477903772177735.0,3922332559457700.0,4157896969428533.0,1727775926616833.8,543782431030299.8,1195797514405000.0,640346334173299.9,1141527781413599.8,2051765507395100.0,3411273907744200.5,1910832408096000.0,1531016338332799.8,765679669766899.9,817672059391733.1,748759665036000.0,3256666666666667.0,3626666666666667.0,3596666666666667.0,3700000000000000.0,4046666666666667.0
b3816,NI2tpp,corA,,,,,,,,,,,,,,,,,1413333333333333.5,1060000000000000.0,623333333333333.4,433333333333333.4,456666666666666.7
b0963,MGSA,mgsA,1.2426694884760534e+16,7523910338454534.0,1.2624728175255998e+16,9514931106610534.0,8145796312394400.0,6290944400211799.0,1.29490825403654e+16,6607690822485866.0,9418467561806398.0,1.04357715189687e+16,1.0366277134873002e+16,1.3693091428315998e+16,1.16332067629712e+16,6131861479604699.0,6919673393333799.0,9037579550491998.0,3470000000000000.0,2923333333333333.0,3500000000000000.0,2543333333333333.0,2096666666666666.8
b0118,MICITDr_reverse,acnB,4.946387283303146e+16,3.976534142591359e+16,4.366370332973263e+16,3.579818432324401e+16,2.437963859862497e+16,1.96879164940108e+16,4.452374754345614e+16,2.23388174704568e+16,5.10541060881992e+16,3.009868394409676e+16,4.219341208896976e+16,4.855450388441999e+16,5.56626954449176e+16,3.56010901025696e+16,2.66589041176458e+16,3.677575706559359e+16,3.0176666666666668e+16,3.9493333333333336e+16,3.1046666666666668e+16,2.0806666666666668e+16,1.5466666666666668e+16
b3417,MLTP3_reverse,malP,591475769380266.6,464185186362800.0,171913253256733.3,379701257083866.7,42929762983400.0,50343969246199.99,91859215324933.34,,61798818190399.99,143957279906933.34,160396024108933.38,139712902804000.0,81478683406400.0,65564880232600.0,58322259060999.99,38542713211999.99,1853333333333333.2,2166666666666666.8,2620000000000000.0,2500000000000000.0,1630000000000000.0
b4322,MNNH,uxuA,2654492541980800.0,1908448691114000.0,1539799025349599.8,1682680089455866.8,1381475803335267.0,2924343486712199.5,2483271876812133.0,1321653630537933.5,1869460777580800.0,1808938660525433.2,2452326800392033.0,2296531283683200.0,1892746586912800.0,966268058807800.0,2608135021128266.5,2280192977514399.5,2810000000000000.0,1943333333333333.2,1320000000000000.0,886666666666666.8,566666666666666.8
b3633,MOAT2,waaA,41599140780799.99,52046431882666.67,65763221360433.34,55622571646133.33,53202497468766.67,,,,,93906626973466.66,51916175567399.99,,40985501859200.0,,,,,,,,
b2877,MOCDS,mocA,471037118868266.7,,,101435947843066.69,,148832214503700.0,159274920687133.34,68114832052033.35,101088224103199.98,78805590101966.66,93776210359799.98,117948015598399.98,63200033676000.0,57131356411500.0,39729206532399.99,325460642691199.94,,,,,
b0134,MOHMT,panB,1170144752331733.2,727754610061733.4,899532475818300.2,798336013006933.5,524325717574266.7,228096580261200.0,924319215640600.0,655602270154299.9,795278805226399.9,757695691071066.8,2234509546420167.2,916116204365600.0,766215632978399.9,557510366348600.0,226559214678866.7,159616115736799.97,9843333333333334.0,9140000000000000.0,7260000000000000.0,7213333333333334.0,6723333333333334.0
b0009,MPTAT,mog,4523088814275200.0,2571794254849867.0,3708239653234300.0,3497479737365599.5,2053438607242066.5,1777516522788299.8,3330614911918666.5,1854729156902500.0,2961647516472800.0,2588809934592467.0,4073442838443767.0,3441382490329600.5,2984274291191999.5,1737371237212099.5,1508274850563799.8,2296636548530399.5,646666666666666.8,570000000000000.0,553333333333333.4,433333333333333.4,400000000000000.0
b0826,MPTSS,moeB,1000561679910400.0,101494553689200.02,154893542697466.66,342097771994533.3,348556586382133.4,230717632167400.0,445108301529666.6,197013880600133.3,519851202932000.0,270996744917666.62,557803171294400.0,194557790920000.0,442392873817600.06,301887607669200.0,50700748261533.33,520079677304000.0,,,,,
b0529,MTHFD_reverse,folD,1.774443501910293e+16,1.3165079133747332e+16,1.51909077371764e+16,1.5509263476293068e+16,1.2900471806338032e+16,4302271351800100.0,1.0016634068202666e+16,4583590206801034.0,7588639792862400.0,9306141506806768.0,1.59414318835204e+16,7521478752024798.0,7642570211377600.0,6354288110791600.0,3695895378827666.5,5191061474335199.0,1206666666666666.8,1376666666666666.8,1543333333333333.5,1676666666666666.8,1670000000000000.0
b3941,MTHFR2,metF,3.9737291135189336e+16,3.304404705407493e+16,3.346466284480937e+16,2.6903184920484136e+16,2.5269767912170764e+16,4447620859624600.0,1.4693717158705e+16,7559798871414899.0,1.2723214199270398e+16,1.4753152648378868e+16,3.57414487886541e+16,1.3969845602432798e+16,1.3880544486241598e+16,7649131676401600.0,5818068476148133.0,8517477176124000.0,2320000000000000.0,3400000000000000.0,4983333333333334.0,6346666666666667.0,6246666666666667.0
b1059,SARCOX,solA,1.2619498864505598e+16,9798330624199600.0,1.1604896622089364e+16,1.0924793588616134e+16,7997604990662366.0,2778184743726699.5,6192380786196799.0,3042108911754500.0,4253978884005600.0,5351309468244299.0,9271049495165732.0,6096531840878400.0,6005233164335999.0,4353710165731500.0,3604125412764800.0,4324871855808000.0,916666666666666.8,1093333333333333.4,953333333333333.4,910000000000000.0,990000000000000.0
b1109,NADH9,ndh,450347550133333.4,447003934710666.6,225432058697466.7,436413997992933.3,44742000877533.336,,,,,112655011652700.0,388055966852700.0,37578556208800.0,,41381566977099.99,,39569615542399.99,1176666666666666.8,1046666666666666.8,1046666666666666.8,1046666666666666.8,1400000000000000.0
b2615,NADK,ppnK,393659234667733.25,243625116893200.0,332578275247599.94,306994935172800.06,79811709672266.67,,102557948218266.69,75177469157000.02,94350859815200.0,307559746514466.6,185938775072933.3,606646055854400.0,121473247633600.0,750018915956099.9,,58684561695199.99,336666666666666.7,343333333333333.4,256666666666666.7,223333333333333.3,206666666666666.7
b3028,NADPHQR4,mdaB,2861282484316799.5,1968727036795866.5,2107273062026966.8,2091145175994933.2,1616226289179800.0,386807057681100.0,965104754353133.4,380982399469433.4,953362261844800.0,1002239061947000.0,3527577631347500.5,1495262022659999.8,862788022887999.9,1260769450024699.8,1424855481070999.8,1575869457114399.8,910000000000000.0,1450000000000000.0,1226666666666666.8,716666666666666.8,663333333333333.4
b1740,NADS1,nadE,3.835068617997226e+16,3.1196863645915336e+16,3.973597777907693e+16,3.046572544685786e+16,3.370327111542997e+16,1.1112479241189898e+16,2.0553312189841604e+16,1.3134210590368334e+16,1.91595997145064e+16,1.7562217594147964e+16,2.9425930375080868e+16,1.5008149346733598e+16,1.5288125256628798e+16,1.1771093340488998e+16,1.39293344884958e+16,1.4360656945186398e+16,4866666666666667.0,4686666666666667.0,5160000000000000.0,4320000000000000.0,5050000000000000.0
b0931,NAMNPP,pncB,1945921668983466.8,1547725426228799.8,1139275022987133.5,1420649498947466.8,315617520252666.7,55484556238999.99,175536332929533.3,91678000037300.0,182707435624000.0,875700668158166.5,1075867675169333.4,655658348776799.9,352645309953599.94,162348399948699.97,116735997720466.64,139025170943200.0,1340000000000000.0,1590000000000000.0,1503333333333333.5,1316666666666666.8,1480000000000000.0
b1768,NNAM,pncA,1368197586361599.8,1083060833680000.0,1296940978383299.8,981286451748400.0,971722390933133.4,716949054261299.9,1187688352805933.2,448129948441900.0,821258500097599.9,618460246965766.6,1085335397993500.0,537473903863200.0,836103953247200.0,558482539853700.0,669788927269733.2,580356025351200.1,750000000000000.0,646666666666666.8,573333333333333.4,580000000000000.0,536666666666666.7
b0639,NNATr_reverse,nadD,142526764845866.66,,,41784514858800.0,,92855337980300.0,35895234927933.336,,112129908913600.0,,60521155376700.0,,122514692830400.0,211619331382200.0,,172572653599999.97,,,,,
b1991,NNDMBRT,cobT,1152516633492266.5,1186484250195066.8,1146214567502833.2,1681717106570667.0,968435178573466.8,301041888392699.94,829262364764599.9,418103847063733.4,582862462308800.0,1058317177874433.2,1367430163588333.2,1093044786882400.0,604901247225599.9,296708816056099.94,837806607726733.1,591290738414399.9,,,,,
b0109,NNDPR,nadC,4778248583969066.0,2945748583904000.0,4024030252441100.0,3680986670782400.0,3753810213360800.0,1452135260352699.8,3149810812942733.0,1417371158139966.8,2149787568452800.0,2217499206762332.8,4131401330038100.0,2476767512610400.0,2338877658541599.5,2038275650248600.0,1850803840361666.5,2077081346064800.0,1323333333333333.5,1333333333333333.5,1186666666666666.8,1013333333333333.4,1060000000000000.0
b2552,NODOy,hmp,2059393586602666.8,1226125751491200.2,1361023331390966.5,1650360931613333.5,3128440839877399.5,507009672418900.0,1680081452318533.5,342587145024300.0,811036700088800.1,843448630380633.4,2190173285647532.8,1345305385992799.8,1178288247396799.8,808204986028999.9,1046061099756200.0,1066163027382400.0,,,,,
b2744,NTD9,surE,2454235045011199.5,1872499356716800.0,2318167696799566.5,1959522996004000.0,2227689603997532.8,1992003701648100.0,2188272768305866.8,1142328098054133.2,1595827032013599.8,1429463025200533.0,1943338571373066.8,1557474726663999.8,1362723808872000.0,1151517195768799.8,1934384179822600.0,1645731946965599.8,,,,,
b4394,NTP12,yjjX,4429625108657067.0,2671019394857334.0,4653736913292066.0,3580298433985467.0,2426201342651167.0,960690430319200.0,2408304643942600.0,1357368870167100.0,1878981646390400.0,2190105889171432.8,3895755682311665.5,2615332216450400.0,2275913983623200.0,1436592163172599.8,1152038610980399.8,1841617178152000.0,,,,,
b4161,NTP5,rsgA,3852452145018667.0,2588241777675867.0,3158584108849899.5,3006200493354800.5,2048844726586833.2,774056532258799.9,1668651576347599.8,932249060307166.8,1113154232689600.0,1538451698304299.8,2591876187954067.0,1399828664496799.8,1457680079015199.8,1021107582692400.0,738386992756600.0,963063372764800.0,916666666666666.8,840000000000000.0,713333333333333.4,576666666666666.8,606666666666666.8
b0980,PHYTSpp,appA,385042805431466.7,361950594271466.8,662425654445233.2,413264009786133.4,524523794727600.0,551503877882300.0,319666710161933.3,225007812243466.62,264256010297600.0,228179811550633.3,380328849318466.7,132181037607199.98,164098188006400.0,198575694818900.0,396893717143733.4,364395057743200.0,,,,,
b2954,NTPP9,rdgB,8879125964417066.0,6917768984298667.0,7634147772421432.0,6682638170167868.0,7533148924433066.0,3137000120568999.5,6403343524316267.0,2592693500085900.0,4356880326242400.0,4204781980319233.0,7213363549353366.0,5053740233695200.0,4970146173577599.0,3818468765265700.0,3964815205737465.5,5144508627916800.0,586666666666666.8,706666666666666.8,833333333333333.4,843333333333333.4,886666666666666.8
b2781,NTPP8,mazG,62061332219733.34,35146889848000.0,246984866248966.7,88511660263600.0,176734555325766.66,,,38971348153000.01,,59186297071233.34,169760028363499.97,118059977116000.0,84528121842399.98,76075810427399.98,,233109984092800.0,,,,,
b2034,O16GALFT,wbbI,241032436676266.7,196836058699466.62,163588768773200.0,210751969490533.3,795245178240466.6,,49675227355000.01,,39132814109599.99,88944137837866.66,307243747516666.7,53987009388800.0,,,,,403333333333333.4,463333333333333.4,543333333333333.4,563333333333333.4,623333333333333.4
b2032,O16GLCT1,wbbK,,,,,,,,,,,,,,,,,353333333333333.4,,,,
b3187,OCTDPS,ispB,2457871068698667.0,1342287211033066.8,1956683881665432.8,1843514362526666.5,830599052877066.8,69930331655800.0,585307714672200.0,370387534198066.7,447102882538400.0,942919767046100.0,1585856244097666.8,1087969260450400.0,849603943758400.0,633387770227800.0,94414593525266.66,146104756852799.97,823333333333333.4,816666666666666.8,983333333333333.4,886666666666666.8,1056666666666666.8
b0180,OPMEACPD,fabZ,2.12558351107744e+16,1.1583533529390666e+16,1.1034019702485e+16,1.4706816358294668e+16,5306111283166067.0,2437840662527199.5,6340492536032201.0,3802942724722766.5,5606280496764000.0,7378632465442066.0,1.3778653197125332e+16,8543780293358398.0,7559622505577602.0,5574117632794199.0,2964662580913733.0,3342182821559999.5,6630000000000000.0,8953333333333334.0,1.0383333333333334e+16,1.1493333333333334e+16,1.351e+16
b0907,OHPBAT_reverse,serC,9.415770243131309e+16,7.226632304973574e+16,9.091879039946846e+16,7.679824898980078e+16,7.178759531074387e+16,1.2868384911969998e+16,4.007480173427639e+16,2.0101466235631496e+16,3.00108033287528e+16,3.3417297770955268e+16,6.209729199713723e+16,3.42397654929664e+16,3.41380224977608e+16,2.7062909137163896e+16,1.724059417922086e+16,2.08440581530456e+16,1.4086666666666668e+16,1.885e+16,2.0033333333333336e+16,1.9893333333333336e+16,2.6673333333333336e+16
b0662,OMMBLHX,ubiF,1070306801918933.2,869928540466533.4,1054099960099333.2,942482155525866.8,38454414690333.33,52012525223399.99,108578076733533.31,130440340922799.98,290725490872000.0,719662917421400.0,470822175780300.0,481770725730400.0,409039040452000.0,179078095378699.97,73802995626066.66,86742260288800.0,290000000000000.0,240000000000000.0,200000000000000.0,200000000000000.0,196666666666666.7
b1281,OMPDC,pyrF,9849060650506668.0,7051792069597332.0,9165264864339268.0,7206235327474402.0,1.1462090848000968e+16,2130880154040400.0,6697951037221600.0,2099865400147932.8,3745983909987200.0,4091566275969867.0,8108706634141901.0,4088580454306400.0,5005474334599999.0,4061925152962600.0,2204941947410400.0,4145922292407200.0,566666666666666.8,753333333333333.4,986666666666666.8,1030000000000000.0,1416666666666666.8
b2907,OMPHHX,ubiH,674487342767999.9,578584380160266.6,699778986488166.5,682506910302933.2,218297555455733.3,113263702781599.98,486187666941600.0,190427602204800.0,309408058982399.94,374408810592400.0,676549759080733.4,435867830628000.0,487984451111200.0,389414035301900.0,204572329291733.28,363312488391200.0,,,,,
b0350,OP4ENH,mhpD,77443611742933.33,,,52881483052533.32,,95831236937099.95,40189038071000.01,34105051144200.0,,,99761863876400.0,196185766392000.0,43327922789599.99,,,2620564966241600.0,,,,,
b3835,OPHHX,ubiB,,,,,,,,,,,,,,,,,353333333333333.4,353333333333333.4,373333333333333.4,326666666666666.7,316666666666666.7
b3642,ORPT_reverse,pyrE,2133600529142400.0,952844944792533.4,985101589412200.0,1256047858255866.5,1185428556570700.2,136983459673199.98,707158579949466.8,152658354739866.7,485038437599200.0,592133323041633.4,1316735996153466.8,1157807795739999.8,646125538277600.0,192359364083600.0,313215519945533.4,1635285906570400.2,,,,,
b1014,PROD2,putA,754585402412799.9,91597545521066.69,63270375402700.0,150298326347866.7,49908087502433.33,,,34557868305366.67,65744716203200.0,57030931526266.66,36131324424233.336,108186908716800.0,40189815671200.0,,90813536612333.31,,,,,,
b0386,P5CR,proC,1.6065632700066134e+16,1.2197542965342e+16,1.995910788985844e+16,1.54033413199456e+16,1.13970152071621e+16,6966014348492498.0,1.2256037427380066e+16,9082427295218000.0,1.22365475044784e+16,9623712028362098.0,1.5026694136661568e+16,9760458287230398.0,1.0739942599438398e+16,6321551851883799.0,7869104804231734.0,8708762697673600.0,4140000000000000.0,3233333333333333.0,2380000000000000.0,2123333333333333.2,2030000000000000.0
b1398,PACCOAL,paaK,,,506312844651100.0,,,,,47382460289233.34,62148674451200.0,,49541062705899.99,,99894385774400.0,,,142813252157600.0,,,,,
b0133,PANTS,panC,1.5063540139541334e+16,9944951803814534.0,1.3886380922103764e+16,1.1121739601377066e+16,1.2959606722454532e+16,4567527863674299.0,8445857888406466.0,4691859722781134.0,7461774507886398.0,7312907701473866.0,1.2294432955288536e+16,7670386441518400.0,6953998726821599.0,7444966222950198.0,5810428938585333.0,7067946581188001.0,3796666666666667.0,3486666666666667.0,3053333333333333.0,2710000000000000.0,2840000000000000.0
b1638,PYAM5PO,pdxH,9782682859552000.0,7362203518415202.0,9569828506998034.0,8382736434638534.0,9437190282030234.0,2842148844369799.5,5989765428364466.0,3011238652969533.0,4801512345883999.0,5287440552994199.0,7114834114281967.0,5103441235494399.0,4877596184923199.0,3730786395933800.0,3445461082496400.0,4111520813635200.0,1946666666666666.8,2030000000000000.0,1816666666666666.8,1770000000000000.0,1816666666666666.8
b0766,PDXPP,ybhA,3346093941771733.0,2123912827480266.8,2755647543314967.0,2534612966579867.0,1711487488882533.0,100875752926200.0,1271078582578133.5,341548628953533.4,831668354167200.0,1521613744688900.0,2281493959833500.0,1809766618951200.0,1777646805788000.0,1027248776990100.0,295459265045266.6,576138798186400.0,,,,,
b2320,PERD_reverse,pdxB,6243368444115199.0,4056964655326800.0,5377391977111167.0,4762302835572799.0,2015364424884966.8,649182395059099.9,1938903268691133.2,1006790579531266.8,1516273403927199.8,3051080707028133.0,3543356310794767.0,2360870295600000.0,2394938685347999.5,1167343378701499.8,727115569066333.4,978133654313600.0,2480000000000000.0,2243333333333333.2,2296666666666667.0,2043333333333333.2,1903333333333333.2
b3546,PETNT181pp,eptB,210741548209066.7,149915292972666.7,136205394869133.31,144260126679199.97,419696971075566.6,1304794502742499.8,456271591106933.3,320984025475666.7,316934121940799.94,230704698293366.62,293925775225500.0,490973657796000.0,338786518652799.94,266331167141200.0,788651523112933.4,510415207704800.0,230000000000000.0,,,,
b3916,PFK,pfkA,3.0082718393514668e+16,2.059402948241333e+16,2.7784371599670268e+16,2.1585374672483064e+16,2.055195433720184e+16,7931769200802998.0,1.795122735041653e+16,9025541544439734.0,1.3179022928028796e+16,1.3829178501304498e+16,1.8792754227839468e+16,1.19870817503456e+16,1.0750739942304e+16,8210426830863598.0,8079623903310667.0,1.0293765654238398e+16,5806666666666667.0,5676666666666667.0,6353333333333334.0,6063333333333334.0,6313333333333334.0
b3176,PGAMT_reverse,glmM,1.3347089847885864e+16,9949797443751200.0,1.1824450768411198e+16,1.0763208242570934e+16,9414870770041668.0,3355806448486099.5,7472887653231866.0,3335801972970166.0,4866916970211999.0,6406566509005633.0,9923171092792434.0,7662040349185602.0,6652407648839199.0,4947136236126699.0,3516640841899533.0,4621371018164000.0,3206666666666667.0,3303333333333333.0,3286666666666667.0,3023333333333333.0,2920000000000000.0
b2913,PGCD,serA,4.630099942625493e+16,3.77286646856308e+16,4.130041697697426e+16,3.526643959969294e+16,1.82948618341772e+16,4521641737832799.0,1.3382920985560534e+16,6079835067983132.0,9081026601368798.0,1.3272252365462898e+16,2.74613006714009e+16,1.3998206918971998e+16,1.4439814937526396e+16,7907865218063998.0,5954088060472199.0,6483969483551200.0,1.2633333333333334e+16,1.5456666666666668e+16,1.8826666666666668e+16,2.662e+16,3.069e+16
b4025,PGI_reverse,pgi,3271614576855466.5,2627180013030533.0,1984964143682100.0,2297295719939733.0,2372445338821633.0,784073943028599.9,903797715878200.0,483579365033266.56,619190377385599.9,1332524938210866.8,1982780167882033.2,941548499693600.0,626768653326399.9,572926281187399.9,646372611428133.2,744906210268799.9,1.3403333333333334e+16,1.2006666666666668e+16,1.2396666666666668e+16,1.1786666666666668e+16,1.1353333333333334e+16
b2926,PGK_reverse,pgk,1.834532489567744e+17,1.4346950417085069e+17,1.9486634650660026e+17,1.4445096904296707e+17,2.104606804782804e+17,9.36226238650402e+16,1.3718245850973213e+17,8.480134338331736e+16,1.269847363624256e+17,1.153946945923546e+17,1.55042653474923e+17,1.0880542251177998e+17,1.0189651247992958e+17,8.63661464113945e+16,1.0006681732783853e+17,1.1892622169176878e+17,4.743e+16,4.166e+16,4.135666666666667e+16,3.779666666666667e+16,3.72e+16
b0767,PGL,pgl,3.594375263193813e+16,3.1411672529609868e+16,4.851843180395746e+16,3.0722026468858668e+16,3.4901934502218868e+16,2.6641243481225096e+16,2.6727700220736664e+16,2.479224035161263e+16,3.57863880910176e+16,2.54582189889204e+16,3.0838098773334136e+16,2.32076981559488e+16,2.38686433093456e+16,1.8696871056570696e+16,2.624852812690533e+16,1.85036332759688e+16,9130000000000000.0,6246666666666667.0,5656666666666667.0,5233333333333334.0,4570000000000000.0
b3385,PGLYCP,gph,8990146135042131.0,6686900030540799.0,9205609153991732.0,7543467373766800.0,6434304330214166.0,2028023079608399.2,4656868465346934.0,2582118384021900.0,4542112936240799.0,4624992226688333.0,7358571460584566.0,5588202256010400.0,5235566518352000.0,3077960615090899.5,2363401979208599.5,3208017394159999.5,803333333333333.4,1020000000000000.0,,,
b3412,PMEACPE,bioH,1074585434666666.8,879534680353466.8,1148609798004899.8,918650572987466.8,291223147590866.6,322106451407999.94,497282572586800.0,214762992069900.0,332272261078399.94,569791172877266.6,747220459077200.0,663868240351200.0,506435977984800.0,237007097843600.0,389820268675199.9,376767234090400.0,,,,,
b2103,PMPK,thiD,297421174794666.6,196492418714666.7,97648021361966.66,228593920423866.62,176027233720933.3,56283145840599.99,84880780743200.0,36678983401399.99,91758645798399.98,429740492890300.0,144062191037100.0,157818517976000.0,164446995466399.97,176511952454599.97,70751272633066.66,94870226251200.0,5103333333333334.0,4740000000000000.0,3876666666666667.0,3683333333333333.5,3510000000000000.0
b3974,PNTK,coaA,692005027119999.9,560745495527466.56,533550028611533.4,514631714806533.4,210020791003500.0,106313799354699.98,264481361521000.0,187565763151533.3,350478523856800.0,458311007134033.4,562445608013600.0,362178944943200.0,268550898468000.0,213066923737500.0,109286341068666.66,179802745434399.97,300000000000000.0,350000000000000.0,300000000000000.0,233333333333333.3,243333333333333.3
b0871,POX,poxB,1059948786192000.0,1197710696013066.5,1218763507425433.5,741324241209066.6,207834679254266.7,91575894886699.98,209759169191866.62,205065797623000.0,358129957185599.94,517670060060333.4,797796877380933.4,436028664571200.0,350451856003199.94,166528336974999.97,74910582772666.66,169540397784800.0,8150000000000000.0,5713333333333334.0,4506666666666667.0,3570000000000000.0,2690000000000000.0
b0369,PPBNGS,hemB,7694193278064000.0,5604496379923467.0,8137360577893699.0,6053020176411599.0,5821883027830433.0,1940576493713900.0,4369023733520333.5,1998992625872200.0,3117255945524799.5,3284536750838566.0,5825235970946300.0,4095334276790400.0,3959133276379200.0,2825692389079699.5,1983771721192800.0,2383544199042400.0,4210000000000000.0,5160000000000000.0,4203333333333333.5,2850000000000000.0,5240000000000000.0
b3956,PPC,ppc,6900775672580267.0,5291476674522268.0,5413611669647765.0,4710677626484667.0,1642279846990599.8,375519766183100.0,631553328741400.0,403309603325033.4,512093193173600.0,2033432670490900.5,3707245056734867.0,1591860331956799.8,1064063503486400.0,422530367098700.0,410534357927466.56,662986744065600.0,7733333333333334.0,1.0243333333333334e+16,1.235e+16,1.2623333333333334e+16,1.5936666666666668e+16
b3639,PPNCL2,coaBC,280709493541333.28,220829176004266.7,325615130206633.3,214416259949733.3,116883909289333.34,50362714875899.99,45823392571666.67,51543352529466.67,,200925917221966.62,218886960340366.62,387580712661600.0,72092532407199.98,,101037226020866.69,48880044871200.0,1740000000000000.0,,,1280000000000000.0,
b3403,PPCK,pckA,1.9576820741819736e+16,1.4804201506848134e+16,1.7347311263602664e+16,1.5765274753279334e+16,1.77025341692483e+16,3.00816285989009e+16,3.7453571925808136e+16,2.147835532769797e+16,3.94883382820168e+16,3.230512894810917e+16,3.0560558875247468e+16,5.35038691976016e+16,4.71928582490144e+16,3.686456406746259e+16,3.494128584978753e+16,3.644694610068e+16,1.958e+16,2.2826666666666668e+16,1.7643333333333334e+16,9773333333333334.0,4213333333333333.5
b2501,PPKr_reverse,ppk,,,,,,,,,,,,,,,,,290000000000000.0,293333333333333.4,260000000000000.0,220000000000000.0,216666666666666.7
b4383,PPM2_reverse,deoB,1.987278967013973e+16,1.5240898248860664e+16,2.419283219582273e+16,1.557029652854573e+16,1.7997332646819468e+16,1.4073081696242798e+16,1.4039537833900802e+16,9375236899302098.0,1.40677057561328e+16,1.1071675536093732e+16,1.7409332628707964e+16,1.0721240132403998e+16,1.0707867296544e+16,9149762715997398.0,1.2211625841380534e+16,1.1993013655983998e+16,6893333333333334.0,4976666666666667.0,3936666666666667.0,3260000000000000.0,2796666666666667.0
b2600,PPND,tyrA,1169081085688533.2,548513933437866.7,877953745991366.5,759727797172399.9,173334415012466.66,94119479330799.98,235117648079600.0,96790115837633.34,203228386875200.03,492221891566366.7,396315739277900.0,447194627964800.0,171862180901600.0,348232083019099.94,202697231237599.97,207179428446400.0,400000000000000.0,353333333333333.4,353333333333333.4,783333333333333.4,736666666666666.8
b2599,PPNDH,pheA,1.6451462195620264e+16,1.4538664990423468e+16,1.1018664486234532e+16,1.398280998306733e+16,4977024699409068.0,4109687924498100.0,6903867604263066.0,6504385808130568.0,6809824677847999.0,1.0009564076972366e+16,1.1835484001954568e+16,8372290218866398.0,6721265547904799.0,3308607903640200.0,6133915562057800.0,4585267052139200.0,1656666666666666.8,1716666666666666.8,1770000000000000.0,1456666666666666.8,1540000000000000.0
b3850,PPPGO3,hemG,2731107685913600.0,1368416780995599.8,1305095184127266.5,1036543373856666.8,1121402023736733.4,306384430343599.94,794499298479466.6,591123871645799.9,561678744410400.0,1331985621892833.5,1336425009783000.0,3509948581559199.5,922651940292800.0,957947138134699.6,106963530687933.34,993800883351200.0,196666666666666.7,206666666666666.7,193333333333333.3,183333333333333.3,206666666666666.7
