bnumber,glucose_heinmann,NaCl_50mM_heinmann,pH6_heinmann,42Cdeg_henimann,anaerobic_heinmann,Chemostat_heinmann_012,Chemostat_heinmann_05,galactose_heinmann,acetate_heinmann,glycerol_heinmann,glucosamine_heinmann,fumarate_heinmann,succinate_heinmann,pyruvate_heinmann,Chemostat_heinmann_02,Chemostat_heinmann_035,Chemostat_vilu_011,Chemostat_vilu_021,Chemostat_vilu_031,Chemostat_vilu_04,Chemostat_vilu_049
b0822,1580732405255466.8,1125124064996399.9,1580866728389799.8,1087367572905600.0,1267307853640799.8,192584281050699.97,835257026074466.8,280307569108900.0,437255692942400.0,535162815841166.56,781123982959766.6,405598624385599.94,504679614479999.94,395229135641899.94,228907064264266.62,267177384679199.97,,,,,
b0825,541517624780799.94,532979730233066.7,577342123679533.4,390784526958933.4,237222675108866.62,49607177889500.0,167819114070399.97,47853833647133.336,211233298505599.97,214429734744966.66,476443609798933.4,251301681735999.97,111477603513600.02,255063535622699.97,,,,,,,
b0826,1000561679910400.0,101494553689200.02,154893542697466.66,342097771994533.3,348556586382133.4,230717632167400.0,445108301529666.6,197013880600133.3,519851202931999.94,270996744917666.62,557803171294400.0,194557790920000.0,442392873817600.06,301887607669200.0,50700748261533.33,520079677304000.0,,,,,
b0827,5501828797849599.0,3784527724826800.0,4744094193290767.0,4525541881725199.0,2119357934874866.8,671190062748099.9,2176648602984266.2,1068600551549266.8,1470623847390399.8,2554631531070499.5,4208861821021867.0,2375485109526400.5,2333480097331199.5,1880313992869900.0,832276240584066.6,1587140225966399.8,883333333333333.4,786666666666666.8,840000000000000.0,766666666666666.8,760000000000000.0
b0828,2005108185336533.0,1822116463719067.0,2815521178883967.0,1917732141977866.8,2177420408472866.8,1342329909757899.8,1885923865564266.8,817583061883133.1,1663845972199999.8,1304782168345899.8,2328280453947266.5,1527071688611199.8,1562822516119200.0,1622263763455300.0,1424015011650733.2,1216506927783200.2,,,,,
b0830,,,,,,,,,,,,,,,,,2770000000000000.0,2380000000000000.0,2326666666666667.0,1926666666666666.8,1933333333333333.5
b0835,3378510926246399.5,2403873512184667.0,1865522999909399.8,2167335821772800.0,837823921936233.5,177121843341799.97,1074638891568666.8,231569817537766.7,492271314485599.94,1158766947398766.5,2152169105666400.0,1115511972165599.9,1274808896723200.0,542132057367600.0,184556926536399.97,348629677503200.0,,,,,
b0837,924540575406933.2,765257022723200.0,847376598534999.9,793720120508933.4,808050039282000.0,700931340862899.9,788643029077800.0,501223801503533.25,851022129933599.9,632678133758000.0,954748413440833.4,529216687866399.94,766370815299200.0,445460554079800.0,550342828467666.7,417814959714400.0,,,,,
b0838,1.9396059293398396e+16,1.4833385434244532e+16,1.8461898952614696e+16,1.5558270760279334e+16,1.3227952439514266e+16,8487250562245700.0,1.624019490879933e+16,9277508423359100.0,1.30298196645936e+16,1.1522067961061698e+16,1.7779178335062834e+16,1.31611388911112e+16,1.3215076025348798e+16,1.0273280897690998e+16,1.0229639500624864e+16,1.115300216672e+16,6526666666666667.0,5890000000000000.0,5190000000000000.0,4913333333333334.0,3873333333333333.5
b0839,1.22871770207584e+16,9343729653507200.0,1.1003794081622166e+16,1.0953844544671466e+16,9719501700080732.0,1.4520875973986898e+16,9171867266870536.0,7297844840870734.0,1.0155751419703198e+16,7795798696393200.0,9776076969783666.0,6859641418208800.0,7612039506656000.0,6349547533718199.0,1.1047970513804398e+16,7598002921336000.0,5920000000000000.0,4583333333333334.0,4196666666666667.0,3396666666666667.0,3073333333333333.5
b0840,1752287114302933.0,768734707965466.8,1490212608445999.8,1733543381027733.2,894760004904433.4,930592265119999.9,1232853437133066.8,634025407130000.0,881759069517600.0,756858452929399.9,1578490491388400.2,845840104063999.9,886168985513599.9,753618718895699.9,333736251352533.3,2536916979981599.5,,,,,
b0842,181787897074133.3,43570132668533.336,,,443771604932400.06,158009466077400.0,70108256257866.67,,,,193753742793400.0,,115934014463999.98,,43496953637866.664,,,,,,
b0844,1134861734710400.0,1246540308111466.5,2035496223160033.0,624812971407333.2,1084044812762500.0,60479530791400.0,617221600428333.2,362386196740166.7,510259327874399.94,868718892026933.1,1360130935578899.8,897248288999199.9,557933875853599.94,305990945957199.94,387243399834866.6,595098379060799.9,,,,,
b0849,8073812665660802.0,5325319678927734.0,6946685447707400.0,5910856761249066.0,5796921380494300.0,2951910685574899.5,4259036300116000.0,1760274866636866.8,4423708008947999.5,3247885985588766.0,6764834010314300.0,3505004432623999.5,3442007024384000.5,2661363402424999.5,4354251803098999.5,4437258661185599.5,,,,,
b0851,8242532835110400.0,7061826083052534.0,7264830774417932.0,5969835068904934.0,5108869317704934.0,2583607263120799.5,4650878803929800.0,2326210948230633.5,3620680722101599.5,3779266181295699.5,6067388199575999.0,4841071097605599.0,4594036683578400.0,2893231326331499.5,2944174218746933.0,3422132694899199.5,496666666666666.7,496666666666666.7,423333333333333.4,456666666666666.7,406666666666666.7
b0852,528041849532800.0,389540379437066.7,308950355016399.94,385098607207066.7,308992454822733.4,494754497779500.0,234670882509266.7,106679019146433.34,180044944956800.0,564819118156666.8,524815177237833.25,361641710767200.0,377619499823999.94,302032000587799.94,82963835303066.64,475400611945599.94,,,,,
b0854,2.18847764601504e+16,1.3946344700683734e+16,2.22643040178433e+16,1.8079704334216932e+16,1.78415482110287e+16,3.01503240324706e+16,1.9414359873705336e+16,1.485558902981433e+16,1.92972744515792e+16,1.2349226103024266e+16,2.134536156463437e+16,1.2970252763831198e+16,1.47347521087584e+16,1.38467856822106e+16,2.4945212477133664e+16,2.27724964712616e+16,1.875e+16,1.2323333333333334e+16,8860000000000000.0,7003333333333334.0,5663333333333334.0
b0855,757770362263466.8,541674731000666.56,659966907013966.6,593849650220400.0,319845411368833.3,95787613306699.98,465456325679799.94,135686599758066.64,255375879690400.0,537250733249799.94,504486889789100.0,588163547337599.9,348513912648000.0,208869145601899.97,83225113179266.67,335709056540800.0,660000000000000.0,643333333333333.4,463333333333333.4,376666666666666.7,
b0859,41944886404266.664,,,,,,,,,,106964896276800.0,,,,,,,,,,
b0860,5.542267232923199e+16,4.2188790614604664e+16,4.962418467353313e+16,4.1378975058076136e+16,6.201466827973187e+16,4.633121501408469e+16,3.924057189010227e+16,2.4945068877877136e+16,2.4899409586119996e+16,2.487455613631926e+16,4.355855509847526e+16,2.7956036822563996e+16,2.8433957901492796e+16,2.6309397092988796e+16,5.796207388906146e+16,3.978794716520959e+16,6820000000000000.0,9806666666666668.0,1.399e+16,1.2526666666666668e+16,2.366e+16
b0863,2.753712295593706e+16,2.5090313662241336e+16,3.619267760489103e+16,2.4054164968359868e+16,3.741750085235867e+16,3.85275852093293e+16,3.781360434173314e+16,1.7828543635958768e+16,3.0453956739287996e+16,2.2640999800393136e+16,2.9274351627234864e+16,2.58853220458608e+16,2.6965657331336e+16,2.2007509037574196e+16,3.72960609645404e+16,4.278248365608959e+16,1.1113333333333334e+16,9080000000000000.0,9983333333333334.0,1.0703333333333334e+16,9146666666666668.0
b0864,7045484467578668.0,5385584434100268.0,7188729032087033.0,5420855332613467.0,4989650761828334.0,2956326373466899.5,4579866238563200.0,2652270000524333.0,4157793884928800.0,4366888194785299.5,6009464756468168.0,4868378511999200.0,4094185162854399.5,2956057719486200.0,3292418774615666.0,3390775739234399.5,1133333333333333.5,,803333333333333.4,700000000000000.0,810000000000000.0
b0865,3283774646847999.5,2295591651117333.5,3260187622587099.5,3561931878147066.5,1723333523569800.0,4485765257059800.0,3522698537589400.0,1575162868318466.8,2886275010295999.5,2372318557232533.0,2883293515914133.5,1634989044240000.0,2394143099306399.5,1640455306821799.8,2498968839045066.5,3067347008662400.0,1526666666666666.8,1106666666666666.8,963333333333333.4,796666666666666.8,603333333333333.4
b0866,2399699164170666.5,767388197971733.4,1155034088904199.8,1124033651771333.4,1180209078271999.8,1430601574847199.8,1033494307015733.1,744200632945766.8,1648768555316000.0,780324909325333.2,1634589733951299.8,1469282696945600.0,1200007638748000.0,1645238518368199.8,4503452222835133.5,3224607999195999.5,,,,,
b0867,62553455436800.0,73567698025733.34,41387605009566.664,89679747054800.02,87450399759800.0,244526308283600.0,143913980062666.66,66326246528233.336,138253875808000.0,,124356619242766.67,37933469460000.0,90911734706399.98,146479076470299.97,195212833719933.3,120367876039200.0,,,,,
b0868,120805044210133.34,,49260239040033.32,146173410845466.7,43643120204533.34,109698255314199.98,,35858979477333.33,67494715937600.0,132431604826766.64,196774603055166.7,162517277664799.97,74409883897599.98,,119927307034333.34,,,,,,
b0870,6856733957454934.0,5443004558432933.0,5386169747059466.0,5491034809067734.0,4836814974796167.0,3389567345998399.5,4706262893637067.0,2171037443735033.5,3411282932994399.5,3437365159026299.5,3970245861936067.5,3648067952938399.5,2661033989165599.5,3028282862653999.5,3216082626839866.5,3151832213235999.5,1716666666666666.8,2110000000000000.0,2260000000000000.0,1913333333333333.5,1993333333333333.5
b0871,1059948786191999.9,1197710696013066.5,1218763507425433.5,741324241209066.6,207834679254266.7,91575894886699.98,209759169191866.66,205065797622999.97,358129957185599.94,517670060060333.4,797796877380933.4,436028664571200.0,350451856003199.94,166528336974999.97,74910582772666.66,169540397784800.0,8150000000000000.0,5713333333333334.0,4506666666666667.0,3570000000000000.0,2690000000000000.0
b0877,129627107692799.98,44088949604933.33,112526287858499.98,125813493992666.64,,,,,,85709091005566.64,90355490110466.67,79638980523999.98,37790488141600.0,111399168024899.98,,,,,,,
b0880,1.5315453980330668e+16,1.3338095048772668e+16,1.3502509981463734e+16,1.2124862778989334e+16,1.9303456520519936e+16,5.75053110702105e+16,5.1498345939935256e+16,2.3114735703804336e+16,4.0592303135964e+16,2.92330836120058e+16,2.3303622017367332e+16,4.28319759704472e+16,4.01771606810976e+16,2.9057985648762696e+16,6.144022683792987e+16,5.864868255868799e+16,1.6763333333333334e+16,1.2726666666666668e+16,7560000000000000.0,4690000000000000.0,1963333333333333.5
b0882,6710915304971734.0,4675155623599067.0,6064905297720066.0,5093199610709466.0,3842139237318467.0,855399362467999.9,2751276460061999.5,1038745308515966.8,1718037350163999.8,2637378691953799.5,4575231512173934.0,2249012213969600.0,2105787999839999.8,1344838572030799.8,1081891815328866.8,1474268000754399.8,2936666666666667.0,3516666666666667.0,4253333333333333.5,4150000000000000.0,4513333333333334.0
b0884,8.532743761538773e+16,6.774380445887227e+16,9.400332463139824e+16,6.2140495483783736e+16,8.874969450138576e+16,3.20385773628396e+16,5.63714437753376e+16,2.5791733409225536e+16,3.81682638054504e+16,3.856781530457756e+16,5.890701119608126e+16,4.04177954131016e+16,3.8675564992104e+16,2.7596284479924996e+16,3.301438678190546e+16,3.622284777381359e+16,8930000000000000.0,9936666666666668.0,1.0656666666666668e+16,1.1083333333333334e+16,1.346e+16
b0887,571870382069333.2,,,52730161004266.664,,,67768327606200.0,,,,80697032213766.67,63106704843199.99,,69147834163099.99,,,,,,,
b0888,3.324063606563413e+16,2.2493776120927068e+16,2.293215488999017e+16,2.5208063576347868e+16,2.02780317644585e+16,5534357986904599.0,1.6298744135920998e+16,6210861080236399.0,9108445006827200.0,1.2498705421724798e+16,2.3833611793710268e+16,1.11196394737104e+16,1.50745872619624e+16,1.1396560782588098e+16,6646048622783532.0,7603928139793600.0,4960000000000000.0,7146666666666667.0,6993333333333334.0,6410000000000000.0,7923333333333334.0
b0889,6.722504071004586e+16,4.955396204717654e+16,6.635344878442668e+16,4.987537753692387e+16,6.142139459935434e+16,3.2459307623204e+16,4.896041979091899e+16,2.5388120440904564e+16,3.63245513587464e+16,3.189561478954346e+16,5.068071511637027e+16,3.37381892747872e+16,3.21706713949112e+16,2.7338915472222196e+16,3.687091638649759e+16,4.190327163832879e+16,2.0566666666666668e+16,1.9726666666666668e+16,1.6103333333333334e+16,1.368e+16,1.4596666666666668e+16
b0890,,,,,,,,,,61376552989066.67,,,,,,,,,,,
b0891,1.2716134590962134e+16,1.0009195743832136e+16,1.2962504965462534e+16,9876549665203200.0,1.3514511231653298e+16,8170650395603499.0,1.0335324772264268e+16,4979557217057500.0,7047714672307200.0,6880293947164299.0,1.0452625592734298e+16,6413896592264000.0,6431814559711999.0,4515184068698799.0,7318952816651666.0,7758617448581599.0,2383333333333333.5,2530000000000000.0,3110000000000000.0,3113333333333333.5,3720000000000000.0
b0892,696584600974933.4,300713125799333.3,237858505726433.4,466873115001066.6,302551632634566.75,37969011256399.99,121800400578133.31,54822993293666.664,90027530736800.0,257161295121933.28,257686579842500.0,307099710542400.0,110205094711199.98,41873447885499.99,809078834093199.9,161750684115200.0,,,,,
b0893,2.4104182297345068e+16,1.7318645763747998e+16,2.21782907182539e+16,1.8715753258336404e+16,1.4347505627284368e+16,4168249298035200.0,1.2825268050868866e+16,4978535500893134.0,9551978800047998.0,1.0285516034363068e+16,1.6784313533381434e+16,1.1940718350562398e+16,1.2584283184807998e+16,8274809314506699.0,4860062482780266.0,5228174438083199.0,6246666666666667.0,6840000000000000.0,7260000000000000.0,6746666666666667.0,7146666666666667.0
b0897,1.8164102162183468e+16,1.35345328848324e+16,3.195202981137357e+16,1.5181159467986404e+16,1.0119150594021936e+16,1.4425555942096598e+16,8505044321755802.0,1.7668608956057738e+16,1.6108556725491998e+16,1.695833009293823e+16,1.5154104743238264e+16,1.1737574543529598e+16,1.0727020078416e+16,1.0454163207669298e+16,1.0920998609335466e+16,8274255061364799.0,2.128e+16,1.5783333333333334e+16,7323333333333334.0,8023333333333334.0,5400000000000000.0
b0901,479517106845866.56,80407586453600.0,,,,,,40532235398066.67,81376550944000.0,217397184008566.7,236601123744533.34,284367020918399.94,,,,,,,,,
b0902,2366747050023467.0,1389812018042000.2,2046271518734866.2,1668609823201066.8,2128507377003433.5,1157342826707199.8,1698799334257133.0,756762997875533.4,1022090000877599.9,1316843191572499.8,1554451449703300.0,1034132022499199.9,1079948639880000.0,634658866807699.9,1050397193243199.9,1103939408036799.9,1096666666666666.8,996666666666666.8,870000000000000.0,860000000000000.0,846666666666666.8
b0903,2.4998041734914132e+16,2.17693315716072e+16,1.9610821379176764e+16,2.0709675815552268e+16,1.1116579414666334e+16,1389480178908499.8,4411032314202800.0,4401234927551334.5,6103973624079200.0,1.4073559509602932e+16,1.5932166176572534e+16,1.1556545856291998e+16,7667161758391200.0,5603977815901499.0,1909657523036999.8,2163289869655999.8,3.672666666666667e+16,3.0053333333333336e+16,2.0973333333333336e+16,1.803e+16,1.5316666666666668e+16
b0905,126689648516266.64,75795380934000.0,84521675356666.66,107555283647466.67,34631029227366.676,,39168001787200.0,,,57999885324266.67,61169339069866.67,79300323538400.0,46723318686400.0,55155140826799.99,,67501159035200.0,,,,,
b0907,9.415770243131307e+16,7.226632304973574e+16,9.091879039946846e+16,7.679824898980078e+16,7.178759531074387e+16,1.2868384911969998e+16,4.007480173427639e+16,2.0101466235631496e+16,3.0010803328752796e+16,3.3417297770955268e+16,6.209729199713723e+16,3.42397654929664e+16,3.4138022497760796e+16,2.7062909137163896e+16,1.724059417922086e+16,2.08440581530456e+16,1.4086666666666668e+16,1.885e+16,2.0033333333333336e+16,1.9893333333333336e+16,2.6673333333333336e+16
b0908,1.5403918848830934e+16,1.1659748357766134e+16,1.3801942867247598e+16,1.2742961978345202e+16,1.0539649785597634e+16,1970437395657499.8,6410256163486068.0,2560151389278000.0,4188290272633599.5,5076188144601234.0,1.1101915896722134e+16,5055092200131200.0,4908617493984799.0,3697601093205599.5,2495490109343000.0,3554869351898400.0,1333333333333333.5,1323333333333333.5,1490000000000000.0,1756666666666666.8,2336666666666667.0
b0910,1.2927612087709864e+16,9425062205762000.0,1.2329926472297498e+16,1.0325067177013868e+16,1.0216070542558998e+16,5038301431867199.0,8076968900171599.0,4998675125174467.0,7091382204126399.0,7022329498577599.0,1.04196214947293e+16,6924839726899199.0,6987640767536800.0,4606821882396299.0,4687970397193599.0,6645718929588000.0,1353333333333333.5,1236666666666666.8,1026666666666666.8,990000000000000.0,1130000000000000.0
b0911,1.754905175980747e+17,1.322417274842132e+17,1.6384343534726528e+17,1.2238971944964334e+17,1.4382615605541547e+17,3.76508312229973e+16,9.636741046586421e+16,4.662554212612183e+16,7.147036522110719e+16,7.596536616498054e+16,1.3142633177855446e+17,8.51104895045416e+16,8.44561688869944e+16,5.43221579947193e+16,4.191881202710226e+16,5.822224968877759e+16,3.2066666666666668e+16,3.29e+16,3.967e+16,4.275666666666667e+16,4.581666666666667e+16
b0912,5.144950097953279e+16,3.848016987502894e+16,5.076112805967757e+16,3.951662702897467e+16,5.28183254805289e+16,3.716848917804679e+16,3.676027914440527e+16,2.1182796782964664e+16,3.34891565674024e+16,2.5990809754257936e+16,4.10615882653295e+16,2.8933774038487196e+16,2.6264123481106404e+16,1.96252688613422e+16,3.462565963917206e+16,3.5520136515980796e+16,2.866e+16,2.2466666666666668e+16,1.891e+16,1.5676666666666668e+16,1.4303333333333334e+16
b0914,56816570328533.34,,,38529103064666.664,42674277490000.0,,,,,,,,,,,67844846895200.0,230000000000000.0,230000000000000.0,206666666666666.7,203333333333333.34,166666666666666.7
