b2938	2960606060606060.5
b1300	52664045521401.52
b2066	1123897937073674.4
b2065	1086850544410858.6
b2697	4815151515151515.0
b0662	263636363636363.6
b1308	7785649025835354.0
b1637	3187878787878788.0
b0411	1265395089398119.0
b3620	681544999534650.9
b0642	6087878787878788.0
b4381	4463636363636364.0
b4382	1097526126732756.4
b4383	6266666666666667.0
b1539	1.029090909090909e+16
b4386	240427174190404.1
b4267	1.6730420458437824e+16
b4266	3.132271368410616e+16
b3028	1318181818181818.2
b3029	6818181818181818.0
b2210	644763622828571.5
b0110	605376846745872.4
b2036	3300000000000000.0
b2032	321212121212121.2
b1236	6484250131603680.0
b0732	200359469673881.7
b1232	2923732576194805.0
b0526	1569696969696969.8
b0736	367105461105194.8
b0630	1286206143714141.8
b0480	2376783141656855.0
b0954	1.7433333333333334e+16
b0484	5718160598948191.0
b0469	5804767876873980.0
b3591	213658967509280.28
b3619	8475757575757576.0
b3449	815151515151515.1
b1702	5248484848484848.0
b2799	1275757575757575.8
b3564	299604219824531.06
b2914	9899480900751806.0
b3617	578869082525829.9
b3616	763636363636363.6
b3623	66666666666666.66
b3693	112335782044976.08
b0312	560755939382900.5
b2744	821275490269264.2
b1897	951515151515151.6
b1896	1900000000000000.0
b2587	1560606060606060.5
b4161	833333333333333.4
b0494	950730862761904.8
b4477	791484798761722.4
b0112	1609090909090909.0
b2262	2906060606060606.0
b2264	46727022263085.4
b4478	649061641891228.0
b0893	6600000000000000.0
b2104	4221212121212121.0
b0121	2583300582228571.0
b0123	3688497282374390.5
b2344	357575757575757.6
b1134	864292784441414.2
b1385	208237936827931.5
b3052	2257575757575757.0
b1710	8903030303030302.0
b4055	3068428852104186.0
b0261	755647889797691.5
b3565	85842682611111.12
b1719	3360606060606060.5
b0578	6436363636363636.0
b1326	600575071241897.2
b3371	34127303471749.75
b2168	515151515151515.1
b2907	160550004247330.47
b4119	478408157613888.9
b1270	332647012269191.94
b0062	266666666666666.62
b2988	1772727272727272.8
b4367	117029927342803.05
b2964	69696969696969.7
b3447	1296969696969697.0
b3288	1558752857658874.2
b0333	1245454545454545.5
b0628	2103880759616450.8
b2937	3787878787878788.0
b1398	95792800047507.31
b3752	2063293871099449.2
b3222	236535985998682.53
b1850	2.546331290271808e+16
b2688	427272727272727.25
b1623	2649703984143250.5
b2467	495429103994330.4
b0120	3505987666954329.0
b4213	2762213682773160.5
b2877	102733788728282.84
b3572	65209996987012.98
b3571	54836387764141.43
b1764	2306060606060606.0
b2521	3700000000000000.0
b1768	681818181818181.9
b2366	336558646847619.06
b0963	4322314213483586.5
b2038	1493652697560139.8
b0968	2176208604457143.5
b3833	2503266482381818.0
b1651	3303030303030303.0
b1876	1718181818181818.2
b3600	3969696969696969.5
b3073	116247964399999.95
b0331	4080264736674960.0
b1014	133981783098863.64
b0871	7409090909090909.0
b1325	900000000000000.0
b3425	597233579071891.2
b1525	647507888112878.9
b2418	1018215365195307.6
b3432	963636363636363.6
b0766	594121793638447.0
b2388	3854545454545455.0
b3092	551515151515151.5
b3546	537948671507936.56
b4139	5387878787878788.0
b2143	5557575757575758.0
b1479	3569696969696969.0
b3787	202509603117045.5
b3786	351058915884415.6
b0200	2191342321401632.0
b0680	4348484848484849.0
b0049	287878787878787.9
b2498	3.2154545454545456e+16
b2889	483887769623106.06
b0674	2287878787878788.0
b2091	2.155151515151515e+16
b3385	1763952732326515.2
b3384	5039955215941478.0
b0036	112456207455303.05
b2253	1318181818181818.2
b2254	309090909090909.06
b2255	372727272727272.8
b1866	5572727272727273.0
b0394	1418181818181818.2
b1640	614161314592207.8
b0677	757575757575757.6
b1646	4491182722123811.0
b2901	2100000000000000.0
b2794	442871265735353.5
b1002	1.868397719529034e+16
b0356	4305912420134344.0
b2810	189703369304798.0
b2428	453621471564394.0
b0352	324673547197474.7
b3225	446229280421525.6
b0350	827198537323737.5
b1584	484772041324891.75
b2133	3487878787878788.0
b2132	997277195636363.6
b0756	7418746348695374.0
b0477	253439707292045.47
b1189	1369696969696969.8
b0194	9045454545454546.0
b3794	60451557477614.86
b1991	390008605419913.4
b0212	1963636363636364.0
b2533	3496919908729545.0
b3790	54889556287500.02
b3791	239393939393939.4
b3621	136685351258008.66
b1748	1575757575757575.8
b2957	88565062762770.58
b2954	1722254847852681.0
b2303	2891153254275379.0
b0593	532500963757792.2
b0595	624337446423295.6
b0594	34284599665151.51
b3403	2.075151515151515e+16
b0596	177354871659848.5
b1982	878657279710366.6
b2893	2396334766117461.0
b0980	227377397601443.0
b2114	3678787878787879.0
b1851	4154035480134377.5
b1919	4357575757575757.5
b0604	527211340212987.1
b1855	102921798835606.06
b3665	122012286256565.69
b0459	636974767449311.4
b2784	466666666666666.7
b1238	1205945153859307.2
b2552	473499791513897.5
b2028	341855745887878.8
b4322	2554545454545454.5
b4323	393009570091735.6
b1059	2533579218139177.0
b3430	2857575757575757.0
b2040	1899215055149242.5
b4239	72619151721969.7
b1492	2093939393939394.0
b0104	3188257382889609.0
b3500	2036363636363636.0
b0759	1.1798100131241146e+16
b1613	3151515151515151.5
b0222	8306060606060606.0
b2781	73582696998989.89
b0758	1399295724965869.2
b1192	245454545454545.47
b1197	5263636363636364.0
b0026	4972727272727273.0
b1927	427272727272727.25
b0822	299095020034017.6
b0585	73148776184573.02
b3551	153051415947474.78
b0931	1445454545454545.5
b0930	9087878787878788.0
b2034	566666666666666.6
b3128	113151763102272.77
b1107	318181818181818.2
b4129	580491404510068.4
b1109	1272727272727272.8
b1661	493939393939393.94
b1519	894749519818819.6
b2232	1930993012430303.2
b4233	727272727272727.2
b1444	1.2415151515151516e+16
b3429	2351515151515151.5
b3831	2.139090909090909e+16
b0404	413584344258953.25
b2514	3278787878787879.0
b3223	538843977023953.94
b2297	5336363636363636.0
b3631	103708714947126.42
b2912	66917904367234.86
b4069	3.256060606060606e+16
b0334	2339393939393939.5
b0337	6406060606060606.0
b4394	880472408152883.8
b0238	6853861469099999.0
b2239	4215094851091700.0
b4258	2690909090909091.0
b3588	1.69e+16
b2261	149392741057575.78
b0030	790909090909090.9
b0237	7936363636363635.0
b3417	2381818181818182.0
b3126	335104877561111.2
b4036	1106060606060606.0
b3553	6356780264823460.0
b1993	77220877243356.64
b3035	630303030303030.2
b3882	37841874377865.61
b4090	982636652981818.0
b3526	798521350420490.8
b0444	1018181818181818.0
b1119	330303030303030.3
b2947	2542424242424242.5
