bnumber,glucose_heinmann,NaCl_50mM_heinmann,pH6_heinmann,42Cdeg_henimann,anaerobic_heinmann,Chemostat_heinmann_012,Chemostat_heinmann_05,galactose_heinmann,acetate_heinmann,glycerol_heinmann,glucosamine_heinmann,fumarate_heinmann,succinate_heinmann,pyruvate_heinmann,Chemostat_heinmann_02,Chemostat_heinmann_035
b2699,1233.1834212897,1174.4813344242,1098.2653828483,1192.7627036303,524.4461232655,223.8731375897,515.0595431335,468.2105233206,583.4830001401,1041.9655975416,1131.9490111076,932.2805431914,761.5829451491,476.7402303417,238.8597964866,339.0127726101
b2567,627.8080575275,532.5069767483,616.8026383098,554.651429898,502.240979301,216.1511521298,423.3187313518,271.1902628704,338.8598507338,355.8629579908,558.4584058754,366.4307115393,398.2862916393,253.6089660347,228.7370513803,363.5053865487
b0471,4323.5766076711,3260.2742959311,3923.946863997,3290.7976051628,4360.0977120517,2250.3514644447,3350.2204052243,2098.7610984453,3026.0490205482,3341.4285309606,3347.6392897239,3084.0778450902,2922.9478116454,2116.5657591211,2103.9340417154,2903.8131962175
b2007,11021.5765429557,9143.7826746441,11518.5648630501,9628.6539827485,14708.5316777341,8997.2443460423,12811.6713833351,8036.7642287275,7926.0355155358,9150.8761401872,11288.7732367577,8077.6209110171,7257.7603914126,5957.6736599945,9484.7404492191,10930.3349777728
b1056,1317.0279929431,1205.0852105397,912.1396462205,1185.4046141513,1208.1743429044,1365.5345978146,1373.8932577351,1024.8724109967,1571.8535923029,976.8576384615,1135.3136550143,1049.8057577608,1259.0242009147,878.8705925802,1364.2201604419,1399.5427929888
b1850,4615.4622593163,4175.6562216933,5426.9685015583,4278.8548096199,6598.4001075478,2568.377547148,4827.1653783588,2529.2661066129,4055.3844205818,2970.6707997633,12184.1952239506,3531.9433749976,3446.2266356572,3585.5781956526,3269.2498705201,4361.7358020825
b0386,1506.1530656312,1306.8796034295,1931.5265699863,1650.3579985656,1179.0015731547,995.1449069275,1414.1581646977,1434.067467666,1529.5684380598,1255.2667863081,1554.4856003443,1220.0572859038,1342.4928249298,903.0788359834,1073.0597460316,1088.5953372092
b0125,929.3184503188,870.9884257495,943.7414817179,759.8193645586,865.3405560295,405.822046638,654.2547159921,335.1682349384,489.3621035801,529.330243433,653.9443661966,549.3132345034,524.5289768609,441.2546722572,378.34367735,567.8285837184
b0820,377.8728884476,375.2440837563,301.6063631212,369.7928251057,198.700410634,77.8904659851,195.0052592146,107.4001699929,145.4796847305,216.6156179995,301.8749999614,202.1858500896,193.0872477703,139.0637362176,91.025281387,100.1746646373
b2415,18694.2925177503,18408.7879516683,18526.6173354447,16029.7975547815,24849.930728411,14479.3507447385,22313.3503603321,12564.9757315981,15776.1278983832,13895.6123253246,10232.5563348576,10144.0369483034,11148.1019497347,8825.5277558638,14546.4192153309,26036.8171508143
b1333,1120.8233019478,757.2269686638,1162.808805739,843.8030898803,710.1831149434,705.8692480621,871.6484076117,995.5449083029,946.5042509844,1047.8313372899,1044.1060949334,950.0363302608,770.7681644833,741.4048279429,650.5084432869,686.436314366
b0094,847.0692237155,676.6189958624,784.2604157948,808.0772202151,412.8480110854,216.136351216,507.9436481205,345.0761797403,463.3291027709,606.1169764213,826.0929451594,580.7034843733,590.8160323578,455.5069664642,308.8502463019,382.8410838439
b0145,4415.4836060769,4483.2629429074,4500.9668240015,3878.0614800842,5577.4818204189,4240.5632763153,5315.2618315903,3086.4067204059,4301.6250158477,3722.8721172313,5309.9901318178,3575.8657232064,3851.7518065153,4078.4120065016,5355.1283861324,6314.2899697852
b2262,650.8966602378,639.22842705,591.4567265004,497.3675755166,373.8130475242,256.646271894,445.2373616849,340.7543431775,463.568702179,426.1542530051,470.0682857449,302.5004339925,376.3740613993,376.2853251545,270.1613222478,345.2510930816
b3209,1693.679785498,1471.7375126659,1767.6011027719,1681.2333761267,2439.3297925403,2100.9128909845,2283.1864692785,1296.008151131,1969.740566999,1497.03973344,1910.9705764928,1849.2476992131,1671.8826634276,1843.2652064445,2298.4767571173,2396.1665709556
b1064,2430.4058490367,2798.5537650965,3028.2462316519,2077.5251534337,2258.1835180636,981.5809279816,1734.4711049426,1777.6251272172,2112.7398037703,1522.1508469885,1956.8875741516,1602.0149632471,1660.5173816549,1607.347767098,1030.0908056039,1205.0490997267
b0369,721.3306198185,600.4817549918,787.4865075381,648.5378760441,602.2637614997,277.2252133877,504.1181230985,315.6304146114,389.6569931906,428.4178370659,602.6106176841,511.9167845988,494.8916595474,403.6703412971,270.5143256172,297.9430248803
b3670,2574.9202731128,2215.4877226799,2087.8454232518,2229.3486411582,2869.1393761588,2854.5545690896,3220.0409201363,1828.5320224717,3091.0416888535,2266.2423456367,2273.3824809409,2634.9151437544,2825.375845082,1728.4837106577,2535.6725946007,2579.6117365058
b2480,4876.6086122997,3763.4456696729,4858.4763324432,4512.8628101061,5184.4844873831,2384.2714205818,3867.4724147708,2393.7778231989,2823.1740084612,3107.5263156892,4216.0236773415,2685.591304011,2984.7892806073,2715.0572766124,2936.7113239325,3691.1494865645
b3495,17753.3494245444,15760.4778915723,20454.4334058596,15776.1096766484,24686.428162845,30037.7952619072,23345.2150947656,23741.2671168178,24871.7169857872,17426.5394829793,15279.6567595258,15984.8518180072,17325.9018789988,15301.5558496269,27035.9828154284,21329.8179161865
b2287,914.3705191231,817.4682984691,984.2815284862,759.8852419168,639.4690465103,701.2205631975,1136.7762795222,650.3472774237,866.4402379096,1029.6620372214,901.6868709373,1026.781449934,971.0384328191,733.8902041515,699.7726877998,862.7193651788
b3363,3338.5866008724,2990.8479416774,2584.9673040789,3330.5928105184,4222.7673430802,3118.0614284377,2990.4797319249,2210.6925801372,3042.5023793456,2435.3705366688,3590.4549356545,2639.670026521,2907.8954884895,2441.361152461,3024.6583953764,2760.8622835242
b1637,768.7711036663,720.2158525063,618.7277009713,722.8122207035,137.4087354081,76.5660614834,225.9123008335,200.0945644025,231.6557186508,440.1338679946,524.6109004477,402.3402069234,351.6818379176,190.906474965,160.2875097366,113.2614198745
b2662,239.9101363958,204.8082465225,145.6043243788,202.1894737547,46.1094047168,235.9027333093,288.8994946684,237.0694599198,218.1840009597,239.0999534194,291.0301486162,217.0713147215,215.3694548641,455.8953475458,303.6593335239,281.5543110731
b3967,179.4082228546,143.1786146221,265.4779307504,133.0859315298,137.1396119806,37.9535046563,123.1041215477,59.5561463304,101.4410678417,181.2106323529,289.8005382827,250.3646618743,115.7811211182,75.4861086534,170.4580599047,70.8186551746
b0525,6296.7359962078,5781.6399045727,7284.0491588536,5702.288179549,6812.0575301329,3727.5199510906,4845.1996120256,3238.3595782599,5168.1193047763,4601.673689825,5335.598540473,4617.8032173396,4690.9999445215,3563.958848727,3499.864389282,4296.7272362063
b4322,248.8586758107,204.4766454765,149.0128089048,180.2871524417,142.9112900002,417.7633552446,286.5313704014,208.6821521902,233.6825971976,235.9485209381,253.6889793509,287.0664104604,236.5933233641,138.0382941154,355.6547756084,285.0241221893
b0054,135.2630524302,113.0556718032,116.7023436037,126.7027306879,76.6531647457,85.9897974005,74.1155879434,63.9481228875,67.0376502641,80.7024609195,125.2612159537,80.9807766967,77.6925661746,87.077432573,55.2668065555,61.9889078023
b1967,1793.4073490101,1604.874515079,2027.4791587347,1345.1491893443,1300.165898983,2081.8382351303,1399.7120470599,1691.9248446282,2753.0728031107,1401.0913606195,2550.4379127072,1267.7459162684,1058.4364408675,1246.8256829487,1594.3987481543,1432.6005432404
b3620,189.3963780419,127.4044608671,138.4164406944,106.4296228173,68.8801276395,30.5843769644,52.4885904128,54.4390536324,54.5905165403,258.6463273234,136.1316492277,192.9370191356,117.7675586511,93.3077522876,68.7421225134,55.5050136741
b1376,1117.2077236949,920.6072068547,810.2960460514,819.783429373,1685.3194461512,6810.1439422737,3424.6899959843,2973.8221473721,3082.1669362895,2249.340223997,2023.0834926502,3010.0325281148,2477.1386695926,2913.5431644901,6516.4218413614,5135.7066784314
b0607,1464.6378021707,1265.0953537673,1480.6355028798,1164.7695077255,2761.944265948,2264.1852359046,2186.1292874401,944.6666763739,1480.5310874297,1164.0100362166,1730.8324152167,1601.4213451675,1372.8367507277,1226.2284324679,1760.3683286678,1962.7260899151
b1831,789.2458301273,716.7089289228,915.7240421512,693.2248539217,774.4039006834,304.6661642433,499.9117258662,291.3881396443,389.9976276619,434.048076744,599.7285826153,451.0019901357,434.0736563264,322.1808135366,260.7166785343,333.6257953522
b3407,326.2308047297,253.9293020181,202.9295086788,299.1422397871,87.3685715413,29.9299987653,77.1739987771,35.2258744801,45.2119349371,132.9495311324,172.742523451,107.2792457717,108.2877428208,51.7537673962,34.1936814493,38.5634131107
b0628,526.1113107891,475.4359244486,647.7616393419,449.7163349895,595.5062722802,404.7413497914,504.7656383021,220.0596357248,384.481409357,357.4268756444,692.9065155965,533.213118211,529.4040311338,728.9946832071,404.0214882844,510.0310430897
b2569,351.9989290272,274.6936239209,158.0333795879,260.3618241857,59.9674287003,32.8563222388,78.9297742011,39.7334525919,43.6202545039,149.3481553752,199.7109036924,126.8228463848,130.2518756682,81.9075353775,30.8668869296,65.5199279388
b0891,1192.1376179027,1072.4138296963,1254.4359643996,1058.2017498432,1398.0528860331,1167.2357708005,1192.5374737228,786.2458763775,880.9643340384,897.4296452823,1081.3060958001,801.737074033,803.976819964,645.0262955284,998.0390204525,969.8271810727
b0415,7500.396608614,6107.5050695159,8090.0301866944,6694.2986622026,9279.4274403584,3709.1629931457,8152.7499532375,4327.3094751692,6082.3598606227,6337.2263982482,8002.7554037101,7296.0485203784,6894.4059502185,5770.7720507376,4846.8662003633,6987.223593141
b2494,275.0477920136,213.1092120176,290.4135347795,264.2600968587,318.7028519643,510.9468843817,288.1011978113,248.657213401,281.2206768604,220.0324351837,265.6901024558,217.5361246948,208.848333687,218.9140839804,361.5718101453,235.9340714995
b2217,1637.9616925045,1428.8472014035,1523.4847095243,1484.4352767117,1249.8273422598,603.4774183971,1066.1042771205,882.283330961,981.1329475128,1053.9598052569,1517.1927330759,1313.3423250326,1180.3180477246,889.0538045714,807.0573099399,1089.6950546794
b0870,642.8188085114,583.1790598321,521.2422335864,588.3251581144,500.3601698065,484.2239065712,543.0303338812,342.7953858529,426.4103666243,448.3519772643,410.7150891658,456.0084941173,332.6292486457,432.611837522,438.5567218418,393.9790266545
b2431,511.9129896191,442.1947816804,410.3085386657,493.0046311098,346.5326990639,137.2325340309,329.0071152284,151.0154592348,271.0104700056,357.2800775874,390.0795371311,399.6320529322,353.7960793692,236.4471050406,154.5892587497,183.8617467454
b1743,582.9199165293,448.3986464593,649.0458693074,488.159697639,526.2236452147,1350.1971245672,441.2931919386,474.6139802613,792.0141119045,397.286519459,402.8497830897,443.3113496395,420.49257195,296.8100658683,750.8543613391,574.4592336718
b2989,984.3657270511,931.1019704844,987.5342839397,914.4694870678,662.6690809663,951.3857313234,735.7545027021,912.5858984049,1094.5290924331,1084.9261586874,964.05247693,1053.229143387,893.0461770712,632.5724928668,832.1443859842,865.4457747366
b2838,687.7093985034,589.0526216752,592.8158072912,639.1387704525,307.5742951536,118.4567343357,322.0691984511,129.2897965271,192.7234442996,422.2245132523,665.316394085,408.4769701992,355.2196417255,286.8421623504,147.0998855521,266.7426476485
b2366,143.8626931576,128.59283688,141.7573109124,155.4900948436,132.513120736,97.9986392453,94.1403071396,62.3343556299,66.9553572234,92.481604611,114.1401703654,69.599126068,76.5383601054,52.5214464893,86.3243625145,56.6607478378
b3056,62.6947266966,42.1131589531,41.2979053315,113.9887727442,43.9096239122,27.5124329181,19.524392518,16.2204835208,21.9973682723,33.8616718002,42.2145619896,50.5395858946,35.5501762663,18.3584112331,29.2945467856,319.4406872265
b0150,30.5332131718,15.3374101385,21.1265384459,42.7662590147,25.2347285548,7.5895708253,14.516550929,6.8983267588,14.0711021956,12.8524659755,24.5612787607,15.5472412367,10.4659411965,21.5537495495,26.7658769901,12.2653401009
b2319,1040.7834187034,788.9505633784,994.5312810431,1007.7677748925,963.3945641181,499.6516219847,740.7477729614,587.1273644559,557.9413537801,795.7413163053,946.8135753673,716.9884931728,694.0826869313,536.4345949183,576.5193946512,551.5296472524
b4349,227.0408538487,173.490424693,158.8020685505,182.8089032968,111.0647541585,64.1119568893,108.3852445321,53.2175660672,56.6994362282,103.039144757,138.9597861976,118.3287487268,116.8055347839,66.5483072335,120.9041018639,176.4221244453
b1749,637.3846274787,573.1882482823,648.5695556949,558.8834449449,551.1529255941,388.8367893612,492.89283606,325.2340201789,426.974639429,432.7310393858,580.1727234491,465.5502084068,460.0266456461,347.216026496,369.5239384183,377.3496589037
b0565,385.2303641154,445.8805037736,329.5292873953,379.9086978939,333.0904458926,181.7068215149,446.6930119078,283.5887508843,292.6977996832,344.4388950517,450.0014274195,221.6936320452,348.7331004258,269.4406742643,200.7791660685,320.6647792302
b3287,1316.5551540677,1215.7004591282,1238.1283430837,1199.4438866821,1295.8826282236,752.7048136618,1065.4336582372,769.2052616877,924.7024875643,765.9536973926,1505.3242167715,818.911111295,839.0566661085,820.6287874623,951.3039026513,1009.3745460399
b1718,2479.8126122537,2206.7196544879,2818.7758738879,2047.9914253726,3553.2763215548,2020.5249817563,1964.3744330468,1348.5300928359,1500.4810551217,1406.029571578,1887.7662957359,1516.418231215,1233.7627693236,1404.5490905395,2351.6274518217,1784.5641728869
b0242,471.2062589814,343.2079722947,395.7532859638,437.2357324793,175.6480985301,125.7393551369,195.7013617248,202.7905748454,178.7316578487,326.5923185179,375.0362887019,273.8912133199,247.6726680051,134.3596056809,91.6250696122,116.4678142451
b2914,3698.3738947059,3487.8148883858,4166.4337687263,3481.7382177961,4079.0801670585,3009.3386971692,3859.6523663689,2775.5927466005,3726.8865923701,3207.7651484855,3797.1727889142,3568.184529938,3451.4279898358,3430.1701321105,3245.9200597167,3907.8956448365
b1324,25777.9157782822,22479.0592598422,29212.3369579318,24042.5841400649,37741.4409242999,23573.8272442962,27388.9014220327,20746.0530085417,21981.8480874191,18786.7128669499,25381.611227785,21806.1220421745,20758.6296597418,17468.8308840938,27564.0078112055,28860.6177775186
b1864,1095.2010679374,1221.2532313417,1281.1436692736,1151.8647868535,1669.4970340461,821.8431588798,1178.2711848861,561.6448615649,842.9987998401,746.8593513759,1234.9323434297,942.84051988,963.149656638,765.2104274628,887.4239623156,1051.9264850847
b3866,1101.9544629299,854.0939936301,920.2511021107,862.2677152582,903.1675554844,559.968943037,651.2524614802,437.4053145858,591.4947570639,746.6147241607,1071.5746259318,624.491183895,712.8650235988,659.208684883,426.4583111078,490.0867869491
b3701,630.8776594461,578.8584609456,595.9832973031,599.4947991895,458.4418474357,307.6909672985,486.3177575122,321.6704870469,397.1846239253,420.9521281324,629.845205416,398.95267169,446.86696184,301.9078245163,305.8625156107,353.7824361441
b3925,188.6124383274,172.493170579,196.5279591056,183.6478631007,177.1410988268,64.1151630712,127.1083811979,79.5087899395,97.5473185411,262.4506636087,130.2733543141,132.0106502184,144.0955889458,80.9784679035,54.6888378529,49.9541269131
b4207,3302.5540532326,3549.6936750954,3786.0651509776,3015.3702627998,3926.1154553212,1509.8219455303,2949.4038816794,1444.0653211962,2091.007267617,2468.3815043252,3028.6103023851,2568.2150333026,2578.3826686508,2179.9497186251,1754.2018315845,2584.2363161501
b2183,1783.0216730085,1463.8670800427,1690.2544305995,1537.6491371448,1742.0937222806,839.3259716846,1325.0700479299,753.9637447424,1054.7176014738,1094.1394592156,1463.6143609724,1126.7395519189,1118.7642460301,885.9229255217,945.0950177957,1038.6943004837
b0753,1111.0103572909,1254.6878829125,1190.203359956,742.2355341341,1441.7322888635,2323.4576885347,874.6069791357,872.837654548,1363.3911907441,675.2139795984,1352.3846202877,787.9544593707,646.3720097335,1164.2600485034,1493.4286096257,1991.4835245252
b1765,2022.3658196194,1810.3501529511,1951.474101961,1722.3953990884,2550.1364293865,1711.9946745462,2303.3699469987,1247.1795128184,1798.9516711467,1533.1741467549,1860.5280919799,1717.6636972201,1568.316620815,1639.8858283474,1903.1416666132,2122.9171884007
b2893,1128.4131522664,940.3080906092,1125.0750224336,997.9979529861,1338.7224479962,830.3299964597,949.8362298233,534.001377838,642.2612582662,683.9778037957,836.075459157,628.5547944639,664.2287907456,493.7007232552,630.1672996499,722.4243087965
b3509,4263.7413639212,3987.6544208695,7515.0309746844,3278.7359120283,7475.8872467453,8024.1513148796,4202.4037839839,4311.8422827268,8206.8678859461,2554.8600038263,6405.3983840108,3025.9419169225,1988.348553111,2411.1905737265,3355.6927420705,3530.4370496817
